season,name,position,team,adp,adp_stdev,nn,adp_pos_rank
2023,Justyn Ross,WR,KC,164.2,21.1,justyn ross,73.0
2023,Chase Claypool,WR,MIA,169.1,10.0,chase claypool,74.0
2024,Christian McCaffrey,RB,SF,1.4,0.7,christian mccaffrey,1.0
2024,Breece Hall,RB,NYJ,2.2,0.9,breece hall,2.0
2024,Tyreek Hill,WR,MIA,2.6,0.9,tyreek hill,1.0
2024,CeeDee Lamb,WR,DAL,3.7,1.3,ceedee lamb,2.0
2024,Bijan Robinson,RB,ATL,4.9,1.3,bijan robinson,3.0
2024,Amon-Ra St. Brown,WR,DET,6.2,1.2,amon ra st brown,3.0
2024,Ja'Marr Chase,WR,CIN,7.2,1.8,ja marr chase,4.0
2024,Justin Jefferson,WR,MIN,8.0,1.6,justin jefferson,5.0
2024,Jahmyr Gibbs,RB,DET,9.4,2.2,jahmyr gibbs,4.0
2024,Jonathan Taylor,RB,IND,9.8,2.0,jonathan taylor,5.0
2024,A.J. Brown,WR,PHI,10.9,1.8,a j brown,6.0
2024,Saquon Barkley,RB,PHI,11.3,2.3,saquon barkley,6.0
2024,Garrett Wilson,WR,NYJ,12.1,1.9,garrett wilson,7.0
2024,Marvin Harrison Jr.,WR,ARI,14.5,2.3,marvin harrison,8.0
2024,Puka Nacua,WR,LAR,15.2,2.2,puka nacua,9.0
2024,Kyren Williams,RB,LAR,15.9,2.9,kyren williams,7.0
2024,Derrick Henry,RB,BAL,15.9,2.8,derrick henry,8.0
2024,Travis Etienne Jr.,RB,JAX,17.6,2.5,travis etienne,9.0
2024,Cooper Kupp,WR,LAR,18.9,2.7,cooper kupp,10.0
2024,Isiah Pacheco,RB,KC,19.8,2.9,isiah pacheco,10.0
2024,Davante Adams,WR,NYJ,20.0,2.8,davante adams,11.0
2024,De'Von Achane,RB,MIA,21.4,4.5,de von achane,11.0
2024,Drake London,WR,ATL,21.5,3.1,drake london,12.0
2024,Deebo Samuel Sr.,WR,SF,23.0,3.2,deebo samuel,13.0
2024,Josh Jacobs,RB,GB,23.6,3.6,josh jacobs,12.0
2024,Travis Kelce,TE,KC,24.4,4.6,travis kelce,1.0
2024,Josh Allen,QB,BUF,25.1,5.2,josh allen,1.0
2024,Chris Olave,WR,NO,26.2,3.3,chris olave,14.0
2024,Rachaad White,RB,TB,29.0,3.3,rachaad white,13.0
2024,Jaylen Waddle,WR,MIA,29.1,3.7,jaylen waddle,15.0
2024,Sam LaPorta,TE,DET,29.4,4.0,sam laporta,2.0
2024,James Cook III,RB,BUF,30.3,4.1,james cook,14.0
2024,Patrick Mahomes,QB,KC,30.8,6.2,patrick mahomes,2.0
2024,Nico Collins,WR,HOU,32.1,4.0,nico collins,16.0
2024,Alvin Kamara,RB,NO,32.3,3.8,alvin kamara,15.0
2024,Mike Evans,WR,TB,33.5,4.5,mike evans,17.0
2024,Joe Mixon,RB,HOU,35.0,4.3,joe mixon,16.0
2024,Kenneth Walker III,RB,SEA,35.6,4.1,kenneth walker,17.0
2024,Jalen Hurts,QB,PHI,37.3,5.4,jalen hurts,3.0
2024,DeVonta Smith,WR,PHI,38.3,4.1,devonta smith,18.0
2024,Malik Nabers,WR,NYG,38.3,4.6,malik nabers,19.0
2024,DK Metcalf,WR,SEA,40.7,5.7,dk metcalf,20.0
2024,Mark Andrews,TE,BAL,41.2,4.9,mark andrews,3.0
2024,Stefon Diggs,WR,HOU,41.8,4.8,stefon diggs,21.0
2024,DJ Moore,WR,CHI,43.7,4.6,dj moore,22.0
2024,Lamar Jackson,QB,BAL,44.2,4.9,lamar jackson,4.0
2024,Michael Pittman Jr.,WR,IND,45.2,5.4,michael pittman,23.0
2024,Aaron Jones Sr.,RB,MIN,46.0,5.7,aaron jones,18.0
2024,James Conner,RB,ARI,47.6,5.0,james conner,19.0
2024,Brandon Aiyuk,WR,SF,48.1,5.3,brandon aiyuk,24.0
2024,Amari Cooper,WR,BUF,49.2,3.7,amari cooper,25.0
2024,C.J. Stroud,QB,HOU,49.9,6.6,c j stroud,5.0
2024,Trey McBride,TE,ARI,50.4,5.5,trey mcbride,4.0
2024,Tee Higgins,WR,CIN,51.8,4.5,tee higgins,26.0
2024,David Montgomery,RB,DET,54.6,5.7,david montgomery,20.0
2024,Anthony Richardson Sr.,QB,IND,55.2,4.3,anthony richardson,6.0
2024,Christian Kirk,WR,JAX,55.6,4.3,christian kirk,27.0
2024,D'Andre Swift,RB,CHI,56.5,6.5,d andre swift,21.0
2024,Zay Flowers,WR,BAL,56.8,4.2,zay flowers,28.0
2024,Tank Dell,WR,HOU,57.5,4.4,tank dell,29.0
2024,Dalton Kincaid,TE,BUF,59.1,6.0,dalton kincaid,5.0
2024,Joe Burrow,QB,CIN,59.7,7.5,joe burrow,7.0
2024,George Pickens,WR,PIT,59.8,5.8,george pickens,30.0
2024,Rhamondre Stevenson,RB,NE,62.0,5.8,rhamondre stevenson,22.0
2024,Keenan Allen,WR,CHI,63.5,5.7,keenan allen,31.0
2024,Raheem Mostert,RB,MIA,64.1,6.2,raheem mostert,23.0
2024,Rashee Rice,WR,KC,64.2,9.6,rashee rice,32.0
2024,Nick Chubb,RB,CLE,65.0,7.1,nick chubb,24.0
2024,Jayden Reed,WR,GB,65.1,5.9,jayden reed,33.0
2024,George Kittle,TE,SF,66.7,8.1,george kittle,6.0
2024,Najee Harris,RB,PIT,67.1,5.7,najee harris,25.0
2024,Zamir White,RB,LV,67.8,6.1,zamir white,26.0
2024,Chris Godwin Jr.,WR,TB,68.4,6.3,chris godwin,34.0
2024,Dak Prescott,QB,DAL,69.8,7.2,dak prescott,8.0
2024,Terry McLaurin,WR,WAS,70.2,7.4,terry mclaurin,35.0
2024,Kyle Pitts Sr.,TE,ATL,72.8,7.8,kyle pitts,7.0
2024,Jordan Love,QB,GB,73.2,8.3,jordan love,9.0
2024,Zack Moss,RB,CIN,74.4,8.0,zack moss,27.0
2024,Calvin Ridley,WR,TEN,74.7,5.8,calvin ridley,36.0
2024,Kyler Murray,QB,ARI,76.1,8.2,kyler murray,10.0
2024,Javonte Williams,RB,DEN,77.5,6.3,javonte williams,28.0
2024,Evan Engram,TE,JAX,79.5,9.1,evan engram,8.0
2024,Jaylen Warren,RB,PIT,79.6,5.7,jaylen warren,29.0
2024,Tony Pollard,RB,TEN,81.7,7.4,tony pollard,30.0
2024,Xavier Worthy,WR,KC,81.9,7.1,xavier worthy,37.0
2024,Hollywood Brown,WR,KC,82.2,4.8,marquise brown,38.0
2024,Christian Watson,WR,GB,84.2,7.7,christian watson,39.0
2024,Jonathon Brooks,RB,CAR,85.4,5.8,jonathon brooks,31.0
2024,Devin Singletary,RB,NYG,87.9,6.1,devin singletary,32.0
2024,Austin Ekeler,RB,WAS,88.0,6.7,austin ekeler,33.0
2024,Keon Coleman,WR,BUF,88.1,6.7,keon coleman,40.0
2024,Tua Tagovailoa,QB,MIA,88.6,8.9,tua tagovailoa,11.0
2024,Jake Ferguson,TE,DAL,89.2,9.1,jake ferguson,9.0
2024,Jaxon Smith-Njigba,WR,SEA,90.5,10.8,jaxon smith njigba,41.0
2024,Tyjae Spears,RB,TEN,91.4,5.6,tyjae spears,34.0
2024,Chase Brown,RB,CIN,91.9,7.4,chase brown,35.0
2024,Diontae Johnson,WR,BAL,92.1,7.7,diontae johnson,42.0
2024,Jared Goff,QB,DET,94.3,13.1,jared goff,12.0
2024,Ezekiel Elliott,RB,LAC,96.2,8.3,ezekiel elliott,36.0
2024,Rome Odunze,WR,CHI,97.7,7.0,rome odunze,43.0
2024,Brian Robinson Jr.,RB,WAS,97.9,7.9,brian robinson,37.0
2024,Ladd McConkey,WR,LAC,98.4,6.0,ladd mcconkey,44.0
2024,Jerome Ford,RB,CLE,98.5,8.9,jerome ford,38.0
2024,Jayden Daniels,QB,WAS,99.2,12.1,jayden daniels,13.0
2024,Gus Edwards,RB,LAC,100.6,6.5,gus edwards,39.0
2024,David Njoku,TE,CLE,101.1,9.4,david njoku,10.0
2024,Romeo Doubs,WR,GB,103.0,7.1,romeo doubs,45.0
2024,DeAndre Hopkins,WR,KC,104.5,5.9,deandre hopkins,46.0
2024,Dallas Goedert,TE,PHI,105.5,11.5,dallas goedert,11.0
2024,Brock Purdy,QB,SF,105.7,10.4,brock purdy,14.0
2024,Tyler Lockett,WR,SEA,106.6,7.3,tyler lockett,47.0
2024,Jameson Williams,WR,DET,107.8,8.1,jameson williams,48.0
2024,Trey Benson,RB,ARI,108.5,5.7,trey benson,40.0
2024,Chuba Hubbard,RB,CAR,108.8,6.6,chuba hubbard,41.0
2024,Blake Corum,RB,LAR,110.3,7.2,blake corum,42.0
2024,Courtland Sutton,WR,DEN,110.8,8.2,courtland sutton,49.0
2024,Brian Thomas Jr.,WR,JAX,114.2,8.5,brian thomas,50.0
2024,Justin Herbert,QB,LAC,114.6,12.7,justin herbert,15.0
2024,Mike Williams,WR,PIT,116.1,8.1,mike williams,51.0
2024,J.K. Dobbins,RB,LAC,116.2,7.6,j k dobbins,43.0
2024,Caleb Williams,QB,CHI,116.7,13.3,caleb williams,16.0
2024,Khalil Shakir,WR,BUF,117.4,9.7,khalil shakir,52.0
2024,Dalton Schultz,TE,HOU,117.9,16.1,dalton schultz,12.0
2024,T.J. Hockenson,TE,MIN,118.7,9.9,t j hockenson,13.0
2024,Rico Dowdle,RB,DAL,118.9,9.5,rico dowdle,44.0
2024,Brock Bowers,TE,LV,121.7,10.0,brock bowers,14.0
2024,Curtis Samuel,WR,BUF,122.6,8.6,curtis samuel,53.0
2024,Matthew Stafford,QB,LAR,123.1,11.3,matthew stafford,17.0
2024,Tyler Allgeier,RB,ATL,125.1,10.4,tyler allgeier,45.0
2024,Jaleel McLaughlin,RB,DEN,126.6,8.6,jaleel mclaughlin,46.0
2024,Trevor Lawrence,QB,JAX,126.7,11.0,trevor lawrence,18.0
2024,Elijah Mitchell,RB,SF,129.8,14.5,elijah mitchell,47.0
2024,Kirk Cousins,QB,ATL,130.1,10.8,kirk cousins,19.0
2024,Ty Chandler,RB,MIN,130.3,7.1,ty chandler,48.0
2024,Aaron Rodgers,QB,NYJ,130.4,13.6,aaron rodgers,20.0
2024,Joshua Palmer,WR,LAC,130.5,8.1,joshua palmer,54.0
2024,Zach Charbonnet,RB,SEA,130.7,6.7,zach charbonnet,49.0
2024,Jakobi Meyers,WR,LV,131.7,13.8,jakobi meyers,55.0
2024,Jerry Jeudy,WR,CLE,132.9,8.2,jerry jeudy,56.0
2024,Jordan Addison,WR,MIN,134.1,9.7,jordan addison,57.0
2024,Justin Fields,QB,PIT,134.7,55.4,justin fields,21.0
2024,Brandin Cooks,WR,DAL,135.1,9.4,brandin cooks,58.0
2024,Pat Freiermuth,TE,PIT,135.5,11.6,pat freiermuth,15.0
2024,Khalil Herbert,RB,CIN,136.4,9.8,khalil herbert,50.0
2024,Cole Kmet,TE,CHI,137.1,13.8,cole kmet,16.0
2024,Rashid Shaheed,WR,NO,139.8,7.7,rashid shaheed,59.0
2024,Xavier Legette,WR,CAR,141.3,11.9,xavier legette,60.0
2024,Kimani Vidal,RB,LAC,143.9,14.2,kimani vidal,51.0
2024,Ray Davis,RB,BUF,147.7,13.2,ray davis,52.0
2024,Jordan Mason,RB,SF,149.1,18.1,jordan mason,53.0
2024,Deshaun Watson,QB,CLE,149.3,13.2,deshaun watson,22.0
2024,Dameon Pierce,RB,HOU,151.4,16.3,dameon pierce,54.0
2024,Luke Musgrave,TE,GB,151.7,19.6,luke musgrave,17.0
2024,Isaiah Likely,TE,BAL,152.0,22.8,isaiah likely,18.0
2024,Jahan Dotson,WR,PHI,152.0,12.7,jahan dotson,61.0
2024,Quentin Johnston,WR,LAC,152.2,19.5,quentin johnston,62.0
2024,Bucky Irving,RB,TB,152.9,13.2,bucky irving,55.0
2024,Josh Downs,WR,IND,155.9,13.6,josh downs,63.0
2024,Taysom Hill,TE,NO,155.9,15.0,taysom hill,19.0
2024,Baker Mayfield,QB,TB,156.0,14.3,baker mayfield,23.0
2024,Jaylen Wright,RB,MIA,156.6,14.3,jaylen wright,56.0
2024,Antonio Gibson,RB,NE,158.6,12.6,antonio gibson,57.0
2024,Adam Thielen,WR,CAR,159.0,13.9,adam thielen,64.0
2024,MarShawn Lloyd,RB,GB,159.1,14.1,marshawn lloyd,58.0
2024,Geno Smith,QB,SEA,159.8,13.4,geno smith,24.0
2024,Dontayvion Wicks,WR,GB,160.0,17.6,dontayvion wicks,65.0
2024,Will Levis,QB,TEN,160.0,10.7,will levis,25.0
2024,Alexander Mattison,RB,LV,160.7,11.1,alexander mattison,59.0
2024,Adonai Mitchell,WR,IND,160.9,14.9,adonai mitchell,66.0
2024,Darnell Mooney,WR,ATL,161.8,14.4,darnell mooney,67.0
2024,Ricky Pearsall,WR,SF,162.7,15.7,ricky pearsall,68.0
2024,Ja'Lynn Polk,WR,NE,163.4,15.0,ja lynn polk,69.0
2024,Dawson Knox,TE,BUF,165.9,19.5,dawson knox,20.0
2024,Rashod Bateman,WR,BAL,169.6,9.7,rashod bateman,70.0
2024,Gabe Davis,WR,JAX,169.6,9.4,gabe davis,71.0
2024,Michael Wilson,WR,ARI,170.2,22.3,michael wilson,72.0
2024,Tyrone Tracy Jr.,RB,NYG,174.0,15.7,tyrone tracy,60.0
2024,Bo Nix,QB,DEN,177.5,21.3,bo nix,26.0
2025,Ja'Marr Chase,WR,CIN,1.0,,ja marr chase,1.0
2025,Bijan Robinson,RB,ATL,2.2,,bijan robinson,1.0
2025,Saquon Barkley,RB,PHI,3.7,,saquon barkley,2.0
2025,Jahmyr Gibbs,RB,DET,4.2,,jahmyr gibbs,3.0
2025,CeeDee Lamb,WR,DAL,5.0,,ceedee lamb,2.0
