full_name,position,team,age,bye_week,status,years_exp,player_id,espn_id,yahoo_id,sportradar_id,gsis_id,passing_yards_2024,passing_tds_2024,rushing_yards_2024,rushing_tds_2024,carries_2024,receptions_2024,receiving_yards_2024,receiving_tds_2024,targets_2024,passing_yards_2025,passing_tds_2025,rushing_yards_2025,rushing_tds_2025,carries_2025,receptions_2025,receiving_yards_2025,receiving_tds_2025,targets_2025,snap_share_2024,target_share_2024,snap_share_2025,target_share_2025,adp,adp_rank,ecr_rank,ecr_tier,sos_season,proj_points,custom_proj_points,bonus_points,total_points,fp_total_points,vols,games,wk_mean,wk_std,boom_rate,bust_rate,consistency,is_rookie,draft_pick,availability,floor,ceiling,p10,p90,P_pos1,P_pos2,P_pos3,p_elite,p_startable,p_bust,floor_healthy,ceiling_healthy,xppg,xppg_diff,switched_team,regression
Brandon Aubrey,K,DAL,31.0,14.0,Active,3.0,11533,,,110e6fe0-1c34-11ee-8294-af17faac15de,00-0037692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,83.4,83.4,193.0,10.0,2 out of 5 stars,153.0,42.8,135.13507565337002,177.93507565337,177.93507565337,26.30563961485558,34.0,11.723529411764709,6.481117506686047,0.3529411764705882,0.088235294117647,0.5528298926927385,False,,0.988,140.47235273966297,219.39472265537896,118.60692239484418,244.16153391849707,0.7006,0.21805,0.08135,0.2769,0.7006,0.2994,141.261220968245,211.60967742926445,,,False,
Aaron Shampklin,RB,,25.0,,Active,3.0,8809,,,c09be300-d30d-11ec-8b77-45b1765fd110,00-0037609,0.0,0.0,17.0,0.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.1466666666666666,0.0,,,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,
Parker Washington,WR,JAX,24.0,7.0,Active,3.0,9487,,,c05863ec-3414-4ae6-a8d2-830aed99b6d3,00-0038606,0.0,0.0,0.0,0.0,0.0,32.0,390.0,3.0,51.0,0.0,0.0,0.0,0.0,7.0,58.0,847.0,5.0,95.0,0.5529411764705883,0.0977011494252873,0.61375,0.1736745886654479,105.9,105.9,95.0,7.0,4 out of 5 stars,178.7,178.86,19.674409579815276,192.28511557369677,198.5344095798153,-18.878739752792995,30.0,8.723333333333333,7.271279512377888,0.0666666666666666,0.4,0.8335436964896319,False,,0.8150588235294117,125.06006144402257,249.57367631913684,92.70184139982422,289.2671802913054,0.09465,0.15095,0.169,0.01355,0.3303,0.6697,145.0692520324704,234.28449795375343,10.374285714285715,-0.1028571428571432,False,Sustainable
CeeDee Lamb,WR,DAL,27.0,14.0,Active,6.0,6786,4241389.0,32687.0,a72ea15b-5199-4101-a300-846e1c655add,00-0036358,0.0,0.0,70.0,0.0,14.0,101.0,1194.0,6.0,152.0,0.0,0.0,2.0,0.0,1.0,75.0,1077.0,3.0,117.0,0.8019999999999999,0.2443729903536977,0.7285714285714285,0.1927512355848435,11.2,11.2,7.0,2.0,2 out of 5 stars,273.5,273.17,33.06114854632869,300.08231137615405,306.2311485463287,88.91845604966429,28.0,16.58214285714286,7.244617597015326,0.25,0.0714285714285714,0.4368927260745834,False,,0.8974117647058824,230.86618785807147,369.7167890228114,188.38644206941603,413.53206292178504,0.51865,0.26155,0.1026,0.13735,0.8438,0.1562,241.5629629835014,352.2080466776684,17.30142857142857,-0.7192857142857108,False,Sustainable
Bucky Irving,RB,TB,23.0,10.0,Active,2.0,11584,,,c5249c6f-bd1b-4352-8228-de2bd499ca0d,00-0039361,0.0,0.0,1122.0,8.0,207.0,47.0,392.0,0.0,52.0,0.0,0.0,588.0,1.0,173.0,30.0,277.0,3.0,35.0,0.4441176470588235,0.0923623445825932,0.616,0.0646950092421441,54.7,54.7,56.0,6.0,2 out of 5 stars,228.6,228.81000000000003,51.640745102641986,254.39864691131885,280.45074510264203,46.045393937873655,27.0,14.32962962962963,6.868815529669346,0.1481481481481481,0.074074074074074,0.4793435494987654,False,,0.8270588235294117,177.71471368367648,323.28755699675577,133.21925304041125,366.23084027155414,0.2604,0.35445,0.2237,0.0289,0.74825,0.25175,203.88075010001575,299.89802901783855,13.4575,0.7996428571428567,False,Sustainable
Kendall Milton,RB,CIN,24.0,6.0,Active,2.0,11649,,,d0dd8a70-072c-11ef-a49f-41e71daeb2e1,00-0039266,,,,,,,,,,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.04,,0.06,0.0,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Jerry Jeudy,WR,CLE,27.0,11.0,Active,6.0,6783,4241463.0,32685.0,eaaa4a61-c2a7-4926-8e9b-3ec71be2f991,00-0036407,0.0,0.0,0.0,0.0,0.0,90.0,1229.0,4.0,145.0,0.0,0.0,5.0,0.0,1.0,50.0,602.0,2.0,106.0,0.8970588235294118,0.2287066246056782,0.8452941176470588,0.2030651340996168,167.1,167.1,148.0,9.0,3 out of 5 stars,144.7,145.07999999999998,18.005093879508777,150.22533737288083,163.08509387950875,-60.93851795360894,34.0,10.576470588235296,8.156241663589077,0.1176470588235294,0.4117647058823529,0.7711685666352296,False,,0.9562352941176472,113.26376852990995,188.1938730573251,93.50569543081345,213.51022453872272,0.00785,0.043,0.0997,0.00025,0.0914,0.9086,115.32375349991956,182.3414184724792,11.25,-0.6147058823529399,False,Sustainable
Jacob Cowing,WR,SF,25.0,8.0,Active,2.0,11616,,,9c145f4f-c9b1-4c2c-b011-8dc40167d0f1,00-0039365,0.0,0.0,7.0,0.0,1.0,4.0,80.0,0.0,6.0,,,,,,,,,,0.104,0.0116959064327485,,,170.0,170.0,,,,0.0,0.0,0.0,0.0,0.0,-211.16385532648977,15.0,0.8466666666666666,2.2478137526642783,0.0,0.9333333333333332,2.6548981330680457,False,,0.907450980392157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,False,
Dante Pettis,WR,,30.0,,Active,8.0,4992,3127306.0,31014.0,20d16690-560b-4a01-af20-8870ef07ea70,00-0034860,0.0,0.0,0.0,0.0,0.0,12.0,120.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,9.0,127.0,0.0,11.0,0.3075,0.0541586073500967,0.2224999999999999,0.0194690265486725,170.0,170.0,,,,,,,,,,16.0,3.23125,3.721239712783899,0.0,0.8125,1.1516409169157136,False,,,,,,,,,,,,,,,5.0425,-0.7341666666666669,True,Sustainable
Kayshon Boutte,WR,NE,24.0,11.0,Active,3.0,9504,,,9c054866-5e6c-460b-9af3-ebf91e7d0a3e,00-0038608,0.0,0.0,0.0,0.0,0.0,43.0,589.0,3.0,68.0,0.0,0.0,0.0,0.0,0.0,33.0,551.0,6.0,46.0,0.7806666666666666,0.136,0.6749999999999999,0.0954356846473029,170.8,170.8,168.0,10.0,2 out of 5 stars,100.6,100.35,10.084156803520342,110.43415680352034,110.43415680352034,-100.72969852296944,29.0,8.413793103448276,7.007940605277245,0.1034482758620689,0.4827586206896552,0.8329109735780332,False,,0.7444705882352942,62.3776120841809,149.3248158982821,42.867735219476465,175.9824049526667,0.00285,0.01295,0.03635,0.0002,0.03065,0.96935,82.89711051563695,134.05950093032516,7.046969696969697,1.371212121212121,False,TD-lucky
John Ross,WR,,29.0,,Active,7.0,4038,3052177.0,30122.0,938b363a-6967-4cef-bcd2-bb358a9f6c98,00-0033460,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,,,,,,,,,,0.21,0.0047846889952153,,,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Omarion Hampton,RB,LAC,23.0,7.0,Active,1.0,12507,,,3e1b7908-79ee-4a23-97b9-5190725a2e5e,00-0040666,,,,,,,,,,0.0,0.0,545.0,4.0,124.0,32.0,192.0,1.0,35.0,,,0.6344444444444445,0.0643382352941176,20.4,20.4,24.0,4.0,3 out of 5 stars,263.8,264.25000000000006,56.882153425371,304.1489108743036,321.13215342537103,95.79565790085844,9.0,15.077777777777776,8.07508169893311,0.3333333333333333,0.1111111111111111,0.5355617928548121,False,,,222.46170617461476,381.922277283111,174.28165121203992,432.0321313302747,0.4766,0.32105,0.1135,0.09615,0.87205,0.12795,241.58479588210335,361.089577474733,13.403,0.15699999999999825,False,Sustainable
Jaleel McLaughlin,RB,DEN,25.0,10.0,Active,3.0,11439,,,60b4ded0-f321-11ed-ab27-e38fa04fd6c0,00-0038794,0.0,0.0,496.0,1.0,113.0,24.0,76.0,2.0,27.0,0.0,0.0,187.0,1.0,37.0,4.0,27.0,0.0,6.0,0.281875,0.0491803278688524,0.16,0.0102739726027397,170.0,170.0,292.0,12.0,2 out of 5 stars,,,,,,,24.0,5.441666666666667,3.442309218188161,0.0,0.5833333333333334,0.632583623556783,False,,0.8263529411764706,,,,,,,,,,,,,5.4292592592592595,-0.47370370370370374,False,Sustainable
Adam Randall,RB,BAL,21.0,13.0,Active,0.0,13302,,,4fa0fbdb-05a1-4ca0-89dd-f999978b5827,RAN022436,,,,,,,,,,,,,,,,,,,,,,,170.1,170.1,309.0,13.0,3 out of 5 stars,66.0,66.19,12.13474457646396,78.32474457646396,78.32474457646396,-130.02850839698124,,,,,,,True,174.0,,43.212503452821416,97.54598159267076,32.24261141362767,117.7672373976136,0.0003,0.00295,0.01885,5e-05,0.00825,0.99175,47.67353288040131,93.83443661049672,,,False,
Devontez Walker,WR,BAL,25.0,13.0,Active,2.0,11629,,,b5d1ed29-c72a-45ff-ae60-337e13728b2f,00-0039792,0.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,136.0,3.0,8.0,0.1,0.0065645514223194,0.2466666666666666,0.0196560196560196,170.0,170.0,430.0,15.0,4 out of 5 stars,35.0,35.239999999999995,3.709462211299911,38.9494622112999,38.9494622112999,-172.21439311518986,11.0,4.245454545454546,5.951699528095086,0.0,0.7272727272727273,1.40189924644638,False,,,24.41879100691254,51.92220498801738,18.32334809890357,61.79801014679196,0.0,0.0,0.0001,0.0,5e-05,0.99995,25.828118304570452,50.28650367947777,,,False,
Behren Morton,QB,NE,24.0,11.0,Active,0.0,13295,,,0fe9c501-799c-45f7-a48f-2b4d9d6e9452,MOR767384,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,,,,9.8,11.84,0.6805354035538611,12.52053540355386,12.52053540355386,-350.1132350908853,,,,,,,True,234.0,,7.288137699369973,15.432202143536308,5.596921360195491,18.622349688398103,0.0,0.0,0.00285,0.0,0.0,1.0,7.621792379588413,15.06050528930568,,,False,
Oronde Gadsden,TE,LAC,23.0,7.0,Active,1.0,12493,,,6af50530-145a-4b34-946d-ce1a7f7d3166,00-0040189,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,49.0,664.0,3.0,69.0,,,0.626,0.1268382352941176,168.3,168.3,147.0,9.0,4 out of 5 stars,122.1,122.09,14.149904879275915,152.14702130203025,136.2399048792759,-24.52529148510277,15.0,8.893333333333334,7.619286305785064,0.1333333333333333,0.3333333333333333,0.8567413387314539,False,,0.9007843137254902,109.70792300452275,194.07904431420965,87.8873436075974,222.3055646090276,0.2539,0.4084,0.24115,0.02935,0.2539,0.7461,114.64058515945082,186.3240333590875,7.884375,0.703125,False,Sustainable
LaJohntay Wester,WR,BAL,24.0,13.0,Active,1.0,12699,,,f4e1d4de-95e9-452e-95ab-3555989d90bb,00-0040075,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0617647058823529,0.0,170.0,170.0,,,,0.0,0.0,0.0,0.0,0.0,-211.16385532648977,14.0,0.0,0.0,0.0,1.0,,False,,0.8878431372549019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,False,
Kyle Pitts,TE,ATL,25.0,11.0,Active,5.0,7553,,,1f3deb24-9ff8-4769-8f42-825eff7742f6,00-0036970,0.0,0.0,0.0,0.0,0.0,47.0,602.0,4.0,74.0,0.0,0.0,0.0,0.0,0.0,88.0,928.0,5.0,118.0,0.62,0.137291280148423,0.88,0.2273603082851637,68.5,68.5,80.0,7.0,3 out of 5 stars,195.8,195.71000000000004,23.943338471794508,201.7463893362497,219.65333847179457,25.074076549116683,34.0,10.058823529411764,8.723882845803717,0.2058823529411764,0.2647058823529412,0.8672865987056326,False,,0.964,148.38667358912514,254.75585650283745,121.0400560056581,290.1927375154952,0.58985,0.288,0.06625,0.15715,0.58985,0.41015,151.3858212640765,246.0176752930292,9.415588235294118,0.6432352941176465,False,Sustainable
E.J. Jenkins,TE,PHI,27.0,10.0,Active,3.0,11304,,,626a1dd0-ebab-11ed-bb4c-e536974648f2,00-0038498,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16875,0.0047846889952153,0.095,0.0,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Joe Flacco,QB,CIN,41.0,6.0,Active,18.0,19,11252.0,8795.0,64797df2-efd3-4b27-86ee-1d48f7edb09f,00-0026158,1761.0,12.0,26.0,0.0,9.0,0.0,0.0,0.0,0.0,2479.0,15.0,35.0,1.0,21.0,0.0,0.0,0.0,0.0,0.8525,,0.7784615384615384,,169.8,169.8,420.0,15.0,3 out of 5 stars,10.3,12.028,0.8874594025296524,12.915459402529653,12.915459402529653,-349.7183110919095,20.0,15.485,11.539223498458137,0.2,0.4,0.7451871810434701,False,,,9.661181062510275,16.20906729797072,7.952479133531664,18.42201490893233,0.0,0.0,0.0006,0.0,0.0,1.0,9.903889130968512,15.586909988445074,14.405000000000001,-1.554000000000002,False,Sustainable
Mo Alie-Cox,TE,IND,32.0,13.0,Active,9.0,4054,2998565.0,30112.0,8809c0dd-786b-4255-a7d0-333c9498c19a,00-0033217,0.0,0.0,0.0,0.0,0.0,12.0,147.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,13.0,117.0,1.0,20.0,0.438235294117647,0.0447154471544715,0.3905882352941176,0.0377358490566037,170.0,170.0,482.0,16.0,3 out of 5 stars,27.0,27.17,3.3112078593684253,30.48120785936843,30.48120785936843,-146.1911049277646,23.0,2.756521739130435,3.4134528089679783,0.0,0.8260869565217391,1.2383188423700868,False,,0.7542941176470587,16.31869925561053,41.67389945480894,11.056439982132316,50.473675856015355,0.0,0.0003,0.0059,0.0,0.0,1.0,21.06207262002169,38.665680119588075,3.4795652173913045,-0.7230434782608697,False,Sustainable
Robbie Chosen,WR,,32.0,,Active,10.0,3423,2574808.0,29785.0,e81fb788-1478-4936-ae12-f6ed7ec23476,00-0032688,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,53.0,0.0,9.0,0.195,0.0070422535211267,0.3766666666666666,0.0208333333333333,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,
Jordan Matthews,TE,,32.0,,Active,11.0,1800,16763.0,27570.0,7b96a836-666b-47b6-a0a7-9dbb0b4c53e8,00-0031299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,0.115,0.0019305019305019,,,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Jake Tonges,TE,SF,27.0,8.0,Active,4.0,8698,,,8d9236c0-ce09-11ec-9598-03840dd5f387,00-0037112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,293.0,5.0,46.0,0.031875,0.0,0.3317647058823529,0.0836363636363636,170.7,170.7,307.0,13.0,3 out of 5 stars,48.0,48.32,5.97320763709819,54.29320763709819,54.29320763709819,-122.37910515003485,12.0,7.775000000000001,6.865476875445197,0.1666666666666666,0.3333333333333333,0.8830195338193179,False,,,38.7607873402777,69.23863032268514,30.84727556254682,79.57553751940348,0.0,0.00245,0.0637,0.0,0.0,1.0,40.640914470382675,66.5606581466768,8.428181818181818,1.0809090909090902,False,Sustainable
Brycen Tremayne,WR,CAR,26.0,5.0,Active,3.0,11157,,,2a3cbc30-e8ed-11ed-bd02-25f41a9e059e,00-0038840,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,160.0,0.0,18.0,0.13,0.0019841269841269,0.253125,0.0375,170.0,170.0,,,,0.0,0.0,0.0,0.0,0.0,-211.16385532648977,17.0,1.811764705882353,2.5509513796182928,0.0,0.8823529411764706,1.4079926445945123,False,,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.04,0.040000000000000036,False,Sustainable
Pierre Strong,RB,GB,27.0,11.0,Active,4.0,8116,,,8a9a3c7f-57a1-4064-9bda-2c7fad7b5c01,00-0038098,0.0,0.0,108.0,0.0,26.0,14.0,104.0,0.0,22.0,,,,,,,,,,0.1921428571428571,0.0347003154574132,,,170.0,170.0,,,,,,,,,,13.0,2.707692307692308,3.089083342584965,0.0,0.8461538461538461,1.140854643568311,False,,0.8314705882352941,,,,,,,,,,,,,3.882727272727273,-0.6827272727272726,False,Sustainable
Davis Mills,QB,HOU,27.0,8.0,Active,5.0,7585,,,7d51fab7-2d52-4d19-a021-19a123af0d10,00-0036898,212.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,915.0,5.0,60.0,1.0,13.0,0.0,0.0,0.0,0.0,0.2975,,0.705,,170.0,170.0,,,,12.7,14.800000000000002,0.868237810640967,15.668237810640967,15.668237810640967,-346.96553268379824,10.0,8.618,10.075534504707706,0.1,0.7,1.1691267700983643,False,,,10.622851326495072,20.3478118519361,8.330967540539824,23.90840757565209,0.0,0.0,0.01215,0.0,0.0,1.0,11.024370651491722,19.70008993540512,10.610000000000001,-2.7920000000000016,False,Buy-low
Ameer Abdullah,RB,JAX,33.0,7.0,Active,11.0,2359,2576336.0,28442.0,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,00-0032104,0.0,0.0,311.0,2.0,66.0,40.0,261.0,3.0,47.0,0.0,0.0,60.0,1.0,14.0,16.0,99.0,0.0,17.0,0.369375,0.0793918918918918,0.1053846153846154,0.0320754716981132,170.0,170.0,,,,,,,,,,28.0,5.896428571428571,6.309398171854848,0.0,0.6428571428571429,1.0700372429553953,False,,0.6866470588235294,,,,,,,,,,,,,6.0296,0.49439999999999973,True,Sustainable
Drew Lock,QB,SEA,29.0,11.0,Active,7.0,5854,3924327.0,31874.0,94325301-e0ad-4a9f-a0e5-ffec0f529be3,00-0035704,1071.0,6.0,133.0,2.0,18.0,0.0,0.0,0.0,0.0,15.0,0.0,-5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.6525,,0.13,,170.0,170.0,,,,10.0,10.774,0.9120366889376148,11.686036688937614,11.686036688937614,-350.94773380550157,10.0,9.424,13.195634968512213,0.1,0.7,1.4002159346893264,False,,,7.411592823805847,15.466408764429682,5.681936465847569,18.455522535655508,0.0,0.0,0.00345,0.0,0.0,1.0,7.753899955881592,15.027288749310966,6.912000000000001,1.5119999999999987,False,TD-lucky
Trey Sermon,RB,,26.0,,Active,5.0,7593,,,b7146193-fcd1-4b02-a6da-625fe467f60e,00-0036984,0.0,0.0,159.0,2.0,56.0,16.0,99.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2205882352941176,0.0386178861788617,0.005,0.0,170.0,170.0,,,,,,,,,,18.0,2.988888888888889,4.311665283430506,0.0,0.8888888888888888,1.4425645929693145,False,,0.6498823529411764,,,,,,,,,,,,,5.274285714285715,-1.4314285714285724,True,Buy-low
Audric Estime,RB,NO,22.0,8.0,Active,2.0,11579,,,3b86dd7c-0b21-448d-a662-5675e87fd0da,00-0039373,0.0,0.0,310.0,2.0,76.0,5.0,27.0,0.0,5.0,0.0,0.0,198.0,1.0,46.0,12.0,103.0,0.0,13.0,0.1661538461538461,0.0091074681238615,0.3928571428571428,0.0230088495575221,170.0,170.0,319.0,13.0,3 out of 5 stars,23.6,23.6,5.450262802617679,29.05026280261768,29.05026280261768,-179.3029901708275,18.0,5.488888888888889,4.931875778323138,0.0,0.6666666666666666,0.8985198786418672,False,,,20.01123727640444,37.41653925367565,15.363719521943557,43.29165875962451,0.0,0.0,0.0,0.0,0.0,1.0,21.741410432771698,35.53914334074699,5.3838888888888885,-0.006111111111111178,False,Sustainable
,DEF,HOU,,8.0,,,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Dak Prescott,QB,DAL,32.0,14.0,Active,10.0,3294,2577417.0,29369.0,86197778-8d4b-4eba-affe-08ef7be7c70b,00-0033077,1978.0,11.0,54.0,1.0,13.0,0.0,0.0,0.0,0.0,4552.0,30.0,177.0,2.0,53.0,0.0,0.0,0.0,0.0,0.91125,,0.9505882352941176,,97.8,97.8,83.0,7.0,2 out of 5 stars,306.0,356.4659999999999,19.981113714846757,376.44711371484664,376.44711371484664,13.813343220407432,25.0,20.491999999999997,10.16249969249692,0.36,0.2,0.4959252241116983,False,,0.8701176470588236,281.52186810720815,472.662072383264,221.3440004691549,528.9350326880844,0.5135,0.34665,0.1277,0.148,0.5135,0.4865,301.46074925553285,444.4221561981081,19.2656,-1.9735999999999976,False,Buy-low
Antonio Williams,WR,WAS,21.0,7.0,Active,0.0,13301,,,d80b6d95-5b56-4e52-9a19-05957961f506,WIL143106,,,,,,,,,,,,,,,,,,,,,,,170.2,170.2,210.0,11.0,2 out of 5 stars,126.1,126.07999999999998,14.701425871692088,140.78142587169208,140.78142587169208,-70.38242945479769,,,,,,,True,71.0,,84.224812019105,180.6401727097511,64.28731779326871,218.2153479816272,0.02455,0.0475,0.07195,0.0032,0.10335,0.89665,89.28488748195491,175.9757187856445,,,False,
Matthew Stafford,QB,LAR,38.0,11.0,Active,17.0,421,12483.0,9265.0,ade43b1a-0601-4672-83b6-d246bc066a19,00-0026498,3762.0,20.0,41.0,0.0,30.0,0.0,0.0,0.0,0.0,4707.0,46.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,,0.9852941176470588,,95.7,95.7,103.0,8.0,3 out of 5 stars,294.0,353.378,14.888392146373056,368.26639214637305,368.26639214637305,5.632621651933846,33.0,21.423030303030306,10.320116425230047,0.3333333333333333,0.2121212121212121,0.4817300017435096,False,,0.880705882352941,277.18387739361356,458.2517091512572,221.60771613576236,512.3043062551436,0.4852,0.37285,0.1294,0.12125,0.4852,0.5148,294.7893333170954,434.06138524465905,18.09078947368421,-0.4165789473684214,False,Sustainable
Johnny Wilson,WR,PHI,25.0,10.0,Active,2.0,11636,,,e8d389b5-56c8-4276-9983-0dbcc1663507,00-0039236,0.0,0.0,0.0,0.0,0.0,5.0,38.0,1.0,15.0,,,,,,,,,,0.33625,0.0358851674641148,,,170.0,170.0,,,,,,,,,,10.0,1.48,2.73081184509906,0.0,0.9,1.845143138580446,False,,,,,,,,,,,,,,,3.003,-1.5230000000000001,False,Buy-low
Khalil Shakir,WR,BUF,26.0,7.0,Active,4.0,8134,,,0ce9ddce-bdf6-469c-8a32-9cf0ed3714a4,00-0037261,0.0,0.0,4.0,0.0,2.0,76.0,821.0,4.0,100.0,0.0,0.0,5.0,0.0,1.0,72.0,719.0,4.0,95.0,0.6133333333333333,0.202020202020202,0.5975,0.1983298538622129,134.9,134.9,114.0,8.0,4 out of 5 stars,173.8,173.36,23.696538085569266,188.32676067153392,197.0565380855693,-22.83709465495585,31.0,11.319354838709677,5.743310273981878,0.064516129032258,0.1935483870967742,0.5073884824549394,False,,0.9209411764705882,146.08708735664018,232.7086578408781,119.96288067247455,259.3067676761714,0.0382,0.14425,0.2266,0.00175,0.29155,0.70845,150.480172763382,223.48400771142357,10.411111111111111,1.136111111111111,False,TD-lucky
Noah Gray,TE,KC,27.0,5.0,Active,5.0,7828,,,c97dfcb6-b999-476f-8487-f3848e92df17,00-0036637,0.0,0.0,-4.0,0.0,1.0,40.0,437.0,5.0,49.0,0.0,0.0,0.0,0.0,0.0,21.0,178.0,0.0,37.0,0.5635294117647058,0.0856643356643356,0.52125,0.0673952641165755,169.9,169.9,335.0,13.0,4 out of 5 stars,50.8,50.93,6.30417045260614,57.234170452606136,57.234170452606136,-119.43814233452687,30.0,5.069999999999999,5.177814077454854,0.0666666666666666,0.5,1.021265104034488,False,,0.9051764705882354,39.71363128413208,73.88327378559205,31.4494422752797,85.90371225800607,0.0002,0.00765,0.0924,0.0,0.0002,0.9998,41.73128495927889,71.1546996029258,4.908709677419354,0.1751612903225812,False,Sustainable
,DEF,NE,,11.0,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Joe Milton,QB,DAL,26.0,14.0,Active,2.0,11557,,,74043480-24ef-4c26-99d4-18f43d5b41d3,00-0039398,241.0,1.0,16.0,1.0,10.0,0.0,0.0,0.0,0.0,183.0,1.0,50.0,0.0,5.0,0.0,0.0,0.0,0.0,0.95,,0.21,,169.9,169.9,413.0,15.0,2 out of 5 stars,12.2,13.93,1.040384339494921,14.97038433949492,14.97038433949492,-347.6633861549443,,,,,,,True,,,9.31729787645868,19.90247346531641,7.089845669695723,24.02888770225732,0.0,0.0,0.01605,0.0,0.0,1.0,9.793579288750925,19.33943046799893,,,False,
Justice Hill,RB,BAL,28.0,13.0,Active,7.0,5995,4038441.0,31945.0,528e71ec-8fb3-4928-ace5-fc5ffbf26eb3,00-0034975,0.0,0.0,228.0,1.0,47.0,42.0,383.0,3.0,51.0,0.0,0.0,93.0,2.0,18.0,21.0,169.0,1.0,27.0,0.4173333333333333,0.111597374179431,0.371,0.0663390663390663,170.2,170.2,248.0,12.0,3 out of 5 stars,116.0,115.95,20.292215411700965,136.24221541170095,136.24221541170095,-72.11103756174424,25.0,7.692,7.100640816151737,0.08,0.48,0.923120230908962,False,,0.7763529411764706,81.67745102630131,180.38176208568345,58.367063039507286,213.19509540211743,0.0124,0.06595,0.19555,0.00055,0.154,0.846,101.39128446198416,167.25188636145583,6.829615384615384,1.3242307692307689,False,TD-lucky
Jamaal Pritchett,WR,NYJ,23.0,13.0,Active,1.0,12925,,,d9981370-2502-11f0-8ac8-c31e8098aeb4,00-0040405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Colston Loveland,TE,CHI,22.0,10.0,Active,1.0,12517,,,62cd2cd5-8b40-4ee6-bfb8-0083edd105a2,00-0040126,,,,,,,,,,0.0,0.0,-2.0,0.0,1.0,58.0,713.0,6.0,82.0,,,0.645,0.1541353383458646,43.5,43.5,38.0,5.0,2 out of 5 stars,207.7,207.83,24.91354992553802,222.47989869584285,232.74354992553805,45.807585908709825,16.0,10.31875,8.500056372362087,0.1875,0.1875,0.8237486490478098,False,,0.9203921568627452,163.3708336722813,281.4163465459843,130.78835089077805,323.3280610379459,0.70065,0.20395,0.0409,0.25185,0.70065,0.29935,168.86101920262192,270.542542614157,10.973333333333334,0.04888888888888765,False,Sustainable
