full_name,position,team,age,bye_week,status,years_exp,player_id,espn_id,yahoo_id,sportradar_id,gsis_id,passing_yards_2024,passing_tds_2024,rushing_yards_2024,rushing_tds_2024,carries_2024,receptions_2024,receiving_yards_2024,receiving_tds_2024,targets_2024,passing_yards_2025,passing_tds_2025,rushing_yards_2025,rushing_tds_2025,carries_2025,receptions_2025,receiving_yards_2025,receiving_tds_2025,targets_2025,snap_share_2024,target_share_2024,snap_share_2025,target_share_2025,adp,adp_rank,ecr_rank,ecr_tier,sos_season,proj_points,custom_proj_points,bonus_points,total_points,fp_total_points,vols,games,wk_mean,wk_std,boom_rate,bust_rate,consistency,is_rookie,draft_pick,availability,floor,ceiling,p10,p90,P_pos1,P_pos2,P_pos3,p_elite,p_startable,p_bust,floor_healthy,ceiling_healthy,xppg,xppg_diff,switched_team,regression
Kyle Trask,QB,,27.0,,Active,5.0,7605,,,13038760-a019-4e2a-9aea-f13d7dce5bda,00-0036928,5.0,0.0,-4.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.065,,,,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,
Nico Collins,WR,HOU,27.0,8.0,Active,5.0,7569,,,bd56a50c-5fae-4ee2-8363-f74ae07b6887,00-0036554,0.0,0.0,0.0,0.0,0.0,68.0,1006.0,7.0,99.0,0.0,0.0,15.0,1.0,2.0,71.0,1117.0,6.0,120.0,0.6625,0.1809872029250457,0.772,0.2169981916817359,23.7,23.7,12.0,3.0,3 out of 5 stars,248.7,249.30000000000004,28.941083352366935,265.1828375632667,278.24108335236696,54.01898223677691,27.0,16.177777777777777,6.764462189852843,0.2962962962962963,0.037037037037037,0.4181329650321125,False,,0.8621176470588235,198.47729780025105,332.697061624925,158.28139132068864,371.00934677967336,0.34775,0.2853,0.1662,0.0637,0.72995,0.27005,214.14943944502585,311.64409815446686,14.833,1.1736666666666675,False,Sustainable
Anthony Smith,WR,DAL,24.0,14.0,Active,0.0,13582,,,c5491a6f-51bc-4207-bf5f-89e3693c2ddd,SMI038569,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,,,,,,,,,,,,,,,,True,218.0,,,,,,,,,,,,,,,,False,
Craig Reynolds,RB,,29.0,,Active,7.0,6659,4421446.0,32596.0,0deb1dc9-0945-470d-8352-220d26d03d7d,00-0035567,0.0,0.0,139.0,0.0,31.0,3.0,40.0,0.0,5.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0852941176470588,0.0095785440613026,0.0085714285714285,0.0,170.0,170.0,,,,,,,,,,13.0,1.6384615384615384,2.4931701578306753,0.0,0.9230769230769232,1.5216531479717736,False,,,,,,,,,,,,,,,3.19125,-0.52875,True,Sustainable
Bryce Young,QB,CAR,24.0,5.0,Active,3.0,9228,,,38475bfa-9773-4c3b-9157-a0dbd576fa22,00-0039150,2403.0,15.0,249.0,6.0,43.0,0.0,0.0,0.0,0.0,3011.0,23.0,216.0,2.0,54.0,0.0,0.0,0.0,0.0,0.8671428571428572,,0.9675,,168.6,168.6,154.0,9.0,2 out of 5 stars,248.6,280.074,17.502889575107375,297.5768895751074,297.5768895751074,-65.05688091933183,30.0,16.63533333333333,10.27054668434949,0.2,0.3333333333333333,0.6173935008425535,False,,0.9171764705882351,227.2926738060044,371.53702074611925,187.4906248959936,418.35251705376527,0.21035,0.49725,0.27585,0.02775,0.21035,0.78965,233.52761154482693,356.1747141295716,14.337419354838708,-0.1445161290322563,False,Sustainable
Terrance Ferguson,TE,LAR,23.0,11.0,Active,1.0,12487,,,fdfc7b8e-a202-4459-91f8-be6e053e5d29,00-0040737,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,11.0,231.0,3.0,25.0,,,0.3671428571428571,0.0430292598967297,168.4,168.4,241.0,11.0,4 out of 5 stars,109.3,109.24,11.35760779892373,120.59760779892372,120.59760779892372,-56.074704988209305,11.0,4.736363636363636,5.202551821418548,0.0,0.5454545454545454,1.0984274479002694,False,,,82.38456868706548,155.75453946651913,64.27175959625116,180.9713583214088,0.095,0.2886,0.3861,0.00795,0.095,0.905,86.5184498650854,150.37705904849378,5.594615384615385,-1.3638461538461542,False,Buy-low
,DEF,DAL,,14.0,,,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Ronnie Bell,WR,NO,26.0,8.0,Active,3.0,10221,,,ba06804a-b84c-408a-8ef6-5226d8424479,00-0038647,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,1.0,4.0,0.19,0.0116959064327485,0.285,0.0070796460176991,170.0,170.0,470.0,15.0,3 out of 5 stars,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Josh Oliver,TE,MIN,29.0,6.0,Active,7.0,5973,3921690.0,31901.0,dc83f7af-7b30-4c4a-9c93-f67bd8db954b,00-0035249,0.0,0.0,0.0,0.0,0.0,22.0,258.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,15.0,160.0,4.0,19.0,0.5546666666666666,0.0541586073500967,0.458,0.0405982905982906,170.0,170.0,425.0,15.0,4 out of 5 stars,52.1,52.16,5.735489165994752,57.895489165994746,57.895489165994746,-118.77682362113828,24.0,5.033333333333333,5.017938834315094,0.0833333333333333,0.5833333333333334,0.9969414902612772,False,,,40.42752975381995,74.89199498279412,31.73582590115928,86.54636283477727,0.00015,0.0072,0.09635,0.0,0.00015,0.99985,42.29516628057386,72.03713176617265,3.7229166666666664,1.3729166666666668,False,TD-lucky
Jordan Mason,RB,MIN,27.0,6.0,Active,4.0,8408,,,af9f7390-ca80-11ec-97ae-e1573849d1a6,00-0037525,0.0,0.0,789.0,3.0,153.0,11.0,91.0,0.0,14.0,0.0,0.0,758.0,6.0,159.0,14.0,51.0,0.0,16.0,0.4866666666666666,0.0272904483430799,0.4275,0.0341880341880341,150.4,150.4,128.0,9.0,4 out of 5 stars,132.1,132.16,30.250171152669804,162.6190825411077,162.4101711526698,-45.73417043233749,28.0,8.85357142857143,6.643820974624253,0.1071428571428571,0.4285714285714285,0.7504114049595767,False,,0.8366470588235294,111.80516833804371,210.2395046841635,84.52338972724061,241.12518303798257,0.02095,0.1285,0.30805,0.0008,0.2846,0.7154,124.80928223011728,197.8985211303092,8.469285714285714,0.237857142857143,False,Sustainable
Luke McCaffrey,WR,WAS,25.0,7.0,Active,2.0,11650,,,5cfd82f8-9e73-48d7-914e-9051ff52d67d,00-0039355,0.0,0.0,0.0,0.0,0.0,18.0,168.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,11.0,203.0,3.0,15.0,0.3658823529411764,0.0476190476190476,0.3166666666666666,0.0347222222222222,170.0,170.0,333.0,13.0,2 out of 5 stars,42.9,42.900000000000006,4.184709456429535,47.08470945642954,47.08470945642954,-164.07914587006022,22.0,3.822727272727273,3.898953683597669,0.0,0.8181818181818182,1.0199403215118752,False,,,32.663707572022936,60.765294513372496,25.845091318406844,70.40052828671644,0.0,0.0,0.0,0.0,0.0,1.0,34.12013486608873,58.75339174662101,3.5865,0.6185,False,Sustainable
Jake Elliott,K,PHI,31.0,10.0,Active,9.0,4195,3050478.0,30266.0,059e5bb7-1842-4558-9aaf-77c352a21216,00-0033787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,169.2,169.2,374.0,14.0,5 out of 5 stars,119.8,35.900000000000006,99.81568088033012,135.71568088033013,135.71568088033013,-15.9137551581843,34.0,7.294117647058823,4.674426957358425,0.1470588235294117,0.3235294117647059,0.6408488570572034,False,,0.988,105.47365117753073,168.59817510489788,88.085518658196,188.4989464295136,0.30835,0.4623,0.22935,0.05265,0.30835,0.69165,106.46408249201824,162.85101851443184,,,False,
Caleb Douglas,WR,MIA,22.0,6.0,Active,0.0,13296,,,9e86188e-bdd6-4ba4-af4b-9cfe7f38e159,DOU210628,,,,,,,,,,,,,,,,,,,,,,,170.2,170.2,347.0,14.0,3 out of 5 stars,91.8,91.55,10.971625663176912,102.5216256631769,102.5216256631769,-108.64222966331286,,,,,,,True,75.0,,61.451731141198024,132.1009676105741,47.27157071967675,159.03937866330375,0.00315,0.00955,0.02085,0.00015,0.02185,0.97815,64.94605662165277,128.6045635180836,,,False,
Rico Dowdle,RB,PIT,28.0,9.0,Active,6.0,7021,4038815.0,33100.0,bba755a2-63b6-4ac1-b806-0609816135de,00-0036139,0.0,0.0,1079.0,2.0,235.0,39.0,249.0,3.0,49.0,0.0,0.0,1076.0,6.0,236.0,39.0,297.0,1.0,50.0,0.575,0.0787781350482315,0.5605882352941176,0.1041666666666666,101.3,101.3,88.0,7.0,2 out of 5 stars,184.5,184.53,40.62633798931317,215.92581884939472,225.15633798931316,7.572565875949522,33.0,12.73030303030303,7.746994774123902,0.1515151515151515,0.2121212121212121,0.608547554263482,False,,0.8704705882352941,157.8169434633232,272.08111065459525,125.0936611882442,307.40559834380787,0.10585,0.32325,0.3415,0.00635,0.6182,0.3818,169.7383300711596,258.5735342768673,12.04264705882353,0.2102941176470594,True,Sustainable
Mason Tipton,WR,NO,25.0,8.0,Active,2.0,11895,,,91918b20-0572-11ef-96c1-f73e6ad39631,00-0039623,0.0,0.0,0.0,0.0,0.0,14.0,99.0,0.0,26.0,0.0,0.0,18.0,0.0,4.0,11.0,76.0,0.0,17.0,0.4909090909090909,0.0502901353965183,0.3021428571428571,0.0300884955752212,170.0,170.0,,,,11.1,11.61,1.7278630133888435,13.337863013388844,13.337863013388844,-197.82599231310093,17.0,2.6058823529411765,3.1554458061095136,0.0,0.8235294117647058,1.210893424466405,False,,,8.841675055195813,17.420435874091105,6.874637635460571,20.524535688455693,0.0,0.0,0.0,0.0,0.0,1.0,9.252540620614631,16.908099839961288,4.494666666666666,-1.5413333333333332,False,Buy-low
Roman Wilson,WR,PIT,25.0,9.0,Active,2.0,11630,,,43563ab6-46b9-44d3-aaf2-bc1eb4d1f8d1,00-0039739,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,12.0,166.0,2.0,21.0,0.07,,0.3307692307692307,0.0402298850574712,170.0,170.0,480.0,16.0,3 out of 5 stars,,,,,,,9.0,4.511111111111111,5.9427359954074275,0.0,0.7777777777777778,1.3173552699179027,False,,,,,,,,,,,,,,,3.735555555555555,0.5533333333333337,False,Sustainable
Tyler Huntley,QB,BAL,28.0,13.0,Active,6.0,7083,4035671.0,32993.0,7c226f73-a59f-4db6-ad98-2766d05d4d5a,00-0035993,829.0,3.0,135.0,2.0,26.0,0.0,0.0,0.0,0.0,426.0,2.0,151.0,0.0,24.0,0.0,0.0,0.0,0.0,0.934,,0.5940000000000001,,170.0,170.0,,,,10.6,11.702000000000002,0.8759877568512365,12.577987756851238,12.577987756851238,-350.05578273758795,10.0,11.48,7.904755249566906,0.1,0.5,0.6885675304500789,False,,,9.609112146895315,15.70899256474589,7.9485993459062705,17.70808543538743,0.0,0.0,0.0005,0.0,0.0,1.0,9.761837974136585,15.12898214979798,11.011,-0.7309999999999999,False,Sustainable
Caleb Lohner,TE,DEN,24.0,10.0,Active,1.0,12735,,,88a09f4b-3cc1-4e70-bf4c-9b1503ecb89f,00-0040240,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
George Pickens,WR,DAL,25.0,14.0,Active,4.0,8137,,,018e8f25-54e5-44f1-967a-7ff237f1c52f,00-0037247,0.0,0.0,-6.0,0.0,2.0,59.0,900.0,3.0,103.0,0.0,0.0,0.0,0.0,0.0,93.0,1429.0,9.0,137.0,0.8021428571428572,0.2239130434782608,0.8111764705882354,0.2257001647446458,27.6,27.6,16.0,3.0,2 out of 5 stars,252.4,252.31000000000003,28.831396380275116,264.198925087175,281.1413963802751,53.03506976068522,31.0,14.71935483870968,8.590941716127078,0.2258064516129032,0.1612903225806451,0.5836493385928981,False,,0.932705882352941,204.3602798347258,328.47614053968226,169.29906303665211,367.8370924247718,0.33635,0.30615,0.17715,0.0604,0.748,0.252,209.1538236518924,314.99295129749237,13.81,0.9399999999999995,False,Sustainable
Alexander Mattison,RB,,27.0,,Active,7.0,5987,4048244.0,31934.0,ae4faec0-509d-4080-b5cb-d1a44d062858,00-0034972,0.0,0.0,420.0,4.0,132.0,36.0,294.0,1.0,48.0,,,,,,,,,,0.4907142857142857,0.081081081081081,,,170.0,170.0,,,,,,,,,,14.0,9.814285714285717,4.868874003908302,0.0,0.2857142857142857,0.4961006990881821,False,,0.8461764705882352,,,,,,,,,,,,,11.385714285714286,-1.5714285714285712,True,Buy-low
Treylon Burks,WR,WAS,26.0,7.0,Active,4.0,8135,,,45763342-0208-46ab-a5d2-6c6e4ff66b66,00-0037742,0.0,0.0,1.0,0.0,2.0,4.0,34.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,130.0,1.0,22.0,0.474,0.0157790927021696,0.6012500000000001,0.0509259259259259,170.0,170.0,376.0,14.0,2 out of 5 stars,44.8,44.95,5.016412926200086,49.96641292620009,49.96641292620009,-161.19744240028967,13.0,2.8076923076923075,2.756949261551477,0.0,0.8461538461538461,0.9819271342512108,False,,,35.26033619680473,64.31228005157978,28.197669206106475,74.24907189153184,0.0,0.0,0.0,0.0,0.0,1.0,36.62163813143087,61.834895419398386,4.305384615384615,-1.4976923076923079,False,Buy-low
Tommy Tremble,TE,CAR,26.0,5.0,Active,5.0,7694,,,cbee2fd3-e5f2-4316-bffd-531f1873f032,00-0037005,0.0,0.0,0.0,0.0,0.0,23.0,234.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,27.0,249.0,2.0,37.0,0.6725,0.0617760617760617,0.6011764705882353,0.0770833333333333,169.9,169.9,391.0,14.0,2 out of 5 stars,63.4,63.61,7.936447068220902,71.5464470682209,71.5464470682209,-105.12586571891212,25.0,4.8919999999999995,4.22225453204012,0.04,0.56,0.8630937309975716,False,,0.8345882352941176,47.943670754711874,92.39539218218763,36.40171834703844,107.37422411606704,0.00145,0.0324,0.2288,5e-05,0.00145,0.99855,53.78355775865872,87.82008278559395,4.209615384615384,0.6173076923076923,False,Sustainable
Tucker Kraft,TE,GB,25.0,11.0,Active,3.0,9484,,,3a084c5f-6b9f-4703-a0c7-1566bc4b1129,00-0038996,0.0,0.0,6.0,0.0,3.0,50.0,707.0,7.0,70.0,0.0,0.0,3.0,0.0,1.0,32.0,489.0,6.0,44.0,0.8576470588235294,0.1508620689655172,0.86,0.0956521739130434,108.3,108.3,68.0,6.0,2 out of 5 stars,168.4,168.5,18.481954924931618,181.655466001254,186.9819549249316,4.983153214120989,25.0,11.22,7.744083763321089,0.24,0.16,0.6902035439680114,False,,0.8228235294117647,123.08241723135396,234.47870701848473,92.20647430835588,268.14408893494937,0.45265,0.32195,0.13805,0.101,0.45265,0.54735,140.7485964025652,218.65145066325104,7.563846153846153,3.5553846153846163,False,TD-lucky
Jake Haener,QB,,27.0,,Active,3.0,10215,,,70376919-8220-4128-a089-72d5b10f2346,00-0038998,226.0,1.0,22.0,0.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.16125,,,,170.0,170.0,,,,,,,,,,8.0,1.905,3.0667945107927546,0.0,1.0,1.6098658849305798,False,,,,,,,,,,,,,,,2.23375,-0.5787500000000001,True,Sustainable
Theo Johnson,TE,NYG,25.0,8.0,Active,2.0,11597,,,a5d4bb1d-c130-47c2-808a-2dd1f85005fb,00-0039847,0.0,0.0,0.0,0.0,0.0,29.0,331.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,45.0,528.0,5.0,74.0,0.8416666666666667,0.0776173285198556,0.8673333333333333,0.147117296222664,170.1,170.1,250.0,12.0,3 out of 5 stars,76.4,76.43999999999998,8.746953994203292,85.18695399420328,85.18695399420328,-91.48535879292974,26.0,7.534615384615384,5.259273129069629,0.0769230769230769,0.2692307692307692,0.6980148103920897,False,,0.8373529411764706,59.14252535126008,108.69017799526804,44.82270154791968,124.57277199716891,0.00515,0.07655,0.3732,0.0,0.00515,0.99485,66.04120108991484,102.63038561911564,7.5436000000000005,0.29239999999999977,False,Sustainable
John Kelly,RB,,28.0,,Active,7.0,5076,3915381.0,31145.0,27156b0b-e82d-4d02-8a04-ca1891d77110,00-0034808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Braelon Allen,RB,NYJ,22.0,13.0,Active,2.0,11576,,,d7f72deb-c1e2-47a2-b651-887f0e33dc44,00-0039794,0.0,0.0,334.0,2.0,92.0,19.0,148.0,1.0,27.0,0.0,0.0,76.0,1.0,18.0,2.0,17.0,0.0,3.0,0.26,0.0458404074702886,0.2325,0.0063559322033898,170.1,170.1,164.0,10.0,3 out of 5 stars,91.4,91.66,20.187617530097636,111.84761753009764,111.84761753009764,-96.50563544334756,21.0,4.880952380952381,4.689522262194631,0.0,0.7142857142857143,0.960780170791095,False,,0.7388235294117647,61.45126539801374,152.4788910017829,41.41075461168716,181.35565211831727,0.00305,0.02935,0.11925,5e-05,0.07525,0.92475,82.48305557612333,137.87815974115608,4.950952380952381,-0.16523809523809518,False,Sustainable
Elijah Moore,WR,PHI,26.0,10.0,Active,5.0,7596,,,b1935e20-6bd6-4863-8d7e-702ec403491f,00-0036980,0.0,0.0,1.0,0.0,1.0,61.0,538.0,1.0,102.0,0.0,0.0,24.0,1.0,6.0,9.0,112.0,0.0,17.0,0.7570588235294117,0.1608832807570978,0.3144444444444444,0.0354906054279749,170.0,170.0,461.0,15.0,4 out of 5 stars,,,,,,,26.0,5.75,5.439283040989869,0.0,0.6538461538461539,0.945962267998238,False,,0.8621176470588235,,,,,,,,,,,,,7.075925925925926,-1.4870370370370365,True,Buy-low
Garrett Wilson,WR,NYJ,25.0,13.0,Active,4.0,8146,,,68d72fe0-79b2-4fdb-afd5-6c79676e77f3,00-0037740,0.0,0.0,5.0,0.0,2.0,101.0,1104.0,7.0,153.0,0.0,0.0,0.0,0.0,0.0,36.0,395.0,4.0,59.0,0.9629411764705884,0.2597623089983022,0.87,0.125,38.4,38.4,28.0,4.0,4 out of 5 stars,245.6,245.08,30.2142197249684,257.445251423068,275.2942197249684,46.28139609657822,24.0,14.725,7.79962373674414,0.25,0.125,0.5296858225293134,False,,0.8503529411764706,186.2270635806603,325.410937748431,143.67044743384648,369.611226519573,0.31205,0.2729,0.16835,0.0637,0.6785,0.3215,204.9423803972078,306.20204093223134,14.159166666666666,0.48249999999999993,False,Sustainable
Mike Boone,RB,,30.0,,Active,7.0,5209,3139033.0,31228.0,9424475a-fba7-4bfd-b79c-f372ad28082a,00-0034208,0.0,0.0,51.0,0.0,13.0,1.0,-2.0,0.0,3.0,,,,,,,,,,0.12,0.0057915057915057,,,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,
Austin Ekeler,RB,,30.0,,Active,9.0,4663,3068267.0,30423.0,e5b8c439-a48a-4f83-b63b-1a4d30e04cd3,00-0033699,0.0,0.0,367.0,4.0,77.0,35.0,366.0,0.0,41.0,0.0,0.0,43.0,0.0,14.0,5.0,38.0,0.0,7.0,0.5266666666666667,0.0813492063492063,0.495,0.0162037037037037,170.0,170.0,366.0,14.0,-,,,,,,,14.0,10.385714285714286,4.979783304345858,0.0,0.2857142857142857,0.4794839495243604,False,,0.5734117647058824,,,,,,,,,,,,,10.203529411764706,-0.04470588235294137,True,Sustainable
Keaton Mitchell,RB,LAC,24.0,7.0,Active,3.0,9511,,,16341d80-f01f-11ed-97df-a94b89ac5704,00-0038454,0.0,0.0,30.0,0.0,15.0,1.0,28.0,0.0,1.0,0.0,0.0,341.0,1.0,59.0,9.0,63.0,0.0,12.0,0.108,0.0021881838074398,0.1746153846153846,0.0294840294840294,170.5,170.5,156.0,9.0,3 out of 5 stars,70.7,70.50999999999999,16.664052026534087,104.72384168072004,87.17405202653407,-103.62941129272517,17.0,3.658823529411765,3.2726248684216417,0.0,0.7647058823529411,0.8944473113049503,False,,,71.74828166582853,134.904249045489,55.32580366537606,156.81925936558108,0.0004,0.0085,0.07045,0.0,0.02895,0.97105,78.0752592690527,128.65757753356257,4.416428571428571,0.026428571428572134,True,Sustainable
Chris Bell,WR,MIA,22.0,6.0,Active,0.0,13311,,,e1d2a5a1-71a9-4053-b475-8e5075cb1860,BEL267684,,,,,,,,,,,,,,,,,,,,,,,169.9,169.9,256.0,12.0,3 out of 5 stars,104.8,105.12000000000002,12.514481096586346,117.63448109658636,117.63448109658636,-93.5293742299034,,,,,,,True,94.0,,71.66883167941559,152.19890606095586,54.234683430881226,182.28357785190164,0.0081,0.02205,0.03995,0.001,0.04825,0.95175,75.3127649147576,147.29921950161412,,,False,
Chris Blair,WR,ATL,28.0,11.0,Active,5.0,7521,,,9281d541-8bcb-4785-a02e-76150910898e,00-0036463,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0037105751391465,0.0533333333333333,0.0,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Tahj Brooks,RB,CIN,24.0,6.0,Active,1.0,12543,,,8d50af87-f6dc-42cb-a7e7-11716667a1dc,00-0040208,,,,,,,,,,0.0,0.0,45.0,0.0,16.0,1.0,9.0,0.0,2.0,,,,0.0032894736842105,170.0,170.0,312.0,13.0,2 out of 5 stars,18.3,18.130000000000003,4.726437179937204,22.85643717993721,22.85643717993721,-185.496815793508,12.0,0.5333333333333333,0.8988207762834522,0.0,1.0,1.685288955531473,False,,,12.78163577239261,31.005523706311426,9.225441300047574,38.60684911746715,0.0,0.0,0.0,0.0,0.0,1.0,14.052915827281632,30.08662980677143,,,False,
Kristian Wilkerson,WR,,29.0,,Active,6.0,7438,3910176.0,33349.0,b9a6720d-9c6f-46f2-bcee-b80550026437,00-0036183,0.0,0.0,0.0,0.0,0.0,2.0,18.0,1.0,3.0,,,,,,,,,,0.22,0.0050675675675675,,,170.0,170.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,
Nate Boerkircher,TE,JAX,24.0,7.0,Active,0.0,13299,,,69aa9430-b9b0-4cd9-8dd5-3a81963336de,BOE586077,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,466.0,15.0,3 out of 5 stars,37.1,37.28,4.647397953589473,41.92739795358948,41.92739795358948,-134.74491483354353,,,,,,,True,56.0,,25.853654371607632,55.752568887841115,19.64439009241399,67.24716883184774,0.0002,0.00295,0.02915,0.0,0.0002,0.9998,27.61165059182791,54.387674947073215,,,False,
Zane Gonzalez,K,MIA,31.0,6.0,Active,9.0,4233,3043234.0,30337.0,cd0f4ef0-9914-4125-be4d-804a72350ceb,00-0033862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,170.0,170.0,365.0,14.0,2 out of 5 stars,115.4,26.2,108.6455295735901,134.84552957359008,134.84552957359008,-16.783906464924343,15.0,9.2,4.538722287164086,0.2666666666666666,0.1333333333333333,0.4933393790395746,False,,,107.89848988144104,165.92980853693288,91.4024610698788,184.18119727837288,0.29705,0.49135,0.2116,0.0404,0.29705,0.70295,108.38223778235046,160.21193476051243,,,True,
Tyler Badie,RB,DEN,26.0,10.0,Active,4.0,8208,,,e62678b9-9816-420f-bf86-398e7fea7063,00-0037085,0.0,0.0,86.0,0.0,11.0,3.0,-2.0,0.0,3.0,0.0,0.0,23.0,0.0,8.0,19.0,141.0,0.0,31.0,0.1066666666666666,0.0054644808743169,0.175,0.0530821917808219,170.0,170.0,443.0,15.0,2 out of 5 stars,27.5,27.03,4.164554438665043,31.194554438665044,31.194554438665044,-177.15869853478014,19.0,2.463157894736842,1.9102677317636771,0.0,0.9473684210526316,0.775536044946792,False,,0.7094117647058824,16.374079453378915,43.298841871776446,10.408977813511928,51.25979062772149,0.0,0.0,0.0,0.0,0.0,1.0,23.90324444274672,37.948905907059,3.1355,-0.7504999999999997,False,Sustainable
,DEF,WAS,,7.0,,,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,False,
Blake Corum,RB,LAR,25.0,11.0,Active,2.0,11586,,,93ba1da2-3679-4ddc-9687-0802349f9ee2,00-0039738,0.0,0.0,207.0,0.0,58.0,7.0,58.0,0.0,8.0,0.0,0.0,746.0,6.0,145.0,8.0,36.0,0.0,14.0,0.1117647058823529,0.0147874306839186,0.2911764705882353,0.0240963855421686,124.0,124.0,108.0,8.0,5 out of 5 stars,133.7,133.92999999999998,29.383749490694985,157.7472052778597,163.31374949069496,-50.60604769558549,32.0,4.8656250000000005,5.415783943789344,0.03125,0.8125,1.1130705600594668,False,,0.9005882352941177,105.55398479382738,204.9117754916919,81.89618517491148,240.5348377657822,0.0256,0.1117,0.26865,0.0012,0.25305,0.74695,112.31869832178351,198.17916840863168,5.592941176470588,-0.40764705882352903,False,Sustainable
Daniel Bellinger,TE,TEN,25.0,9.0,Active,4.0,8225,,,42a1c03e-790e-46ba-b0d5-d304e44c02c7,00-0038115,0.0,0.0,0.0,0.0,0.0,14.0,125.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,19.0,286.0,2.0,26.0,0.3305882352941176,0.0306859205776173,0.499375,0.05168986083499,170.0,170.0,392.0,14.0,3 out of 5 stars,51.900000000000006,51.73,6.138229413078809,57.86822941307881,57.86822941307881,-118.80408337405422,25.0,3.444,4.46776230343558,0.04,0.76,1.2972596699871022,False,,0.8228235294117647,34.152614393270376,77.14180181993325,25.369022016136153,92.75006437851223,0.0021,0.01795,0.11575,0.0002,0.0021,0.9979,39.25846601335385,73.61855673857322,3.72,0.8115789473684205,True,Sustainable
Lil'Jordan Humphrey,WR,DEN,28.0,10.0,Active,7.0,5938,4039057.0,32494.0,b7f930af-ddd2-4a48-9617-96bda81b0334,00-0035406,0.0,0.0,0.0,0.0,0.0,31.0,293.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,13.0,156.0,1.0,25.0,0.4970588235294117,0.081967213114754,0.484,0.0256849315068493,169.9,169.9,484.0,16.0,2 out of 5 stars,,,,,,,21.0,4.8047619047619055,4.436155564278172,0.0,0.6666666666666666,0.923283120414684,False,,0.7444705882352942,,,,,,,,,,,,,5.724347826086956,-0.8678260869565211,False,Sustainable
Kaleb Johnson,RB,PIT,22.0,9.0,Active,1.0,12504,,,9738de9a-7626-460f-a786-28433ef70a1f,00-0040142,,,,,,,,,,0.0,0.0,69.0,0.0,28.0,1.0,9.0,0.0,2.0,,,0.091,0.003831417624521,170.1,170.1,257.0,12.0,2 out of 5 stars,4.8,4.78,1.3155597799076606,6.095559779907661,6.095559779907661,-202.25769319353753,10.0,0.8800000000000001,0.9089676684141312,0.0,1.0,1.032917805016058,False,,,4.037362575785108,7.887471367846175,3.0605032843771043,9.220247665540931,0.0,0.0,0.0,0.0,0.0,1.0,4.396325374472144,7.564592485241782,1.8190000000000002,-0.9390000000000001,False,Sustainable
