full_name,position,team,age,bye_week,status,years_exp,player_id,espn_id,yahoo_id,sportradar_id,gsis_id,passing_yards_2024,passing_tds_2024,rushing_yards_2024,rushing_tds_2024,carries_2024,receptions_2024,receiving_yards_2024,receiving_tds_2024,targets_2024,passing_yards_2025,passing_tds_2025,rushing_yards_2025,rushing_tds_2025,carries_2025,receptions_2025,receiving_yards_2025,receiving_tds_2025,targets_2025,snap_share_2024,target_share_2024,snap_share_2025,target_share_2025,adp,adp_rank,ecr_rank,ecr_tier,sos_season,proj_points,custom_proj_points,bonus_points,total_points,fp_total_points
Cedric Tillman,WR,CLE,26.0,11.0,Active,3.0,10444,,,148330d9-5182-4b58-b695-8067aaba4731,00-0038979,0.0,0.0,-5.0,0.0,1.0,29.0,339.0,3.0,49.0,0.0,0.0,0.0,0.0,0.0,21.0,270.0,2.0,39.0,0.5490909090909091,0.0772870662460567,0.6184615384615384,0.0747126436781609,170.0,170.0,326.0,13.0,3 out of 5 stars,61.9,62.15,6.756822281398913,68.90682228139892,68.90682228139892
Darnell Mooney,WR,NYG,28.0,8.0,Active,6.0,7090,4040655.0,32843.0,bafe8df1-66b5-4200-8fb3-ff188c25a4e2,00-0036309,0.0,0.0,0.0,0.0,0.0,64.0,992.0,5.0,106.0,0.0,0.0,0.0,0.0,0.0,32.0,443.0,1.0,72.0,0.9275,0.196660482374768,0.8193333333333332,0.1387283236994219,170.1,170.1,192.0,10.0,4 out of 5 stars,107.1,107.18,11.89656025738747,119.07656025738748,119.07656025738748
Dee Eskridge,WR,,28.0,,Active,5.0,7612,,,4a76219c-34b8-4cfe-81ab-2bb011368367,00-0036620,0.0,0.0,0.0,0.0,0.0,3.0,44.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,62.0,0.0,7.0,0.0983333333333333,0.005281690140845,0.1184615384615384,0.0151515151515151,170.0,170.0,,,,,,,,
George Kittle,TE,SF,32.0,8.0,Active,9.0,4217,3040151.0,30259.0,2ada91b0-036e-454f-83c3-6d939ff584a9,00-0033288,0.0,0.0,0.0,0.0,0.0,78.0,1106.0,8.0,94.0,0.0,0.0,-3.0,0.0,1.0,57.0,628.0,7.0,69.0,0.866,0.1832358674463937,0.8118181818181818,0.1254545454545454,83.0,83.0,115.0,8.0,3 out of 5 stars,167.2,167.26,19.320346130569774,180.57889771383853,186.58034613056975
Moliki Matavao,TE,NO,23.0,8.0,Active,1.0,12480,,,140c137e-69f7-40a9-a92c-42e331b04109,00-0040244,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,2.0,,,0.2133333333333333,0.0035398230088495,170.0,170.0,,,,,,,,
Gary Brightwell,RB,CIN,28.0,6.0,Active,5.0,7529,,,94bde2c7-7229-4bf0-a545-5950cf3c7927,00-0036569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,170.0,,,,,,,,
Marvin Harrison,WR,ARI,23.0,14.0,Active,2.0,11628,,,e8da21a8-796d-48a2-b644-57d08983ae01,00-0039849,0.0,0.0,0.0,0.0,0.0,62.0,885.0,8.0,116.0,0.0,0.0,0.0,0.0,0.0,41.0,608.0,4.0,73.0,0.7858823529411765,0.2217973231357552,0.7125,0.1183144246353322,80.7,80.7,70.0,6.0,2 out of 5 stars,197.2,197.13,21.62964720282193,205.09341144315698,218.75964720282192
Cameron Latu,TE,PHI,26.0,10.0,Active,3.0,10210,,,3763a2ec-ee98-4cf4-9aa7-ee626057c56f,00-0038564,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.1106666666666666,0.0,170.0,170.0,,,,,,,,
Jameis Winston,QB,NYG,32.0,8.0,Active,11.0,2306,2969939.0,28389.0,fb3b36fc-b985-4807-8199-d038d7e62a93,00-0031503,2121.0,13.0,83.0,1.0,25.0,0.0,0.0,0.0,0.0,567.0,2.0,23.0,1.0,7.0,1.0,33.0,1.0,1.0,0.585,,0.6766666666666666,,169.8,169.8,407.0,14.0,4 out of 5 stars,11.7,12.882000000000003,0.9897591154967232,13.871759115496726,13.871759115496726
Keenan Allen,WR,,33.0,,Active,13.0,1479,15818.0,26699.0,5f424505-f29f-433c-b3f2-1a143a04a010,00-0030279,0.0,0.0,0.0,0.0,0.0,70.0,744.0,7.0,121.0,0.0,0.0,0.0,0.0,0.0,81.0,777.0,4.0,122.0,0.868,0.2300380228136882,0.5547058823529412,0.2242647058823529,170.1,170.1,286.0,12.0,2 out of 5 stars,,,,106.13936673608518,
Nick Vannett,TE,,33.0,,Active,10.0,3258,2576399.0,29328.0,c731aa8a-778b-4ccd-a19f-517eb66f47b7,00-0032394,0.0,0.0,0.0,0.0,0.0,17.0,135.0,3.0,20.0,,,,,,,,,,0.3605882352941176,0.039447731755424,0.083,,170.0,170.0,,,,33.3,33.3,3.5610532326763815,36.861053232676376,36.861053232676376
Justin Tucker,K,,35.0,,Active,13.0,1264,15683.0,26534.0,20a0bad2-d530-4ff4-a2df-5c0a21a1f5db,00-0029597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,169.6,169.6,,,,,,,,
Taysom Hill,TE,,35.0,,Active,9.0,4381,2468609.0,30614.0,3c8a55dd-20a8-4375-b711-49eb5e6e1d0e,00-0033357,21.0,0.0,278.0,6.0,39.0,23.0,187.0,0.0,31.0,57.0,1.0,114.0,1.0,52.0,11.0,91.0,0.0,16.0,0.425,0.0599613152804642,0.2461538461538461,0.0283185840707964,170.0,170.0,,,,,,,,
Kurtis Rourke,QB,SF,25.0,8.0,Active,1.0,12477,,,1b412617-dee5-4c07-bdfc-e26eeff7fe80,00-0040589,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,,,,,,,,
Reggie Gilliam,RB,NE,28.0,11.0,Active,6.0,7204,4039505.0,33357.0,4475bb8a-b5a6-4527-bfc7-8e7e03900984,00-0036187,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,24.0,0.0,2.0,,,,,170.0,170.0,449.0,15.0,2 out of 5 stars,7.9,8.280000000000001,1.204220634380544,9.484220634380543,9.484220634380543
Josh Cameron,WR,JAX,23.0,7.0,Active,0.0,13394,,,29f6ab49-33a9-4fc8-838f-fc41e248829d,CAM108646,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,,,,0.0,0.0,0.0,0.0,0.0
Jared Wiley,TE,KC,25.0,5.0,Active,2.0,11595,,,a952a370-a43f-45ec-8371-0665f0b9551e,00-0039824,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.1928571428571428,0.0017482517482517,0.098,0.0018214936247723,170.0,170.0,,,,26.5,26.5,3.38801997747823,29.88801997747823,29.88801997747823
Trevor Etienne,RB,CAR,22.0,5.0,Active,1.0,12531,,,39e2d13c-0fb7-465f-ad8b-0b4bb73e1124,00-0040644,,,,,,,,,,0.0,0.0,94.0,0.0,20.0,3.0,13.0,0.0,3.0,,,0.0558823529411764,0.00625,170.0,170.0,310.0,13.0,1 out of 5 stars,29.7,29.880000000000003,6.1939785637341975,36.0739785637342,36.0739785637342
Patrick Taylor,RB,SF,28.0,8.0,Active,6.0,6963,4039358.0,33235.0,ef87e355-8e0c-40ed-a85d-bca4896d4f1e,00-0035973,0.0,0.0,183.0,1.0,39.0,3.0,25.0,0.0,11.0,,,,,,,,,,0.1961538461538461,0.0214424951267056,,,170.0,170.0,,,,,,,,
Trey Smack,K,GB,23.0,11.0,Active,0.0,13545,,,fc5890c6-b22d-4b5b-8ca5-2722b077bc8b,SMA037753,,,,,,,,,,,,,,,,,,,,,,,169.5,169.5,432.0,15.0,4 out of 5 stars,125.4,34.1,109.79724896836314,143.89724896836313,143.89724896836313
Jha'Quan Jackson,WR,HOU,26.0,8.0,Active,2.0,11808,,,bcb054df-47e9-411c-8c9d-eef1a9a25487,00-0039392,0.0,0.0,-5.0,0.0,1.0,1.0,8.0,0.0,3.0,,,,,,,,,,0.0574999999999999,0.0059171597633136,,,170.0,170.0,,,,,,,,
Arian Smith,WR,NYJ,24.0,13.0,Active,1.0,12539,,,8c7c7f4c-f8cc-4e02-aa0f-f794a1afd6ae,00-0040582,,,,,,,,,,0.0,0.0,13.0,0.0,4.0,7.0,52.0,0.0,16.0,,,0.3825,0.0338983050847457,170.0,170.0,,,,3.4,3.5700000000000003,0.7133901554288548,4.283390155428855,4.283390155428855
Dan Chisena,WR,CAR,29.0,5.0,Active,6.0,7357,3929637.0,33023.0,92529995-41e9-48db-b429-c96540ad357b,00-0035976,0.0,0.0,0.0,0.0,0.0,3.0,37.0,0.0,4.0,,,,,,,,,,0.0483333333333333,0.0077220077220077,0.08,,170.0,170.0,,,,,,,,
Albert Okwuegbunam,TE,LV,28.0,13.0,Active,6.0,6843,4035115.0,32788.0,617aee8a-70be-4bdf-9a71-2e2b74e647e6,00-0036423,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,5.0,36.0,0.0,6.0,,,0.46,0.0121457489878542,170.0,170.0,,,,,,,,
Tyreik McAllister,RB,,27.0,,Active,3.0,8749,,,2a77de20-d253-11ec-b16e-cf7159baf83d,00-0037450,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0233333333333333,0.0,,,,,,,,,,,,
Ty Simpson,QB,LAR,23.0,11.0,Active,0.0,13275,,,2e62e603-363a-425f-8c57-0a1600476c85,SIM639376,,,,,,,,,,,,,,,,,,,,,,,169.8,169.8,339.0,14.0,3 out of 5 stars,23.4,27.568,1.5579261693725206,29.125926169372523,29.125926169372523
Jonathan Ward,RB,,28.0,,Active,6.0,7087,4039274.0,33088.0,1dc6b133-355f-451e-856f-d02839681578,00-0035924,0.0,0.0,22.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.04,0.0,,,170.0,170.0,,,,,,,,
Lan Larison,RB,NE,24.0,11.0,Active,1.0,12969,,,e2d48330-251e-11f0-aae1-fdfd5aa92d71,00-0040568,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,,,,,,,,
Brittain Brown,RB,CHI,28.0,10.0,Active,4.0,8423,,,387c8819-5892-4528-ac33-0ec72b24cc2f,00-0037329,,,,,,,,,,0.0,0.0,37.0,1.0,5.0,0.0,0.0,0.0,1.0,,,0.0666666666666666,0.0018796992481203,170.0,170.0,,,,,,,,
Brock Purdy,QB,SF,26.0,8.0,Active,4.0,8183,,,d5aef708-ad61-4ab8-a637-62ff96e92040,00-0037834,3864.0,20.0,323.0,5.0,66.0,0.0,0.0,0.0,0.0,2167.0,20.0,147.0,3.0,33.0,0.0,0.0,0.0,0.0,0.9893333333333332,,0.977777777777778,,102.4,102.4,94.0,7.0,1 out of 5 stars,306.2,347.62199999999996,22.674063030136992,370.29606303013696,370.29606303013696
Zachariah Branch,WR,ATL,22.0,11.0,Active,0.0,13320,,,41f192cd-cc4a-44bc-9c21-43a19ecfc86c,BRA531428,,,,,,,,,,,,,,,,,,,,,,,169.8,169.8,247.0,11.0,3 out of 5 stars,53.4,53.559999999999995,6.5003423523260535,60.060342352326046,60.060342352326046
Russell Wilson,QB,,37.0,,Active,14.0,1234,14881.0,25785.0,409d4cac-ee90-4470-9710-ebe671678339,00-0029263,2482.0,16.0,155.0,2.0,43.0,0.0,0.0,0.0,0.0,831.0,3.0,106.0,0.0,18.0,0.0,0.0,0.0,0.0,0.9827272727272728,,0.5433333333333333,,170.0,170.0,,,,,,,,
Dont'e Thornton,WR,LV,23.0,13.0,Active,1.0,12541,,,483606b2-c0c9-4da2-8fcf-73d2615756c7,00-0040581,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,135.0,0.0,30.0,,,0.4533333333333333,0.0607287449392712,170.0,170.0,345.0,14.0,2 out of 5 stars,40.3,40.55,4.718485459049683,45.26848545904968,45.26848545904968
Dominic Lovett,WR,DET,23.0,6.0,Active,1.0,12732,,,fb855b6b-16ca-4224-8e05-bcd9e51e7230,00-0040241,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0183333333333333,0.0,170.0,170.0,,,,,,,,
Brock Wright,TE,DET,27.0,6.0,Active,5.0,7891,,,8f182089-7730-499e-8f2e-87bda32debfb,00-0036754,0.0,0.0,0.0,0.0,0.0,13.0,100.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,108.0,2.0,22.0,0.5094117647058823,0.0306513409961685,0.5763636363636363,0.04,170.0,170.0,477.0,15.0,3 out of 5 stars,50.7,50.66,5.95851043731569,56.618510437315685,56.618510437315685
Fernando Mendoza,QB,LV,22.0,13.0,Active,0.0,13269,,,b1ded115-092a-4199-9a55-cab9f4b5bb18,MEN516487,,,,,,,,,,,,,,,,,,,,,,,166.2,166.2,232.0,11.0,1 out of 5 stars,192.7,212.79800000000003,15.864601120611775,228.6626011206118,228.6626011206118
Bryce Lance,WR,NO,23.0,8.0,Active,0.0,13420,,,4d5c31ba-45ea-4247-a41a-acfa82bdbd39,LAN016345,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,353.0,14.0,3 out of 5 stars,42.099999999999994,41.83,5.068036199620462,46.89803619962046,46.89803619962046
Brevyn Spann-Ford,TE,DAL,26.0,14.0,Active,2.0,11593,,,efc8d800-072b-11ef-892f-5b772aae3c25,00-0039530,0.0,0.0,0.0,0.0,0.0,9.0,88.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,9.0,90.0,1.0,13.0,0.2552941176470588,0.022508038585209,0.2488235294117646,0.0214168039538715,170.0,170.0,,,,9.5,9.38,1.189844017008134,10.569844017008135,10.569844017008135
Quinshon Judkins,RB,CLE,22.0,11.0,Active,1.0,12512,,,268c6ae2-278b-49f8-b7cd-b367944412f3,00-0040784,,,,,,,,,,0.0,0.0,827.0,7.0,230.0,26.0,171.0,0.0,36.0,,,0.505,0.0689655172413793,57.1,57.1,60.0,6.0,3 out of 5 stars,213.7,213.96,53.12411280037372,250.5068225686063,267.08411280037376
Jordan Watkins,WR,SF,24.0,8.0,Active,1.0,12634,,,bd65c350-6044-415a-8749-e70a3b8f86e2,00-0040172,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,3.0,,,0.1025,0.0054545454545454,170.0,170.0,,,,,,,,
Terrace Marshall,WR,MIA,26.0,6.0,Active,5.0,7565,,,69388223-d1e7-46c3-9106-e10edb7073e9,00-0036955,0.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,6.0,,,,,,,,,,0.2928571428571428,0.0101351351351351,,,169.9,169.9,,,,,,,,
Shedrick Jackson,WR,LV,26.0,13.0,Active,3.0,11257,,,4ee53be0-eacb-11ed-bff4-2305d99deffc,00-0038891,,,,,,,,,,0.0,0.0,3.0,0.0,1.0,4.0,56.0,1.0,5.0,,,0.09,0.0101214574898785,170.0,170.0,,,,,,,,
Robert Woods,WR,,33.0,,Active,12.0,1352,15880.0,26664.0,618bedee-9259-4536-b0ff-fec98d2a20de,00-0030431,0.0,0.0,0.0,0.0,0.0,20.0,203.0,0.0,30.0,,,,,,,,,,0.3706666666666666,0.0548446069469835,,,170.0,170.0,,,,,,,,
Kaytron Allen,RB,WAS,23.0,7.0,Active,0.0,13405,,,7980dd2b-0ce0-4936-aaff-536c09608429,ALL532376,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,218.0,11.0,4 out of 5 stars,21.5,21.53,4.619292039339951,26.14929203933995,26.14929203933995
Trayveon Williams,RB,,28.0,,Active,7.0,6144,4035222.0,32014.0,478fcd24-2617-41d5-a900-b272aa6ef515,00-0035291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,10.0,8.0,55.0,0.0,9.0,0.0070588235294117,0.0,0.2071428571428571,0.0153256704980842,170.0,170.0,,,,,,,,
Connor Heyward,TE,LV,27.0,13.0,Active,4.0,8181,,,62e96d7c-e4dd-4a90-8c3a-8017eb69120d,00-0037304,0.0,0.0,0.0,0.0,0.0,6.0,40.0,1.0,8.0,0.0,0.0,43.0,2.0,15.0,3.0,21.0,1.0,4.0,0.1811764705882353,0.017391304347826,0.0864705882352941,0.0076628352490421,,,,,,36.3,36.3,4.3762104611967825,40.67621046119678,40.67621046119678
Kenneth Walker,RB,KC,25.0,5.0,Active,4.0,8151,,,22ee9bac-a64c-4d44-94fc-51d775465b3b,00-0038134,0.0,0.0,573.0,7.0,153.0,46.0,299.0,1.0,53.0,0.0,0.0,1027.0,5.0,221.0,31.0,282.0,0.0,36.0,0.6327272727272727,0.0931458699472759,0.4688235294117647,0.0791208791208791,28.2,28.2,30.0,4.0,3 out of 5 stars,252.1,251.8,53.502551681180336,282.56854515210125,305.3025516811804
Dalton Kincaid,TE,BUF,26.0,7.0,Active,3.0,10236,,,b961fa15-0676-4948-b95f-56d06319d40e,00-0038933,0.0,0.0,0.0,0.0,0.0,44.0,448.0,2.0,75.0,0.0,0.0,0.0,0.0,0.0,39.0,571.0,5.0,49.0,0.5700000000000001,0.1515151515151515,0.3741666666666667,0.1022964509394572,152.9,152.9,109.0,8.0,3 out of 5 stars,159.39999999999998,159.56,17.4439812168793,165.8219798965851,177.0039812168793
Odell Beckham,WR,NYG,33.0,8.0,Active,12.0,2078,16733.0,27540.0,354dec38-b88b-4ba0-8974-859123f27c45,00-0031235,0.0,0.0,0.0,0.0,0.0,9.0,55.0,0.0,19.0,,,,,,,,,,0.2022222222222222,0.0334507042253521,,,169.2,169.2,,,,37.7,37.95,4.6267875404024545,42.57678754040246,42.57678754040246
Cam Grandy,TE,CIN,26.0,6.0,Active,2.0,12062,,,8e6c6eb0-0725-11ef-b490-715b3492492e,00-0039631,0.0,0.0,0.0,0.0,0.0,5.0,28.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,2.0,0.13375,0.0079617834394904,0.092,0.0032894736842105,170.0,170.0,,,,29.0,29.0,3.925451640123696,32.9254516401237,32.9254516401237
Damien Martinez,RB,GB,22.0,11.0,Active,1.0,12462,,,487da97d-a1e8-4a1f-9b43-085944ea1a44,00-0040651,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,442.0,15.0,4 out of 5 stars,,,,,
Amon-Ra St. Brown,WR,DET,26.0,6.0,Active,5.0,7547,,,26ef0447-29b8-4dd1-9831-dcbf8132bb74,00-0036963,7.0,1.0,6.0,0.0,2.0,115.0,1263.0,12.0,141.0,0.0,0.0,9.0,0.0,3.0,117.0,1401.0,11.0,172.0,0.8829411764705882,0.2701149425287356,0.8523529411764706,0.3127272727272727,7.8,7.8,6.0,2.0,4 out of 5 stars,319.4,319.41,36.99875017760784,339.5540675708242,356.4087501776079
Jacob Kibodi,RB,,26.0,,Active,1.0,11900,,,228811b0-0575-11ef-8434-0f5c1f2e1cb4,00-0039617,0.0,0.0,24.0,0.0,5.0,1.0,15.0,0.0,3.0,,,,,,,,,,0.29,0.0047318611987381,,,170.0,170.0,,,,,,,,
Chris Oladokun,QB,KC,28.0,5.0,Active,4.0,8413,,,7078cdfc-032b-4f85-8b4b-720f926ba1cb,00-0037324,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,235.0,1.0,18.0,0.0,5.0,0.0,0.0,0.0,0.0,0.15,,0.7466666666666667,,170.0,170.0,,,,9.7,11.72,1.019257419158232,12.739257419158232,12.739257419158232
Dylan Drummond,WR,ATL,26.0,11.0,Active,3.0,11474,,,e34c6990-f35c-11ed-ac5f-715e78829103,00-0038953,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,7.0,42.0,0.0,11.0,,,0.2111111111111111,0.0211946050096339,170.0,170.0,,,,,,,,
Cyrus Allen,WR,KC,23.0,5.0,Active,0.0,13413,,,a07ac8bd-3929-4e48-b3c4-3ddeecd09dca,ALL092954,,,,,,,,,,,,,,,,,,,,,,,169.9,169.9,452.0,15.0,2 out of 5 stars,17.200000000000003,17.17,2.0153408407614037,19.185340840761405,19.185340840761405
Coleman Owen,WR,IND,25.0,13.0,Active,1.0,12829,,,a9afb800-23ba-11f0-aa7d-833b948e6c02,00-0040352,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.01,0.0018867924528301,170.0,170.0,,,,,,,,
DJ Uiagalelei,QB,LAC,25.0,7.0,Active,1.0,12773,,,afaf9a70-2312-11f0-be9a-5f5a7ddcdf04,00-0040464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Konata Mumpfield,WR,LAR,23.0,11.0,Active,1.0,12718,,,ccb6d700-ac74-4f6b-9f86-d1aa74d0c318,00-0040590,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,92.0,1.0,23.0,,,0.3217647058823529,0.0395869191049913,169.9,169.9,323.0,13.0,1 out of 5 stars,29.299999999999997,29.57,3.2111084747701213,32.78110847477012,32.78110847477012
Luke Musgrave,TE,GB,25.0,11.0,Active,3.0,9481,,,77a4fb49-3c6c-4aa1-8a21-20956e2d2240,00-0039144,0.0,0.0,0.0,0.0,0.0,7.0,45.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,24.0,252.0,0.0,31.0,0.3071428571428571,0.021551724137931,0.4005882352941177,0.067391304347826,170.0,170.0,387.0,14.0,2 out of 5 stars,52.6,52.31,6.88019371313556,59.19019371313557,59.19019371313557
Dameon Pierce,RB,PHI,26.0,10.0,Active,4.0,8129,,,5d4ef6da-a6b5-4d9c-adc0-28dfdbe9315e,00-0037258,0.0,0.0,293.0,2.0,40.0,2.0,2.0,0.0,4.0,0.0,0.0,36.0,0.0,14.0,0.0,0.0,0.0,1.0,0.1636363636363636,0.0073126142595978,0.0839999999999999,0.0018083182640144,170.0,170.0,384.0,14.0,4 out of 5 stars,22.1,22.1,6.042068287257932,28.142068287257935,28.142068287257935
Greg Joseph,K,,31.0,,Active,7.0,5272,3975763.0,31538.0,a2aab80d-174c-4639-beac-e2b70bb3625f,00-0034450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,170.0,170.0,,,,,,,,
Jordyn Tyson,WR,NO,21.0,8.0,Active,0.0,13281,,,5368ab1c-5463-4326-86c0-17c06bf51c9d,TYS405541,,,,,,,,,,,,,,,,,,,,,,,91.2,91.2,85.0,7.0,3 out of 5 stars,172.4,172.38000000000002,20.029480973583375,190.85797164214543,192.4094809735834
MarShawn Lloyd,RB,GB,25.0,11.0,Active,2.0,11581,,,7b8967bc-a3a5-4aa4-bd1f-2846663ca831,00-0039811,0.0,0.0,15.0,0.0,6.0,1.0,3.0,0.0,1.0,,,,,,,,,,0.14,0.0021551724137931,,,170.4,170.4,260.0,12.0,4 out of 5 stars,43.1,42.91,9.735787400607586,52.64578740060758,52.64578740060758
Cade Klubnik,QB,NYJ,22.0,13.0,Active,0.0,13303,,,3a62187b-d6b6-43fb-82c9-efabd8a6c0e0,KLU066027,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,483.0,16.0,4 out of 5 stars,9.4,10.292000000000002,0.6662716553176846,10.958271655317686,10.958271655317686
Jordan Akins,TE,,33.0,,Active,8.0,5032,3128452.0,31068.0,0cb5a32a-a340-4671-ba2a-93f5fa6aee8d,00-0034364,0.0,0.0,0.0,0.0,0.0,40.0,390.0,2.0,58.0,,,,,,,,,,0.3911764705882353,0.0914826498422713,,,170.0,170.0,,,,,,,,
Zay Jones,WR,,30.0,,Active,9.0,4080,3059722.0,30150.0,a28f7368-0306-4d20-855f-285a1a09c09c,00-0033891,0.0,0.0,0.0,0.0,0.0,8.0,84.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,183.0,0.0,18.0,0.3454545454545454,0.0210325047801147,0.49625,0.0291734197730956,170.0,170.0,,,,,,,,
Samaje Perine,RB,CIN,30.0,6.0,Active,9.0,4147,3116389.0,30227.0,e601812f-ce24-4e99-bee0-e33c1e9014e4,00-0033526,0.0,0.0,92.0,1.0,20.0,28.0,322.0,1.0,35.0,0.0,0.0,382.0,3.0,84.0,17.0,87.0,0.0,21.0,0.2582352941176471,0.0611888111888111,,0.0345394736842105,170.7,170.7,279.0,12.0,2 out of 5 stars,96.2,96.53000000000004,20.51512254392626,117.04512254392633,117.04512254392633
Brady Cook,QB,NYJ,24.0,13.0,Active,1.0,12538,,,4916c770-2501-11f0-aed8-c154e65d4269,00-0040398,,,,,,,,,,739.0,2.0,49.0,0.0,13.0,0.0,0.0,0.0,0.0,,,0.98,,170.0,170.0,,,,5.0,5.45,0.4841651552375804,5.93416515523758,5.93416515523758
Kene Nwangwu,RB,NYJ,28.0,13.0,Active,5.0,7720,,,482c1032-765a-48d3-b46e-b47a809dbee4,00-0036842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,13.0,0.0,0.0,0.0,1.0,0.005,0.0,0.0441666666666666,0.0021186440677966,170.0,170.0,,,,0.0,0.0,0.0,0.0,0.0
Jalen Virgil,WR,BUF,27.0,7.0,Active,4.0,8416,,,aa8d3730-d254-11ec-b16e-cf7159baf83d,00-0037387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.08,0.0,,,170.0,170.0,,,,,,,,
J.J. Taylor,RB,,27.0,,Active,5.0,6973,4039607.0,33028.0,879325b1-c961-4c9a-a3a4-679d77a28293,00-0036096,0.0,0.0,44.0,0.0,10.0,2.0,0.0,0.0,3.0,,,,,,,,,,0.09,0.0054844606946983,,,170.0,170.0,,,,,,,,
Jaylin Noel,WR,HOU,23.0,8.0,Active,1.0,12536,,,c4bab22e-a89a-41f6-b03a-07073a72f41b,00-0040138,,,,,,,,,,0.0,0.0,12.0,0.0,6.0,26.0,292.0,2.0,35.0,,,0.26,0.0632911392405063,170.8,170.8,186.0,10.0,3 out of 5 stars,56.2,56.150000000000006,7.367185728238795,63.5171857282388,63.5171857282388
Eric Gray,RB,NYG,26.0,8.0,Active,3.0,10223,,,dcc536c1-36f2-4e34-8028-ccf32d930018,00-0038396,0.0,0.0,31.0,0.0,14.0,10.0,82.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952941176470588,0.01985559566787,0.0125,0.0,170.0,170.0,,,,,,,,
Kenny Yeboah,TE,ARI,27.0,14.0,Active,5.0,7597,,,990c2825-ca25-4da9-9966-269363a9bb91,00-0036510,0.0,0.0,0.0,0.0,0.0,5.0,47.0,1.0,8.0,,,,,,,,,,0.19,0.0135823429541595,,,170.0,170.0,,,,,,,,
Pat Bryant,WR,DEN,23.0,10.0,Active,1.0,12492,,,2858209e-4aa7-4539-9901-99a4d881229c,00-0040134,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,31.0,378.0,1.0,49.0,,,0.4766666666666667,0.0839041095890411,171.0,171.0,189.0,10.0,2 out of 5 stars,72.5,72.45000000000002,8.807686347552222,81.25768634755224,81.25768634755224
Cole Kmet,TE,CHI,27.0,10.0,Active,6.0,6826,4258595.0,32713.0,036feeb6-9a22-43c5-a8e3-7ac611d8ff49,00-0036290,0.0,0.0,0.0,0.0,0.0,47.0,474.0,4.0,55.0,0.0,0.0,0.0,0.0,0.0,30.0,347.0,2.0,48.0,0.8723529411764706,0.1045627376425855,0.714375,0.0902255639097744,169.6,169.6,362.0,14.0,2 out of 5 stars,66.3,66.03999999999999,7.775354864243776,73.81535486424377,73.81535486424377
