full_name,position,team,age,bye_week,status,years_exp,player_id,espn_id,yahoo_id,sportradar_id,gsis_id,passing_yards_2024,passing_tds_2024,rushing_yards_2024,rushing_tds_2024,carries_2024,receptions_2024,receiving_yards_2024,receiving_tds_2024,targets_2024,passing_yards_2025,passing_tds_2025,rushing_yards_2025,rushing_tds_2025,carries_2025,receptions_2025,receiving_yards_2025,receiving_tds_2025,targets_2025,snap_share_2024,target_share_2024,snap_share_2025,target_share_2025,adp,adp_rank,ecr_rank,ecr_tier,sos_season,proj_points,custom_proj_points,bonus_points,total_points,fp_total_points
Lamar Jackson,QB,BAL,29.0,13.0,Active,8.0,4881,3916387.0,31002.0,e06a9c07-453a-4bb0-a7e9-2c3a64166dad,00-0034796,4172.0,41.0,915.0,4.0,139.0,0.0,0.0,0.0,0.0,2549.0,21.0,349.0,2.0,67.0,0.0,0.0,0.0,0.0,0.9652941176470587,,0.9223076923076924,,37.0,37.0,32.0,4.0,3 out of 5 stars,324.6,371.34800000000007,30.040828342403582,391.96989448473994,401.38882834240366
Jake Moody,K,WAS,26.0,7.0,Active,3.0,10937,,,e7a7eaea-0f77-42ab-b6a2-12ebcf51227c,00-0038562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,169.8,169.8,,,,121.4,32.400000000000006,105.95818431911968,138.3581843191197,138.3581843191197
Eli Stowers,TE,PHI,23.0,10.0,Active,0.0,13349,,,287b7f15-ebe2-433f-af00-b1755576f8f8,STO806346,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,263.0,12.0,4 out of 5 stars,53.9,53.73,6.945258593363361,60.67525859336336,60.67525859336336
Jalen McMillan,WR,TB,24.0,10.0,Active,2.0,11618,,,c2b25795-8c63-425a-8790-f6d626dbf0d3,00-0039855,0.0,0.0,43.0,0.0,4.0,37.0,461.0,8.0,58.0,0.0,0.0,1.0,0.0,1.0,12.0,178.0,0.0,15.0,0.7076923076923076,0.103019538188277,0.515,0.0277264325323475,163.0,163.0,165.0,10.0,4 out of 5 stars,133.8,133.56,15.16954864491155,146.2462685200377,148.72954864491155
Jeremy McNichols,RB,WAS,30.0,7.0,Active,9.0,4219,3127586.0,30275.0,25cc3585-6194-4786-968a-2600db46b6c6,00-0033955,0.0,0.0,261.0,4.0,55.0,9.0,27.0,0.0,12.0,0.0,0.0,221.0,1.0,44.0,25.0,196.0,0.0,31.0,0.2141176470588235,0.0238095238095238,0.3194117647058823,0.0717592592592592,170.0,170.0,,,,,,,,
Dalevon Campbell,WR,LAC,24.0,7.0,Active,1.0,13202,,,10e1f570-2f6d-11f0-83ff-1b0af9d7582e,00-0040629,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.065,0.0,170.0,170.0,,,,,,,,
Davante Adams,WR,LAR,33.0,11.0,Active,12.0,2133,16800.0,27581.0,e7d6ae25-bf15-4660-8b37-c37716551de3,00-0031381,0.0,0.0,0.0,0.0,0.0,85.0,1063.0,8.0,141.0,0.0,0.0,0.0,0.0,0.0,60.0,789.0,14.0,114.0,0.9178571428571428,0.1935483870967742,0.7142857142857143,0.1962134251290878,45.6,45.6,49.0,5.0,1 out of 5 stars,222.1,221.92,22.31687498787397,231.2392294687374,244.23687498787396
Aaron Rodgers,QB,PIT,42.0,9.0,Active,21.0,96,8439.0,7200.0,0ce48193-e2fa-466e-a986-33f751add206,00-0023459,3897.0,28.0,107.0,0.0,22.0,0.0,0.0,0.0,0.0,3322.0,24.0,61.0,1.0,21.0,1.0,-9.0,0.0,1.0,0.963529411764706,,0.956875,,169.8,169.8,231.0,11.0,2 out of 5 stars,222.9,257.014,13.77440770653674,270.78840770653676,270.78840770653676
Deebo Samuel,WR,,30.0,,Active,7.0,5872,3126486.0,31868.0,628a6a0a-4fde-4024-8d7c-28674953d5af,00-0035719,0.0,0.0,136.0,1.0,42.0,51.0,670.0,3.0,81.0,0.0,0.0,75.0,1.0,17.0,72.0,727.0,5.0,99.0,0.7313333333333334,0.1578947368421052,0.7225,0.2291666666666666,169.9,169.9,172.0,10.0,-,,,,126.47343488973517,
Troy Hairston,RB,,26.0,,Active,3.0,8820,,,c4ae1ed0-d32c-11ec-a99e-3305165b8d4a,00-0037456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,170.0,170.0,,,,,,,,
Brenton Strange,TE,JAX,25.0,7.0,Active,3.0,9480,,,94f135f7-9d54-4cbd-b560-fcaf83d414b0,00-0038935,0.0,0.0,0.0,0.0,0.0,40.0,411.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,46.0,540.0,3.0,60.0,0.5423529411764706,0.1015325670498084,0.7483333333333334,0.109689213893967,167.3,167.3,146.0,9.0,3 out of 5 stars,151.4,151.2,18.19644362341116,162.56232784230792,169.39644362341116
Tyler Shough,QB,NO,26.0,8.0,Active,1.0,12545,,,94b8f9e1-3109-4429-8f71-4f79d7588237,00-0040743,,,,,,,,,,2384.0,10.0,186.0,3.0,45.0,0.0,0.0,0.0,0.0,,,0.8345454545454545,,156.9,156.9,121.0,8.0,3 out of 5 stars,285.9,318.6020000000001,23.64527320093387,342.24727320093393,342.24727320093393
Tyrod Taylor,QB,GB,36.0,11.0,Active,15.0,827,14163.0,24967.0,7f3ef024-eb34-46af-8b9e-544cdf09378f,00-0028118,119.0,3.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,779.0,5.0,143.0,1.0,27.0,0.0,0.0,0.0,0.0,0.31,,0.6699999999999999,,170.0,170.0,,,,10.9,11.41,0.895883434916569,12.30588343491657,12.30588343491657
Chase McLaughlin,K,TB,30.0,10.0,Active,7.0,6650,3150744.0,32417.0,12d28404-63e1-432f-adde-c93631a5c39c,00-0035358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,168.1,168.1,235.0,11.0,3 out of 5 stars,132.9,33.3,120.9305364511692,154.2305364511692,154.2305364511692
Baker Mayfield,QB,TB,31.0,10.0,Active,8.0,4892,3052587.0,30971.0,30198d30-9769-4e10-ac86-b4c91d940802,00-0034855,4500.0,41.0,378.0,3.0,60.0,0.0,0.0,0.0,0.0,3693.0,26.0,382.0,1.0,55.0,0.0,0.0,0.0,0.0,0.9852941176470588,,0.9711764705882354,,157.5,157.5,119.0,8.0,2 out of 5 stars,281.7,320.85799999999995,20.73541829575735,341.5934182957573,341.5934182957573
James Conner,RB,ARI,31.0,14.0,Active,9.0,4137,3045147.0,30218.0,28a084c0-14df-499f-bd1f-b975603626b7,00-0033553,0.0,0.0,1094.0,8.0,236.0,47.0,414.0,1.0,55.0,0.0,0.0,95.0,1.0,32.0,8.0,38.0,1.0,9.0,0.60625,0.1051625239005736,0.5,0.0145867098865478,169.4,169.4,159.0,10.0,2 out of 5 stars,61.6,61.6,11.554305104436487,73.15430510443649,73.15430510443649
Dorian Thompson-Robinson,QB,,25.0,,Active,2.0,10862,,,d66ae3ad-8a60-47e7-a3b2-18a1e8377e1b,00-0038583,440.0,0.0,122.0,0.0,21.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.4071428571428571,,,,170.0,170.0,,,,,,,,
Jeremy Ruckert,TE,NYJ,25.0,13.0,Active,4.0,8145,,,28f3732b-0910-4d09-9fd4-e43b821dc5bb,00-0037805,0.0,0.0,0.0,0.0,0.0,18.0,105.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,23.0,179.0,1.0,29.0,0.3676470588235294,0.0475382003395585,0.4717647058823529,0.0614406779661017,170.0,170.0,,,,41.8,42.08,5.853546215122056,47.93354621512206,47.93354621512206
Tyler Warren,TE,IND,24.0,13.0,Active,1.0,12518,,,c8fe3913-1210-4142-b9c1-c119ef702ca5,00-0040128,,,,,,,,,,0.0,0.0,8.0,1.0,6.0,76.0,817.0,4.0,112.0,,,0.8382352941176471,0.2113207547169811,46.8,46.8,53.0,6.0,3 out of 5 stars,201.7,201.75000000000003,25.061452227624144,215.54114338706933,226.81145222762416
Andre Szmyt,K,CLE,27.0,11.0,Active,4.0,11261,,,25f0b180-ead8-11ed-86b8-630d0ad2d5af,00-0038428,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,169.9,169.9,,,,102.0,24.6,94.44099037138928,119.04099037138928,119.04099037138928
Nyheim Miller-Hines,RB,,29.0,,Active,8.0,5347,3916430.0,31074.0,ed5bcd2c-6335-4c0b-93b7-2116684a9b02,00-0034367,,,,,,,,,,0.0,0.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.03,0.0,,,,,,,,,,
Kenyon Sadiq,TE,NYJ,21.0,13.0,Active,0.0,13330,,,554e5567-f992-4071-8366-5fa5c316b07c,SAD482340,,,,,,,,,,,,,,,,,,,,,,,147.6,147.6,187.0,10.0,4 out of 5 stars,130.1,130.1,15.910562327589988,146.01056232758998,146.01056232758998
Sean Tucker,RB,TB,24.0,10.0,Active,3.0,9506,,,6d616c10-f35e-11ed-b721-9b68b08a2e09,00-0038951,0.0,0.0,308.0,2.0,50.0,9.0,109.0,1.0,12.0,0.0,0.0,320.0,7.0,86.0,8.0,34.0,1.0,11.0,0.0923529411764706,0.0213143872113676,0.158235294117647,0.0203327171903881,170.1,170.1,191.0,10.0,2 out of 5 stars,27.1,27.14,5.690648147497033,32.83064814749703,32.83064814749703
Michael Carter,RB,TEN,27.0,9.0,Active,5.0,7607,,,7f119181-4c9f-4a9f-bccc-357277b64a8d,00-0036924,0.0,0.0,131.0,1.0,35.0,11.0,57.0,0.0,11.0,0.0,0.0,333.0,1.0,92.0,33.0,267.0,0.0,45.0,0.6166666666666667,0.0210325047801147,0.4523076923076923,0.072933549432739,170.0,170.0,341.0,14.0,3 out of 5 stars,,,,,
Christian Watson,WR,GB,27.0,11.0,Active,4.0,8167,,,47d97f44-b4aa-46d2-816c-5b5a1fe48d46,00-0038124,0.0,0.0,23.0,0.0,4.0,29.0,620.0,2.0,53.0,0.0,0.0,3.0,0.0,1.0,35.0,611.0,6.0,55.0,0.5906666666666667,0.1142241379310344,0.6769999999999999,0.1195652173913043,95.6,95.6,57.0,6.0,5 out of 5 stars,190.9,190.76,19.611282132063472,198.92415533120993,210.37128213206347
Tyrion Davis-Price,RB,,24.0,,Active,3.0,8211,,,052cdbeb-f758-4110-ac1a-675cd0335db9,00-0037827,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.08,0.0,,,170.0,170.0,,,,,,,,
Jermar Jefferson,RB,,26.0,,Active,5.0,7599,,,de456390-b27b-4146-87b9-0267f1ea8db4,00-0036670,0.0,0.0,22.0,0.0,6.0,1.0,10.0,0.0,1.0,,,,,,,,,,0.09,0.0019157088122605,0.0,,170.0,170.0,,,,,,,,
Nathan Carter,RB,ATL,24.0,11.0,Active,1.0,12897,,,be0e5b20-2479-11f0-8e28-d7828261d278,00-0040547,,,,,,,,,,0.0,0.0,60.0,0.0,9.0,0.0,0.0,0.0,0.0,,,,0.0,170.0,170.0,,,,,,,,
Will Levis,QB,TEN,27.0,9.0,Active,3.0,9999,,,4c8a2f7e-f982-4eca-9d52-cf53df6985a4,00-0039152,2091.0,13.0,183.0,0.0,45.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.8516666666666667,,,,170.0,170.0,,,,11.4,13.38,1.1429521441315305,14.522952144131532,14.522952144131532
Tre' Harris,WR,LAC,24.0,7.0,Active,1.0,12509,,,a45328a1-7d0e-451a-8176-ea30f0e1c86f,00-0040727,,,,,,,,,,0.0,0.0,10.0,0.0,2.0,30.0,324.0,1.0,43.0,,,0.4852941176470588,0.0790441176470588,170.6,170.6,167.0,10.0,2 out of 5 stars,89.3,89.48,10.70793410315676,112.96335127031165,100.18793410315676
Jakobi Meyers,WR,JAX,29.0,7.0,Active,7.0,5947,3916433.0,32231.0,73e194d1-a4b7-4de4-b1c2-3c24ef502918,00-0034960,0.0,0.0,23.0,0.0,2.0,87.0,1027.0,4.0,129.0,0.0,0.0,13.0,0.0,5.0,75.0,835.0,3.0,110.0,0.9166666666666666,0.2179054054054054,0.85,0.1115173674588665,106.7,106.7,91.0,7.0,4 out of 5 stars,185.7,185.78000000000003,22.003340596172812,197.28121136698743,207.78334059617285
Isaac Guerendo,RB,SF,26.0,8.0,Active,2.0,11651,,,eac64b21-6e9e-447a-bf18-8a00b5c12871,00-0039363,0.0,0.0,420.0,4.0,84.0,15.0,152.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229375,0.0311890838206627,0.0,0.0,170.0,170.0,311.0,13.0,2 out of 5 stars,14.9,14.85,3.153757195219025,18.003757195219023,18.003757195219023
Jude McAtamney,K,,25.0,,Active,1.0,12385,,,59390ff0-0eeb-11ef-966f-a152cdc308bf,00-0039934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,169.9,169.9,,,,,,,,
Carson Beck,QB,ARI,23.0,14.0,Active,0.0,13272,,,a67c28ce-9e03-46f1-9fb6-b5ef70eb20db,,,,,,,,,,,,,,,,,,,,,,,,169.9,169.9,350.0,14.0,2 out of 5 stars,23.1,26.52200000000001,1.7618944838225092,28.28389448382252,28.28389448382252
Lucas Havrisik,K,GB,26.0,11.0,Active,4.0,8932,,,acb45400-339b-11ed-bc62-03fa2e99e805,00-0038152,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,169.9,169.9,,,,0.0,0.0,0.0,0.0,0.0
Gavin Bartholomew,TE,MIN,23.0,6.0,Active,1.0,12700,,,c1b41bdc-c726-4ee5-910f-b5e4a00412a3,00-0040215,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,,,,,,,,
Tyler Higbee,TE,LAR,33.0,11.0,Active,10.0,3271,2573401.0,29344.0,0df7912d-9e81-47ea-b4f7-d04986df4ee8,00-0033110,0.0,0.0,0.0,0.0,0.0,8.0,66.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,25.0,281.0,3.0,36.0,0.3266666666666666,0.022181146025878,0.5549999999999999,0.0619621342512908,169.9,169.9,336.0,13.0,4 out of 5 stars,71.2,71.15,8.018078548591813,79.16807854859182,79.16807854859182
Jordan Moore,WR,CIN,24.0,6.0,Active,1.0,12761,,,5de30070-2302-11f0-991a-67346bf4b94b,00-0040375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Chubb,RB,,30.0,,Active,8.0,4988,3128720.0,31005.0,4bd60b33-9fbf-4156-ba2b-8264ac37b418,00-0034791,0.0,0.0,332.0,3.0,102.0,5.0,31.0,1.0,11.0,0.0,0.0,506.0,3.0,122.0,13.0,67.0,0.0,20.0,0.4125,0.0173501577287066,0.322,0.0361663652802893,170.0,170.0,357.0,14.0,-,,,,,
Cordarrelle Patterson,RB,,34.0,,Active,12.0,1535,15807.0,26652.0,da85107c-365c-4d58-90ab-479d97d798b4,00-0030578,0.0,0.0,135.0,0.0,32.0,12.0,80.0,1.0,14.0,,,,,,,,,,0.1261538461538461,0.0304347826086956,,,170.0,170.0,,,,,,,,
Ricky Pearsall,WR,SF,25.0,8.0,Active,2.0,11638,,,aca4c1b8-915f-4295-92e4-05b51feee6b1,00-0039916,0.0,0.0,45.0,0.0,3.0,31.0,400.0,3.0,46.0,0.0,0.0,-2.0,0.0,2.0,36.0,528.0,0.0,53.0,0.67,0.0896686159844054,0.7811111111111111,0.0963636363636363,119.7,119.7,100.0,8.0,2 out of 5 stars,164.9,164.97000000000003,19.419580201999743,178.53833784061607,184.38958020199976
Emeka Egbuka,WR,TB,23.0,10.0,Active,1.0,12514,,,00cea287-1fa0-4584-803f-59f546ef8722,00-0040129,,,,,,,,,,0.0,0.0,9.0,0.0,2.0,63.0,938.0,6.0,127.0,,,0.776470588235294,0.2347504621072088,49.6,49.6,43.0,5.0,4 out of 5 stars,210.9,210.87,22.790906979151096,229.96545895536644,233.6609069791511
Kyle Trask,QB,,27.0,,Active,5.0,7605,,,13038760-a019-4e2a-9aea-f13d7dce5bda,00-0036928,5.0,0.0,-4.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.065,,,,170.0,170.0,,,,,,,,
Nico Collins,WR,HOU,27.0,8.0,Active,5.0,7569,,,bd56a50c-5fae-4ee2-8363-f74ae07b6887,00-0036554,0.0,0.0,0.0,0.0,0.0,68.0,1006.0,7.0,99.0,0.0,0.0,15.0,1.0,2.0,71.0,1117.0,6.0,120.0,0.6625,0.1809872029250457,0.772,0.2169981916817359,23.7,23.7,12.0,3.0,3 out of 5 stars,248.7,249.30000000000004,28.941083352366935,265.1828375632667,278.24108335236696
Anthony Smith,WR,DAL,24.0,14.0,Active,0.0,13582,,,c5491a6f-51bc-4207-bf5f-89e3693c2ddd,SMI038569,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,,,,,,,,
Craig Reynolds,RB,,29.0,,Active,7.0,6659,4421446.0,32596.0,0deb1dc9-0945-470d-8352-220d26d03d7d,00-0035567,0.0,0.0,139.0,0.0,31.0,3.0,40.0,0.0,5.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0852941176470588,0.0095785440613026,0.0085714285714285,0.0,170.0,170.0,,,,,,,,
Bryce Young,QB,CAR,24.0,5.0,Active,3.0,9228,,,38475bfa-9773-4c3b-9157-a0dbd576fa22,00-0039150,2403.0,15.0,249.0,6.0,43.0,0.0,0.0,0.0,0.0,3011.0,23.0,216.0,2.0,54.0,0.0,0.0,0.0,0.0,0.8671428571428572,,0.9675,,168.6,168.6,154.0,9.0,2 out of 5 stars,248.6,280.074,17.502889575107375,297.5768895751074,297.5768895751074
Terrance Ferguson,TE,LAR,23.0,11.0,Active,1.0,12487,,,fdfc7b8e-a202-4459-91f8-be6e053e5d29,00-0040737,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,11.0,231.0,3.0,25.0,,,0.3671428571428571,0.0430292598967297,168.4,168.4,241.0,11.0,4 out of 5 stars,109.3,109.24,11.35760779892373,120.59760779892372,120.59760779892372
,DEF,DAL,,14.0,,,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronnie Bell,WR,NO,26.0,8.0,Active,3.0,10221,,,ba06804a-b84c-408a-8ef6-5226d8424479,00-0038647,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,1.0,4.0,0.19,0.0116959064327485,0.285,0.0070796460176991,170.0,170.0,470.0,15.0,3 out of 5 stars,,,,,
Josh Oliver,TE,MIN,29.0,6.0,Active,7.0,5973,3921690.0,31901.0,dc83f7af-7b30-4c4a-9c93-f67bd8db954b,00-0035249,0.0,0.0,0.0,0.0,0.0,22.0,258.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,15.0,160.0,4.0,19.0,0.5546666666666666,0.0541586073500967,0.458,0.0405982905982906,170.0,170.0,425.0,15.0,4 out of 5 stars,52.1,52.16,5.735489165994752,57.895489165994746,57.895489165994746
Jordan Mason,RB,MIN,27.0,6.0,Active,4.0,8408,,,af9f7390-ca80-11ec-97ae-e1573849d1a6,00-0037525,0.0,0.0,789.0,3.0,153.0,11.0,91.0,0.0,14.0,0.0,0.0,758.0,6.0,159.0,14.0,51.0,0.0,16.0,0.4866666666666666,0.0272904483430799,0.4275,0.0341880341880341,150.4,150.4,128.0,9.0,4 out of 5 stars,132.1,132.16,30.250171152669804,162.6190825411077,162.4101711526698
Luke McCaffrey,WR,WAS,25.0,7.0,Active,2.0,11650,,,5cfd82f8-9e73-48d7-914e-9051ff52d67d,00-0039355,0.0,0.0,0.0,0.0,0.0,18.0,168.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,11.0,203.0,3.0,15.0,0.3658823529411764,0.0476190476190476,0.3166666666666666,0.0347222222222222,170.0,170.0,333.0,13.0,2 out of 5 stars,42.9,42.900000000000006,4.184709456429535,47.08470945642954,47.08470945642954
Jake Elliott,K,PHI,31.0,10.0,Active,9.0,4195,3050478.0,30266.0,059e5bb7-1842-4558-9aaf-77c352a21216,00-0033787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,169.2,169.2,374.0,14.0,5 out of 5 stars,119.8,35.900000000000006,99.81568088033012,135.71568088033013,135.71568088033013
Caleb Douglas,WR,MIA,22.0,6.0,Active,0.0,13296,,,9e86188e-bdd6-4ba4-af4b-9cfe7f38e159,DOU210628,,,,,,,,,,,,,,,,,,,,,,,170.2,170.2,347.0,14.0,3 out of 5 stars,91.8,91.55,10.971625663176912,102.5216256631769,102.5216256631769
Rico Dowdle,RB,PIT,28.0,9.0,Active,6.0,7021,4038815.0,33100.0,bba755a2-63b6-4ac1-b806-0609816135de,00-0036139,0.0,0.0,1079.0,2.0,235.0,39.0,249.0,3.0,49.0,0.0,0.0,1076.0,6.0,236.0,39.0,297.0,1.0,50.0,0.575,0.0787781350482315,0.5605882352941176,0.1041666666666666,101.3,101.3,88.0,7.0,2 out of 5 stars,184.5,184.53,40.62633798931317,215.92581884939472,225.15633798931316
Mason Tipton,WR,NO,25.0,8.0,Active,2.0,11895,,,91918b20-0572-11ef-96c1-f73e6ad39631,00-0039623,0.0,0.0,0.0,0.0,0.0,14.0,99.0,0.0,26.0,0.0,0.0,18.0,0.0,4.0,11.0,76.0,0.0,17.0,0.4909090909090909,0.0502901353965183,0.3021428571428571,0.0300884955752212,170.0,170.0,,,,11.1,11.61,1.7278630133888435,13.337863013388844,13.337863013388844
Roman Wilson,WR,PIT,25.0,9.0,Active,2.0,11630,,,43563ab6-46b9-44d3-aaf2-bc1eb4d1f8d1,00-0039739,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,12.0,166.0,2.0,21.0,0.07,,0.3307692307692307,0.0402298850574712,170.0,170.0,480.0,16.0,3 out of 5 stars,,,,,
Tyler Huntley,QB,BAL,28.0,13.0,Active,6.0,7083,4035671.0,32993.0,7c226f73-a59f-4db6-ad98-2766d05d4d5a,00-0035993,829.0,3.0,135.0,2.0,26.0,0.0,0.0,0.0,0.0,426.0,2.0,151.0,0.0,24.0,0.0,0.0,0.0,0.0,0.934,,0.5940000000000001,,170.0,170.0,,,,10.6,11.702000000000002,0.8759877568512365,12.577987756851238,12.577987756851238
Caleb Lohner,TE,DEN,24.0,10.0,Active,1.0,12735,,,88a09f4b-3cc1-4e70-bf4c-9b1503ecb89f,00-0040240,,,,,,,,,,,,,,,,,,,,,,,170.0,170.0,,,,,,,,
George Pickens,WR,DAL,25.0,14.0,Active,4.0,8137,,,018e8f25-54e5-44f1-967a-7ff237f1c52f,00-0037247,0.0,0.0,-6.0,0.0,2.0,59.0,900.0,3.0,103.0,0.0,0.0,0.0,0.0,0.0,93.0,1429.0,9.0,137.0,0.8021428571428572,0.2239130434782608,0.8111764705882354,0.2257001647446458,27.6,27.6,16.0,3.0,2 out of 5 stars,252.4,252.31000000000003,28.831396380275116,264.198925087175,281.1413963802751
Alexander Mattison,RB,,27.0,,Active,7.0,5987,4048244.0,31934.0,ae4faec0-509d-4080-b5cb-d1a44d062858,00-0034972,0.0,0.0,420.0,4.0,132.0,36.0,294.0,1.0,48.0,,,,,,,,,,0.4907142857142857,0.081081081081081,,,170.0,170.0,,,,,,,,
Treylon Burks,WR,WAS,26.0,7.0,Active,4.0,8135,,,45763342-0208-46ab-a5d2-6c6e4ff66b66,00-0037742,0.0,0.0,1.0,0.0,2.0,4.0,34.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,130.0,1.0,22.0,0.474,0.0157790927021696,0.6012500000000001,0.0509259259259259,170.0,170.0,376.0,14.0,2 out of 5 stars,44.8,44.95,5.016412926200086,49.96641292620009,49.96641292620009
Tommy Tremble,TE,CAR,26.0,5.0,Active,5.0,7694,,,cbee2fd3-e5f2-4316-bffd-531f1873f032,00-0037005,0.0,0.0,0.0,0.0,0.0,23.0,234.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,27.0,249.0,2.0,37.0,0.6725,0.0617760617760617,0.6011764705882353,0.0770833333333333,169.9,169.9,391.0,14.0,2 out of 5 stars,63.4,63.61,7.936447068220902,71.5464470682209,71.5464470682209
Tucker Kraft,TE,GB,25.0,11.0,Active,3.0,9484,,,3a084c5f-6b9f-4703-a0c7-1566bc4b1129,00-0038996,0.0,0.0,6.0,0.0,3.0,50.0,707.0,7.0,70.0,0.0,0.0,3.0,0.0,1.0,32.0,489.0,6.0,44.0,0.8576470588235294,0.1508620689655172,0.86,0.0956521739130434,108.3,108.3,68.0,6.0,2 out of 5 stars,168.4,168.5,18.481954924931618,181.655466001254,186.9819549249316
Jake Haener,QB,,27.0,,Active,3.0,10215,,,70376919-8220-4128-a089-72d5b10f2346,00-0038998,226.0,1.0,22.0,0.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.16125,,,,170.0,170.0,,,,,,,,
Theo Johnson,TE,NYG,25.0,8.0,Active,2.0,11597,,,a5d4bb1d-c130-47c2-808a-2dd1f85005fb,00-0039847,0.0,0.0,0.0,0.0,0.0,29.0,331.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,45.0,528.0,5.0,74.0,0.8416666666666667,0.0776173285198556,0.8673333333333333,0.147117296222664,170.1,170.1,250.0,12.0,3 out of 5 stars,76.4,76.43999999999998,8.746953994203292,85.18695399420328,85.18695399420328
John Kelly,RB,,28.0,,Active,7.0,5076,3915381.0,31145.0,27156b0b-e82d-4d02-8a04-ca1891d77110,00-0034808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,170.0,170.0,,,,,,,,
Braelon Allen,RB,NYJ,22.0,13.0,Active,2.0,11576,,,d7f72deb-c1e2-47a2-b651-887f0e33dc44,00-0039794,0.0,0.0,334.0,2.0,92.0,19.0,148.0,1.0,27.0,0.0,0.0,76.0,1.0,18.0,2.0,17.0,0.0,3.0,0.26,0.0458404074702886,0.2325,0.0063559322033898,170.1,170.1,164.0,10.0,3 out of 5 stars,91.4,91.66,20.187617530097636,111.84761753009764,111.84761753009764
Elijah Moore,WR,PHI,26.0,10.0,Active,5.0,7596,,,b1935e20-6bd6-4863-8d7e-702ec403491f,00-0036980,0.0,0.0,1.0,0.0,1.0,61.0,538.0,1.0,102.0,0.0,0.0,24.0,1.0,6.0,9.0,112.0,0.0,17.0,0.7570588235294117,0.1608832807570978,0.3144444444444444,0.0354906054279749,170.0,170.0,461.0,15.0,4 out of 5 stars,,,,,
Garrett Wilson,WR,NYJ,25.0,13.0,Active,4.0,8146,,,68d72fe0-79b2-4fdb-afd5-6c79676e77f3,00-0037740,0.0,0.0,5.0,0.0,2.0,101.0,1104.0,7.0,153.0,0.0,0.0,0.0,0.0,0.0,36.0,395.0,4.0,59.0,0.9629411764705884,0.2597623089983022,0.87,0.125,38.4,38.4,28.0,4.0,4 out of 5 stars,245.6,245.08,30.2142197249684,257.445251423068,275.2942197249684
Mike Boone,RB,,30.0,,Active,7.0,5209,3139033.0,31228.0,9424475a-fba7-4bfd-b79c-f372ad28082a,00-0034208,0.0,0.0,51.0,0.0,13.0,1.0,-2.0,0.0,3.0,,,,,,,,,,0.12,0.0057915057915057,,,170.0,170.0,,,,,,,,
