full_name,position,team,age,bye_week,status,years_exp,player_id,espn_id,yahoo_id,sportradar_id,gsis_id
Brett Rypien,QB,,29.0,,Active,7.0,6037,3722362.0,32221.0,9ab44516-2a26-4049-b630-66539c7a5dfd,00-0034955
Elic Ayomanor,WR,TEN,23.0,,Active,1.0,12499,,,6c773a16-1a93-4845-a519-d56c85e0090f,00-0040170
Blake Whiteheart,TE,CLE,26.0,,Active,3.0,11201,,,9a8395a0-e900-11ed-9cad-a989770811a8,00-0038710
Zavier Scott,RB,MIN,26.0,,Active,3.0,11299,,,3b133980-eb9a-11ed-8b52-a11a185238e2,00-0038440
Jahmyr Gibbs,RB,DET,24.0,,Active,3.0,9221,,,fef9457e-6497-47de-9bf2-cc3b95929375,00-0039139
Jared Goff,QB,DET,31.0,,Active,10.0,3163,3046779.0,29235.0,aba8f925-ffbf-4654-bfa7-a25d3d237494,00-0033106
Cooper Kupp,WR,SEA,33.0,,Active,9.0,4039,2977187.0,30182.0,2806e915-c46f-492f-8a29-71d3a85e5620,00-0033908
Trey Lance,QB,LAC,26.0,,Active,5.0,7610,,,676a508c-c65f-404a-a2b0-f861a4bfd072,00-0037012
Jack Bech,WR,LV,23.0,,Active,1.0,12483,,,01079767-a3a3-437d-b935-ea0ecb1fe68b,00-0040729
,DEF,NO,,,,,NO,,,,
Brevin Jordan,TE,HOU,25.0,,Active,5.0,7568,,,8ffb5c07-4aa1-4796-b1ab-30c1ab0ccc4c,00-0036556
Foster Moreau,TE,HOU,29.0,,Active,7.0,5985,3843945.0,31969.0,9c3a67fd-5c6e-4689-9e08-9ff6d4db6c9a,00-0034981
,DEF,GB,,,,,GB,,,,
DJ Turner,WR,,28.0,,Active,5.0,7989,,,1624b5cf-0032-4093-af56-e4dea4f64149,00-0036527
Derius Davis,WR,LAC,25.0,,Active,3.0,10234,,,21bf2521-3382-4e62-8249-a083435595b3,00-0038573
Feleipe Franks,TE,CAR,28.0,,Active,5.0,7531,,,79a849be-0552-4da9-89ff-11d20a7a764a,00-0036825
Cam Little,K,JAX,22.0,,Active,2.0,11786,,,42d90cdf-5494-4576-bc1e-4b5d3de99f5f,00-0039409
Jameson Williams,WR,DET,25.0,,Active,4.0,8148,,,590adb00-5598-47ad-b6d4-16a6c5519847,00-0037240
Cedric Tillman,WR,CLE,26.0,,Active,3.0,10444,,,148330d9-5182-4b58-b695-8067aaba4731,00-0038979
Darnell Mooney,WR,NYG,28.0,,Active,6.0,7090,4040655.0,32843.0,bafe8df1-66b5-4200-8fb3-ff188c25a4e2,00-0036309
Dee Eskridge,WR,,28.0,,Active,5.0,7612,,,4a76219c-34b8-4cfe-81ab-2bb011368367,00-0036620
George Kittle,TE,SF,32.0,,Active,9.0,4217,3040151.0,30259.0,2ada91b0-036e-454f-83c3-6d939ff584a9,00-0033288
Moliki Matavao,TE,NO,23.0,,Active,1.0,12480,,,140c137e-69f7-40a9-a92c-42e331b04109,00-0040244
Gary Brightwell,RB,CIN,28.0,,Active,5.0,7529,,,94bde2c7-7229-4bf0-a545-5950cf3c7927,00-0036569
Marvin Harrison,WR,ARI,23.0,,Active,2.0,11628,,,e8da21a8-796d-48a2-b644-57d08983ae01,00-0039849
Cameron Latu,TE,PHI,26.0,,Active,3.0,10210,,,3763a2ec-ee98-4cf4-9aa7-ee626057c56f,00-0038564
Jameis Winston,QB,NYG,32.0,,Active,11.0,2306,2969939.0,28389.0,fb3b36fc-b985-4807-8199-d038d7e62a93,00-0031503
Keenan Allen,WR,,33.0,,Active,13.0,1479,15818.0,26699.0,5f424505-f29f-433c-b3f2-1a143a04a010,00-0030279
Nick Vannett,TE,,33.0,,Active,10.0,3258,2576399.0,29328.0,c731aa8a-778b-4ccd-a19f-517eb66f47b7,00-0032394
Justin Tucker,K,,35.0,,Active,13.0,1264,15683.0,26534.0,20a0bad2-d530-4ff4-a2df-5c0a21a1f5db,00-0029597
Taysom Hill,TE,,35.0,,Active,9.0,4381,2468609.0,30614.0,3c8a55dd-20a8-4375-b711-49eb5e6e1d0e,00-0033357
Reggie Gilliam,RB,NE,28.0,,Active,6.0,7204,4039505.0,33357.0,4475bb8a-b5a6-4527-bfc7-8e7e03900984,00-0036187
Jared Wiley,TE,KC,25.0,,Active,2.0,11595,,,a952a370-a43f-45ec-8371-0665f0b9551e,00-0039824
Trevor Etienne,RB,CAR,21.0,,Active,1.0,12531,,,39e2d13c-0fb7-465f-ad8b-0b4bb73e1124,00-0040644
Patrick Taylor,RB,SF,28.0,,Active,6.0,6963,4039358.0,33235.0,ef87e355-8e0c-40ed-a85d-bca4896d4f1e,00-0035973
Jha'Quan Jackson,WR,HOU,26.0,,Active,2.0,11808,,,bcb054df-47e9-411c-8c9d-eef1a9a25487,00-0039392
Arian Smith,WR,NYJ,24.0,,Active,1.0,12539,,,8c7c7f4c-f8cc-4e02-aa0f-f794a1afd6ae,00-0040582
Dan Chisena,WR,CAR,29.0,,Active,6.0,7357,3929637.0,33023.0,92529995-41e9-48db-b429-c96540ad357b,00-0035976
Albert Okwuegbunam,TE,LV,28.0,,Active,6.0,6843,4035115.0,32788.0,617aee8a-70be-4bdf-9a71-2e2b74e647e6,00-0036423
Tyreik McAllister,RB,,27.0,,Active,3.0,8749,,,2a77de20-d253-11ec-b16e-cf7159baf83d,00-0037450
Jonathan Ward,RB,,28.0,,Active,6.0,7087,4039274.0,33088.0,1dc6b133-355f-451e-856f-d02839681578,00-0035924
Brittain Brown,RB,CHI,28.0,,Active,4.0,8423,,,387c8819-5892-4528-ac33-0ec72b24cc2f,00-0037329
Brock Purdy,QB,SF,26.0,,Active,4.0,8183,,,d5aef708-ad61-4ab8-a637-62ff96e92040,00-0037834
Russell Wilson,QB,,37.0,,Active,14.0,1234,14881.0,25785.0,409d4cac-ee90-4470-9710-ebe671678339,00-0029263
Dont'e Thornton,WR,LV,23.0,,Active,1.0,12541,,,483606b2-c0c9-4da2-8fcf-73d2615756c7,00-0040581
Dominic Lovett,WR,DET,23.0,,Active,1.0,12732,,,fb855b6b-16ca-4224-8e05-bcd9e51e7230,00-0040241
Brock Wright,TE,DET,27.0,,Active,5.0,7891,,,8f182089-7730-499e-8f2e-87bda32debfb,00-0036754
Brevyn Spann-Ford,TE,DAL,26.0,,Active,2.0,11593,,,efc8d800-072b-11ef-892f-5b772aae3c25,00-0039530
Quinshon Judkins,RB,CLE,22.0,,Active,1.0,12512,,,268c6ae2-278b-49f8-b7cd-b367944412f3,00-0040784
Jordan Watkins,WR,SF,24.0,,Active,1.0,12634,,,bd65c350-6044-415a-8749-e70a3b8f86e2,00-0040172
Terrace Marshall,WR,MIA,26.0,,Active,5.0,7565,,,69388223-d1e7-46c3-9106-e10edb7073e9,00-0036955
Shedrick Jackson,WR,LV,26.0,,Active,3.0,11257,,,4ee53be0-eacb-11ed-bff4-2305d99deffc,00-0038891
Robert Woods,WR,,33.0,,Active,12.0,1352,15880.0,26664.0,618bedee-9259-4536-b0ff-fec98d2a20de,00-0030431
Trayveon Williams,RB,,28.0,,Active,7.0,6144,4035222.0,32014.0,478fcd24-2617-41d5-a900-b272aa6ef515,00-0035291
Connor Heyward,TE,LV,27.0,,Active,4.0,8181,,,62e96d7c-e4dd-4a90-8c3a-8017eb69120d,00-0037304
Kenneth Walker,RB,KC,25.0,,Active,4.0,8151,,,22ee9bac-a64c-4d44-94fc-51d775465b3b,00-0038134
Dalton Kincaid,TE,BUF,26.0,,Active,3.0,10236,,,b961fa15-0676-4948-b95f-56d06319d40e,00-0038933
Odell Beckham,WR,NYG,33.0,,Active,12.0,2078,16733.0,27540.0,354dec38-b88b-4ba0-8974-859123f27c45,00-0031235
Cam Grandy,TE,CIN,26.0,,Active,2.0,12062,,,8e6c6eb0-0725-11ef-b490-715b3492492e,00-0039631
Amon-Ra St. Brown,WR,DET,26.0,,Active,5.0,7547,,,26ef0447-29b8-4dd1-9831-dcbf8132bb74,00-0036963
Jacob Kibodi,RB,,26.0,,Active,1.0,11900,,,228811b0-0575-11ef-8434-0f5c1f2e1cb4,00-0039617
Chris Oladokun,QB,KC,28.0,,Active,4.0,8413,,,7078cdfc-032b-4f85-8b4b-720f926ba1cb,00-0037324
Dylan Drummond,WR,ATL,26.0,,Active,3.0,11474,,,e34c6990-f35c-11ed-ac5f-715e78829103,00-0038953
Coleman Owen,WR,IND,25.0,,Active,1.0,12829,,,a9afb800-23ba-11f0-aa7d-833b948e6c02,00-0040352
Konata Mumpfield,WR,LAR,23.0,,Active,1.0,12718,,,ccb6d700-ac74-4f6b-9f86-d1aa74d0c318,00-0040590
Luke Musgrave,TE,GB,25.0,,Active,3.0,9481,,,77a4fb49-3c6c-4aa1-8a21-20956e2d2240,00-0039144
Dameon Pierce,RB,PHI,26.0,,Active,4.0,8129,,,5d4ef6da-a6b5-4d9c-adc0-28dfdbe9315e,00-0037258
Greg Joseph,K,,31.0,,Active,7.0,5272,3975763.0,31538.0,a2aab80d-174c-4639-beac-e2b70bb3625f,00-0034450
MarShawn Lloyd,RB,GB,25.0,,Active,2.0,11581,,,7b8967bc-a3a5-4aa4-bd1f-2846663ca831,00-0039811
Jordan Akins,TE,,33.0,,Active,8.0,5032,3128452.0,31068.0,0cb5a32a-a340-4671-ba2a-93f5fa6aee8d,00-0034364
Zay Jones,WR,,30.0,,Active,9.0,4080,3059722.0,30150.0,a28f7368-0306-4d20-855f-285a1a09c09c,00-0033891
Samaje Perine,RB,CIN,30.0,,Active,9.0,4147,3116389.0,30227.0,e601812f-ce24-4e99-bee0-e33c1e9014e4,00-0033526
Brady Cook,QB,NYJ,24.0,,Active,1.0,12538,,,4916c770-2501-11f0-aed8-c154e65d4269,00-0040398
Kene Nwangwu,RB,NYJ,28.0,,Active,5.0,7720,,,482c1032-765a-48d3-b46e-b47a809dbee4,00-0036842
Jalen Virgil,WR,BUF,27.0,,Active,4.0,8416,,,aa8d3730-d254-11ec-b16e-cf7159baf83d,00-0037387
J.J. Taylor,RB,,27.0,,Active,5.0,6973,4039607.0,33028.0,879325b1-c961-4c9a-a3a4-679d77a28293,00-0036096
Jaylin Noel,WR,HOU,23.0,,Active,1.0,12536,,,c4bab22e-a89a-41f6-b03a-07073a72f41b,00-0040138
Eric Gray,RB,NYG,26.0,,Active,3.0,10223,,,dcc536c1-36f2-4e34-8028-ccf32d930018,00-0038396
Kenny Yeboah,TE,ARI,27.0,,Active,5.0,7597,,,990c2825-ca25-4da9-9966-269363a9bb91,00-0036510
Pat Bryant,WR,DEN,23.0,,Active,1.0,12492,,,2858209e-4aa7-4539-9901-99a4d881229c,00-0040134
Cole Kmet,TE,CHI,27.0,,Active,6.0,6826,4258595.0,32713.0,036feeb6-9a22-43c5-a8e3-7ac611d8ff49,00-0036290
Tetairoa McMillan,WR,CAR,23.0,,Active,1.0,12526,,,874de000-586c-4999-ac12-02766563e200,00-0040124
Blake Grupe,K,IND,27.0,,Active,3.0,11058,,,2a1d4ce0-e6f6-11ed-abca-c7a3a205e21d,00-0038905
Malik Heath,WR,ATL,25.0,,Active,3.0,11210,,,c0fccfb0-e907-11ed-8194-c7505aa5766b,00-0038465
Sal Cannella,TE,,29.0,,Active,3.0,8089,,,57df4c36-e48c-45a4-a1ae-f6e86bf5d21e,00-0037015
Marcedes Lewis,TE,,41.0,,Active,20.0,111,9614.0,7777.0,9c21e9af-681c-41ef-9b00-fbc9e1668ed1,00-0024243
Ben Yurosek,TE,MIN,24.0,,Active,1.0,13121,,,1f3d48b0-2629-11f0-9dca-47cf7c5385b0,00-0040509
Gabe Davis,WR,,26.0,,Active,6.0,6943,4243537.0,32798.0,dc397432-7157-4ce4-976d-b9662cc6f551,00-0036196
Wil Lutz,K,DEN,31.0,,Active,10.0,3678,2985659.0,29754.0,c4cf84d0-6022-4ac1-a9ba-85587921c53f,00-0032569
Bo Nix,QB,DEN,26.0,,Active,2.0,11563,,,f056c8ed-6ee5-492c-af11-3f7e3d97195c,00-0039732
Stefon Diggs,WR,,32.0,,Active,11.0,2449,2976212.0,28534.0,a1c40664-b265-4083-aad2-54b4c734f2c5,00-0031588
Kenneth Gainwell,RB,TB,27.0,,Active,5.0,7567,,,e2a5882a-dcc1-4800-889f-3b957b21834f,00-0036919
Travis Etienne,RB,NO,27.0,,Active,5.0,7543,,,970693f0-0af4-4627-ac0c-bf519f7433ee,00-0036973
Drew Sample,TE,CIN,30.0,,Active,7.0,6001,3127310.0,31884.0,15a4f552-ecaf-45bd-9006-aa5dda93bee6,00-0035631
Ben Skowronek,WR,PIT,28.0,,Active,5.0,7757,,,5521ba64-e615-4d50-b9bf-490498571ac7,00-0036862
Stone Smartt,TE,PHI,27.0,,Active,4.0,8583,,,6ee105f0-ca2e-11ec-be96-e90abdfa0fef,00-0037475
Tyjae Spears,RB,TEN,25.0,,Active,3.0,9508,,,af71f149-7758-40b7-973a-9fe6320cf4f5,00-0039032
Rasheen Ali,RB,BAL,25.0,,Active,2.0,11570,,,9aeb79b0-e55b-4341-8c6b-233971b667a7,00-0039796
Kyle Monangai,RB,CHI,24.0,,Active,1.0,12534,,,6edec23b-f938-40f7-a151-1db5374880dd,00-0040236
Ronnie Rivers,RB,LAR,27.0,,Active,4.0,8195,,,246db560-cb4e-11ec-a667-6354702e3fca,00-0037557
Trent Taylor,WR,,31.0,,Active,9.0,4218,3040569.0,30290.0,3e2e74e9-18a8-4275-9437-b275db27e2ff,00-0033292
Tanner Conner,TE,NYG,28.0,,Active,4.0,8849,,,4f2ecf70-d3b2-11ec-96a0-c3471a31202c,00-0037348
Desmond Ridder,QB,,26.0,,Active,4.0,8159,,,6bf35760-217c-401d-b80b-2ae7cc5d7564,00-0038122
Teddy Bridgewater,QB,DET,33.0,,Active,12.0,2152,16728.0,27560.0,d4cb52a9-f6b4-42ed-b40b-27bff5f1eea7,00-0031237
Eddy Pineiro,K,SF,30.0,,Active,8.0,5189,4034949.0,31482.0,1c50997f-c56e-47f9-a750-33ab100ed28b,00-0034173
Gage Larvadain,WR,CLE,24.0,,Active,1.0,13101,,,a514f5d0-260d-11f0-81c1-eb0abefb169c,00-0040259
Brian Thomas,WR,JAX,23.0,,Active,2.0,11631,,,271a233e-68b3-4261-a3aa-7667eaf9d3cc,00-0039893
David Montgomery,RB,HOU,29.0,,Active,7.0,5892,4035538.0,31905.0,1c9e1cd5-8cb1-4a15-a2c8-3a0c0fd5423c,00-0035685
Scotty Miller,WR,CHI,28.0,,Active,7.0,6290,3914397.0,32040.0,85e18d5f-8a3f-4b6c-88fe-dfdaaed5554e,00-0035298
Darius Cooper,WR,PHI,24.0,,Active,1.0,13150,,,2aa4ddb0-2775-11f0-9d31-3b5afe6c6d5f,00-0040024
Jonathon Brooks,RB,CAR,22.0,,Active,2.0,11583,,,5c842941-844b-4f6a-bce4-26b377146674,00-0039344
Kyle Allen,QB,BUF,30.0,,Active,8.0,5127,3115293.0,31301.0,d2023f5b-f73b-43ad-a816-f10dadfdfaed,00-0034577
Tory Horton,WR,SEA,23.0,,Active,1.0,12497,,,66dd47a3-fb5d-434f-a580-b2069e2904f8,00-0040648
Dylan Sampson,RB,CLE,21.0,,Active,1.0,12469,,,6ea71d26-623a-4178-a93a-215678244902,00-0040162
Ross Dwelley,TE,,30.0,,Active,8.0,5285,3120303.0,31329.0,70473218-5ae3-47b4-86fd-151e68f1e8b9,00-0034073
David Moore,WR,CAR,31.0,,Active,9.0,4274,4212909.0,30339.0,aecc1809-4628-4c3a-8b2b-c8f2858d2492,00-0033589
Zack Moss,RB,,27.0,,Active,5.0,6845,4035676.0,32756.0,d8fef424-aa41-4c26-9bce-1265b53cd5e2,00-0036251
Jelani Woods,TE,NYJ,27.0,,Active,4.0,8219,,,321af8f8-b4de-4ed2-a86f-7f97a85a13d4,00-0037755
,DEF,MIA,,,,,MIA,,,,
Charlie Woerner,TE,ATL,28.0,,Active,6.0,7075,4035020.0,32860.0,527dfee0-a242-4dc7-830a-ab7028308259,00-0036429
Gunnar Helm,TE,TEN,23.0,,Active,1.0,12502,,,beb69cba-f240-43ed-88d3-50d066cf55d4,00-0040584
Rashod Bateman,WR,BAL,26.0,,Active,5.0,7571,,,d9f8b92b-69d4-4d83-9bf2-106ee523efed,00-0036550
Kendric Pryor,WR,CIN,28.0,,Active,4.0,8783,,,73f7ecc0-d2ee-11ec-96a0-c3471a31202c,00-0037422
River Cracraft,WR,,31.0,,Active,9.0,4854,3052056.0,30955.0,6124c4d4-337b-4926-b3f8-d2feb1c16fa9,00-0034054
Jacoby Jones,WR,WAS,24.0,,Active,1.0,13120,,,8f191b60-2628-11f0-a704-37f5177ae09e,00-0040317
Jase McClellan,RB,,23.0,,Active,1.0,11590,,,a23f5b88-d1a4-4321-8df9-425b9a1c1696,00-0039393
Ainias Smith,WR,CAR,25.0,,Active,2.0,11615,,,83a78cfb-5e71-4131-b706-3661bb6396e1,00-0039747
Xavier Gipson,WR,NYG,25.0,,Active,3.0,11306,,,840a7940-ebaa-11ed-a11b-41cbcb1c4445,00-0038496
Terry McLaurin,WR,WAS,30.0,,Active,7.0,5927,3121422.0,31908.0,7e8c4641-2beb-4213-ba22-69fe0307005f,00-0035659
Aaron Jones,RB,MIN,31.0,,Active,9.0,4199,3042519.0,30295.0,27dd5b6e-ea65-4622-a6b4-460fd144407c,00-0033293
Christian Kirk,WR,SF,29.0,,Active,8.0,4950,3895856.0,31017.0,ebcd87ce-218c-4144-810b-921c2f59d6e8,00-0034775
Raheim Sanders,RB,CLE,24.0,,Active,1.0,12472,,,09b7c5d0-23ca-11f0-97f8-1902f784caec,00-0040466
Jalen Coker,WR,CAR,24.0,,Active,2.0,11646,,,67977ab0-070b-11ef-978d-05d80704d329,00-0039491
Kendrick Bourne,WR,ARI,30.0,,Active,9.0,4454,3045523.0,30551.0,5aba3610-ab55-4922-ac46-806ded5eb8bf,00-0033307
Mason Taylor,TE,NYJ,22.0,,Active,1.0,12498,,,07d2be51-73c2-4f26-81d5-bc6e9b88bff2,00-0040736
Cam Skattebo,RB,NYG,24.0,,Active,1.0,12481,,,e1f0c72d-f4d0-4c24-93a4-8a12b9a2efd2,00-0040715
Xavier Hutchinson,WR,HOU,26.0,,Active,3.0,10218,,,aed98af2-b228-4b74-a804-2d210bd11122,00-0038618
David Sills,WR,TB,30.0,,Active,7.0,6154,3871102.0,32418.0,97f6c20c-1110-4551-82c1-41d3247397a2,00-0035359
DeeJay Dallas,RB,JAX,27.0,,Active,6.0,6931,4240631.0,32814.0,48ef5bfa-7b91-4ed1-ad12-e94c0bc101c2,00-0036425
Jordan Whittington,WR,LAR,25.0,,Active,2.0,11623,,,7cc58a3b-157a-4f43-a7de-5bc403f9ce6b,00-0039751
Ian Thomas,TE,LV,30.0,,Active,8.0,4995,4045305.0,31071.0,ed8a8fd2-df67-45e7-a34f-984afb82f6ea,00-0034365
Tank Bigsby,RB,PHI,23.0,,Active,3.0,9225,,,2034916c-8062-46e3-8d0c-d0dec694e2d1,00-0038555
,DEF,DET,,,,,DET,,,,
Joe Mixon,RB,,29.0,,Active,9.0,4018,3116385.0,30161.0,7797f36e-87e8-4282-b6d2-bdb1774fc3b3,00-0033897
AJ Barner,TE,SEA,24.0,,Active,2.0,11603,,,e96127b4-d381-43d4-b0ae-8790c706756f,00-0039793
,DEF,BUF,,,,,BUF,,,,
Kendre Miller,RB,NO,24.0,,Active,3.0,9757,,,66627686-34fe-4599-84ac-e436fd7d798a,00-0038551
Joshua Palmer,WR,BUF,26.0,,Active,5.0,7670,,,857fcc59-10e8-4194-bd7d-41bc5f72a47f,00-0036988
Rhamondre Stevenson,RB,NE,28.0,,Active,5.0,7611,,,6260e78a-64e2-4f7e-9bf8-39948a17a370,00-0036875
Kyle Williams,WR,NE,23.0,,Active,1.0,12547,,,3aa9330e-5201-4e99-ba55-0102f76bfe05,00-0040131
Kyren Williams,RB,LAR,25.0,,Active,4.0,8150,,,19d44771-8f1d-4127-9b7d-230da137f15d,00-0037840
,DEF,PHI,,,,,PHI,,,,
Romeo Doubs,WR,NE,26.0,,Active,4.0,8121,,,5f559fde-3a5f-4df6-99a2-cd1a4b103c68,00-0037816
Hassan Haskins,RB,,26.0,,Active,4.0,8123,,,f3a50b5d-0197-4ae8-b5a5-bb54484b8941,00-0037617
Carson Wentz,QB,MIN,33.0,,Active,10.0,3161,2573079.0,29236.0,e9a5c16b-4472-4be9-8030-3f77be7890cb,00-0032950
Pat Freiermuth,TE,PIT,27.0,,Active,5.0,7600,,,04f0fefe-9d9d-44f5-94ea-6df2a42df3c6,00-0036894
Dareke Young,WR,LV,27.0,,Active,4.0,8527,,,2da144c9-7845-4199-bcc1-48405c14d436,00-0037093
Emari Demercado,RB,KC,27.0,,Active,3.0,11199,,,44b4cbf0-e8fe-11ed-bc6e-a5c4d3ccbdd1,00-0038705
Javon Baker,WR,,23.0,,Active,2.0,11645,,,901992cc-f4b7-45e8-800e-c2dce6ae5199,00-0039853
Theo Wease,WR,MIA,24.0,,Active,1.0,12860,,,277f6ff0-2442-11f0-ac20-e1591f73b631,00-0040311
Philip Rivers,QB,,44.0,,Active,22.0,331,5529.0,6763.0,e47706c7-e14d-41fb-b13b-83a835a1f3bc,00-0022942
Dillon Gabriel,QB,CLE,25.0,,Active,1.0,12486,,,299d4fe8-188c-43d1-95d3-8a8f103da5c5,00-0040704
Josh Whyle,TE,GB,26.0,,Active,3.0,10212,,,601467c7-b593-472d-a147-b8e7bfdbe990,00-0038589
Travis Vokolek,TE,ARI,27.0,,Active,3.0,11381,,,1d1eb430-f01e-11ed-97df-a94b89ac5704,00-0038456
Malik Willis,QB,MIA,27.0,,Active,4.0,8161,,,55aefcf9-4dfb-4994-883f-4d537a6f1ddb,00-0038128
DJ Chark,WR,,28.0,,Active,7.0,4951,3115394.0,31031.0,c2a7bd8a-d141-423a-8810-0988a59ff0b4,00-0034777
Sione Vaki,RB,DET,24.0,,Active,2.0,11729,,,f5e0334b-b5f1-422f-a437-199c36cc108d,00-0039364
Jaylen Warren,RB,PIT,27.0,,Active,4.0,8228,,,7e397190-ca24-11ec-9f1c-b7114d38a85b,00-0037228
Spencer Rattler,QB,NO,25.0,,Active,2.0,11562,,,e0eecf78-86b2-4ee8-8ac9-d7713a138765,00-0039376
Ty Chandler,RB,NO,28.0,,Active,4.0,8230,,,a0833a94-60ce-4a3a-a32a-d067fe7b253d,00-0037276
Gardner Minshew,QB,ARI,30.0,,Active,7.0,6011,4038524.0,32010.0,dabb52c0-455b-48fe-996b-abf758120623,00-0035289
Mike White,QB,,30.0,,Active,8.0,5089,3051381.0,31141.0,f4808328-86e9-459d-a2bc-18e90c7d211e,00-0034401
,DEF,SF,,,,,SF,,,,
Jarrett Stidham,QB,DEN,29.0,,Active,7.0,6136,3892775.0,31965.0,582fe465-135a-4901-beef-60aebce99067,00-0035264
Xavier Legette,WR,CAR,25.0,,Active,2.0,11626,,,0bb0c37c-e76b-4529-92b0-b026be4f7d6c,00-0039342
Carson Steele,RB,PHI,23.0,,Active,2.0,11582,,,56312980-07cc-11ef-ae1a-ef16ff05bbda,00-0039325
Keon Coleman,WR,BUF,23.0,,Active,2.0,11637,,,6752915f-efe5-473d-a520-78cadfab6dda,00-0039901
Justin Shorter,WR,LV,26.0,,Inactive,3.0,9489,,,0e4f0529-f178-463e-8aa6-0b8cfa3e916f,00-0038590
Frank Gore,RB,BUF,24.0,,Active,2.0,11573,,,cd4c8e90-06f7-11ef-a3ab-0317e25dec4e,00-0039471
Noah Fant,TE,NO,28.0,,Active,7.0,5857,4036131.0,31852.0,cdc98acc-9eb6-4b44-81bb-61d7b8a3b55f,00-0035644
Quinn Ewers,QB,MIA,23.0,,Active,1.0,12500,,,d89f0384-21a6-44e4-8aa6-324cb2103bf6,00-0040234
Trent Sherfield,WR,BUF,30.0,,Active,8.0,5154,3122168.0,31320.0,18ccb826-5584-4f6a-8434-cf9a3b927b0f,00-0034487
Chase Brown,RB,CIN,26.0,,Active,3.0,9224,,,d74ff06d-905d-4fed-8f98-b5f6d4549333,00-0038597
Xavier Restrepo,WR,TEN,24.0,,Active,1.0,12520,,,3ac9d7c0-2560-11f0-af22-1731557928d7,00-0040522
Bo Melton,WR,GB,27.0,,Active,4.0,8204,,,36953df8-fbc3-4505-b5b3-dec8433620dc,00-0037091
Elijah Arroyo,TE,SEA,23.0,,Active,1.0,12521,,,98bc7c8c-e6e4-4694-a0ef-d3f25274223e,00-0040739
Mark Andrews,TE,BAL,30.0,,Active,8.0,5012,3116365.0,31056.0,0618f387-9b72-4270-8b8f-dec4cccc9e4a,00-0034753
Jayden Higgins,WR,HOU,23.0,,Active,1.0,12484,,,f55444a9-ccad-4343-bb03-caca6ea3de99,00-0040130
Tylan Wallace,WR,CLE,27.0,,Active,5.0,7595,,,29269863-13cf-4c66-ac3c-5d9a47e2040a,00-0036630
Colson Yankoff,TE,WAS,26.0,,Active,2.0,11942,,,8344b150-0667-11ef-8407-311b2612bbe3,00-0039686
Austin Hooper,TE,ATL,31.0,,Active,10.0,3202,3043275.0,29315.0,90c2a93f-d837-4e1b-b57c-56648903a8db,00-0032392
Justin Jefferson,WR,MIN,27.0,,Active,6.0,6794,4262921.0,32692.0,4131d4ee-0318-4bb5-832a-4dec80668a4f,00-0036322
Tyrell Shavers,WR,BUF,26.0,,Active,3.0,11377,,,07eb12f0-f011-11ed-ac82-d7e41925e5ba,00-0038679
Michael Woods,WR,DEN,26.0,,Active,4.0,8202,,,70c462de-b1b5-4c07-8ba2-eb33f3075893,00-0037300
Chris Conley,WR,,32.0,,Active,10.0,2381,2578533.0,28464.0,bd01d907-cd57-48cb-9136-5692a4764a20,00-0032128
Ja'Tavion Sanders,TE,CAR,23.0,,Active,2.0,11600,,,ffd2ff3f-4b56-4232-be8e-bf163c29f406,00-0039356
Andy Borregales,K,NE,23.0,,Active,1.0,12713,,,80dce1ba-c997-47e6-a37e-e92fefcbdc1b,00-0040200
Myles Gaskin,RB,,28.0,,Active,6.0,5980,3886818.0,32066.0,cad49098-1523-4e52-9f50-caa3423e1bb6,00-0035311
Tanner McKee,QB,PHI,26.0,,Active,3.0,9230,,,93147c90-09c8-471d-a6b2-0b9d19739ba1,00-0038400
Durham Smythe,TE,BAL,30.0,,Active,8.0,5008,3052897.0,31093.0,7e42a22a-c47b-4387-aeeb-2cc2e76dc1d8,00-0034798
Quentin Johnston,WR,LAC,24.0,,Active,3.0,9754,,,e648bc98-bc81-44d0-8d4b-b9223c497ff4,00-0038544
,DEF,NYG,,,,,NYG,,,,
Isaiah Bond,WR,CLE,22.0,,Active,1.0,12503,,,6ceb1330-795d-11f0-aadf-fbc926339e02,00-0040782
,DEF,TEN,,,,,TEN,,,,
Adonai Mitchell,WR,NYJ,23.0,,Active,2.0,11625,,,190dbc97-2b7c-4023-b6b0-5729b854b60b,00-0039890
Cam Akers,RB,,26.0,,Active,6.0,6938,4240021.0,32722.0,74980532-8158-4b56-91db-5053878737b4,00-0036414
Jamal Agnew,WR,,30.0,,Active,8.0,4198,3061612.0,30278.0,c871b3a8-72c4-425e-a357-2de37e033c8d,00-0033572
Tahj Washington,WR,MIA,25.0,,Active,2.0,11821,,,298d990d-9fd4-4cdf-8fcd-a7c3043d17fd,00-0039884
Jaret Patterson,RB,LAC,26.0,,Active,5.0,7537,,,82996e3b-b72d-41ca-8eb1-91e462ceff85,00-0036755
DJ Giddens,RB,IND,22.0,,Active,1.0,12471,,,73ffa6e6-7fb3-4f34-a856-38bfd62cca15,00-0040179
Jordan James,RB,SF,22.0,,Active,1.0,12467,,,c16040c3-7534-4eeb-956c-8ed3be9972ec,00-0040177
Erik Ezukanma,WR,PHI,26.0,,Active,4.0,8114,,,7934c2db-a5f1-404c-a313-74a8aacd5946,00-0038092
