full_name,position,team,age,bye_week,status,years_exp,player_id,espn_id,yahoo_id,sportradar_id,gsis_id
Kyle Trask,QB,,27.0,,Active,5.0,7605,,,13038760-a019-4e2a-9aea-f13d7dce5bda,00-0036928
Nico Collins,WR,HOU,27.0,,Active,5.0,7569,,,bd56a50c-5fae-4ee2-8363-f74ae07b6887,00-0036554
Craig Reynolds,RB,,29.0,,Active,7.0,6659,4421446.0,32596.0,0deb1dc9-0945-470d-8352-220d26d03d7d,00-0035567
Bryce Young,QB,CAR,24.0,,Active,3.0,9228,,,38475bfa-9773-4c3b-9157-a0dbd576fa22,00-0039150
Terrance Ferguson,TE,LAR,23.0,,Active,1.0,12487,,,fdfc7b8e-a202-4459-91f8-be6e053e5d29,00-0040737
,DEF,DAL,,,,,DAL,,,,
Ronnie Bell,WR,NO,26.0,,Active,3.0,10221,,,ba06804a-b84c-408a-8ef6-5226d8424479,00-0038647
Josh Oliver,TE,MIN,29.0,,Active,7.0,5973,3921690.0,31901.0,dc83f7af-7b30-4c4a-9c93-f67bd8db954b,00-0035249
Jordan Mason,RB,MIN,27.0,,Active,4.0,8408,,,af9f7390-ca80-11ec-97ae-e1573849d1a6,00-0037525
Luke McCaffrey,WR,WAS,25.0,,Active,2.0,11650,,,5cfd82f8-9e73-48d7-914e-9051ff52d67d,00-0039355
Jake Elliott,K,PHI,31.0,,Active,9.0,4195,3050478.0,30266.0,059e5bb7-1842-4558-9aaf-77c352a21216,00-0033787
Rico Dowdle,RB,PIT,28.0,,Active,6.0,7021,4038815.0,33100.0,bba755a2-63b6-4ac1-b806-0609816135de,00-0036139
Mason Tipton,WR,NO,25.0,,Active,2.0,11895,,,91918b20-0572-11ef-96c1-f73e6ad39631,00-0039623
Roman Wilson,WR,PIT,24.0,,Active,2.0,11630,,,43563ab6-46b9-44d3-aaf2-bc1eb4d1f8d1,00-0039739
Tyler Huntley,QB,BAL,28.0,,Active,6.0,7083,4035671.0,32993.0,7c226f73-a59f-4db6-ad98-2766d05d4d5a,00-0035993
George Pickens,WR,DAL,25.0,,Active,4.0,8137,,,018e8f25-54e5-44f1-967a-7ff237f1c52f,00-0037247
Alexander Mattison,RB,,27.0,,Active,7.0,5987,4048244.0,31934.0,ae4faec0-509d-4080-b5cb-d1a44d062858,00-0034972
Treylon Burks,WR,WAS,26.0,,Active,4.0,8135,,,45763342-0208-46ab-a5d2-6c6e4ff66b66,00-0037742
Tommy Tremble,TE,CAR,26.0,,Active,5.0,7694,,,cbee2fd3-e5f2-4316-bffd-531f1873f032,00-0037005
Tucker Kraft,TE,GB,25.0,,Active,3.0,9484,,,3a084c5f-6b9f-4703-a0c7-1566bc4b1129,00-0038996
Jake Haener,QB,,27.0,,Active,3.0,10215,,,70376919-8220-4128-a089-72d5b10f2346,00-0038998
Theo Johnson,TE,NYG,25.0,,Active,2.0,11597,,,a5d4bb1d-c130-47c2-808a-2dd1f85005fb,00-0039847
John Kelly,RB,,28.0,,Active,7.0,5076,3915381.0,31145.0,27156b0b-e82d-4d02-8a04-ca1891d77110,00-0034808
Braelon Allen,RB,NYJ,22.0,,Active,2.0,11576,,,d7f72deb-c1e2-47a2-b651-887f0e33dc44,00-0039794
Elijah Moore,WR,PHI,26.0,,Active,5.0,7596,,,b1935e20-6bd6-4863-8d7e-702ec403491f,00-0036980
Garrett Wilson,WR,NYJ,25.0,,Active,4.0,8146,,,68d72fe0-79b2-4fdb-afd5-6c79676e77f3,00-0037740
Mike Boone,RB,,30.0,,Active,7.0,5209,3139033.0,31228.0,9424475a-fba7-4bfd-b79c-f372ad28082a,00-0034208
Austin Ekeler,RB,,30.0,,Active,9.0,4663,3068267.0,30423.0,e5b8c439-a48a-4f83-b63b-1a4d30e04cd3,00-0033699
Keaton Mitchell,RB,LAC,24.0,,Active,3.0,9511,,,16341d80-f01f-11ed-97df-a94b89ac5704,00-0038454
Chris Blair,WR,ATL,28.0,,Active,5.0,7521,,,9281d541-8bcb-4785-a02e-76150910898e,00-0036463
Tahj Brooks,RB,CIN,24.0,,Active,1.0,12543,,,8d50af87-f6dc-42cb-a7e7-11716667a1dc,00-0040208
Kristian Wilkerson,WR,,29.0,,Active,6.0,7438,3910176.0,33349.0,b9a6720d-9c6f-46f2-bcee-b80550026437,00-0036183
Zane Gonzalez,K,MIA,31.0,,Active,9.0,4233,3043234.0,30337.0,cd0f4ef0-9914-4125-be4d-804a72350ceb,00-0033862
Tyler Badie,RB,DEN,26.0,,Active,4.0,8208,,,e62678b9-9816-420f-bf86-398e7fea7063,00-0037085
,DEF,WAS,,,,,WAS,,,,
Blake Corum,RB,LAR,25.0,,Active,2.0,11586,,,93ba1da2-3679-4ddc-9687-0802349f9ee2,00-0039738
Daniel Bellinger,TE,TEN,25.0,,Active,4.0,8225,,,42a1c03e-790e-46ba-b0d5-d304e44c02c7,00-0038115
Lil'Jordan Humphrey,WR,DEN,28.0,,Active,7.0,5938,4039057.0,32494.0,b7f930af-ddd2-4a48-9617-96bda81b0334,00-0035406
Kaleb Johnson,RB,PIT,22.0,,Active,1.0,12504,,,9738de9a-7626-460f-a786-28433ef70a1f,00-0040142
Woody Marks,RB,HOU,25.0,,Active,1.0,12474,,,b900661b-b5df-47c8-819d-bb13b106a60b,00-0040583
Cody Schrader,RB,DEN,26.0,,Active,2.0,11644,,,70c949c0-057f-11ef-ae83-716cc96c95b8,00-0039703
JuJu Smith-Schuster,WR,NYG,29.0,,Active,9.0,4040,3120348.0,30175.0,9547fbb1-0d4f-4d9e-83b9-e2fa30463bb9,00-0033857
Skylar Thompson,QB,BAL,29.0,,Active,4.0,8206,,,5ba2c367-a293-4d83-9268-a0e392ebca1a,00-0037327
British Brooks,RB,HOU,26.0,,Active,2.0,12171,,,2ef88b80-07cf-11ef-96cf-876a6c13e638,00-0039603
Tyreek Hill,WR,,31.0,,Active,10.0,3321,3116406.0,29399.0,01d8aee3-e1c4-4988-970a-8c0c2d08bd83,00-0033040
Tim Jones,WR,JAX,28.0,,Active,5.0,8013,,,b4dadef6-a938-4b34-b83c-b64d4a297e02,00-0036497
,DEF,LAC,,,,,LAC,,,,
Peyton Hendershot,TE,,25.0,,Active,3.0,8197,,,944893b0-d30e-11ec-8b77-45b1765fd110,00-0037569
Mike Evans,WR,SF,32.0,,Active,12.0,2216,16737.0,27535.0,c48c21d9-0ae5-478c-ad34-30a660cfa9b8,00-0031408
Tutu Atwell,WR,MIA,26.0,,Active,5.0,7562,,,7dc49535-f9dd-44b0-94f2-08ac6470130b,00-0036849
Tyler Allgeier,RB,ARI,26.0,,Active,4.0,8132,,,f4529909-1a02-4f4b-a1f3-315cad100683,00-0037263
Jimmy Horn,WR,CAR,23.0,,Active,1.0,12523,,,f15872a6-7bc1-41e4-a2cd-0a2fbc432bf7,00-0040218
Julius Chestnut,RB,TEN,25.0,,Active,4.0,8254,,,873860f0-cca2-11ec-9e80-cff885fdbae7,00-0037594
Nikola Kalinic,TE,CHI,29.0,,Active,4.0,8107,,,6aed0540-7ec8-11ec-8905-19cf1c3e187f,00-0037031
RJ Harvey,RB,DEN,25.0,,Active,1.0,12489,,,fc6dbb83-b2b1-4962-b793-e79b2378b525,00-0040730
Bailey Zappe,QB,NYJ,27.0,,Active,4.0,8157,,,14926860-abef-45a9-b8f6-e66103ca6029,00-0038108
Velus Jones,WR,SEA,29.0,,Active,4.0,8223,,,318b263d-8910-4e46-afe3-5860092ab260,00-0037745
Hunter Long,TE,JAX,27.0,,Active,5.0,7535,,,ebc576d0-a98b-4f82-aaf9-901a3911487d,00-0037004
Savion Williams,WR,GB,24.0,,Active,1.0,12482,,,06fb642c-b10b-4b23-966a-13668a7c4426,00-0040009
Owen Wright,RB,,27.0,,Active,3.0,11384,,,53cbf000-f01f-11ed-97df-a94b89ac5704,00-0038458
Bryce Oliver,WR,TEN,26.0,,Active,2.0,11959,,,e88c3c70-06fa-11ef-92ba-0de371d8ef1a,00-0039650
Deven Thompkins,WR,BUF,26.0,,Active,4.0,8253,,,4c6f79d0-d3dd-11ec-8afa-57d9afd0ecba,00-0037487
Irv Charles,WR,SEA,29.0,,Active,4.0,8861,,,f8578e10-d3bd-11ec-96a0-c3471a31202c,00-0037156
Tim Patrick,WR,NYJ,32.0,,Active,9.0,4351,3134353.0,30511.0,2a443351-5e63-4a49-819e-912b51a745f2,00-0033375
Jamison Crowder,WR,,31.0,,Active,10.0,2410,2576716.0,28493.0,8002dd5e-a75a-4d72-9a8c-0f4dbc80d459,00-0031941
Evan Hull,RB,HOU,25.0,,Active,3.0,9220,,,20d82a85-0128-499a-9330-2906af3cbb09,00-0038397
Tony Jones,RB,,27.0,,Active,5.0,6984,4046676.0,33114.0,83d4c4c3-3c40-49b1-8b86-25d256a0b5ad,00-0035860
Ben Sinnott,TE,WAS,24.0,,Active,2.0,11596,,,b5c717af-9116-483c-9ab3-c9db0a988ab8,00-0039912
Derrick Henry,RB,BAL,32.0,,Active,10.0,3198,3043078.0,29279.0,87c481c7-7414-43cc-82df-19ca0c2ae22e,00-0032764
Cam Ward,QB,TEN,24.0,,Active,1.0,12522,,,3c76cab3-3df2-43dd-acaa-57e055bd32d0,00-0040676
Ke'Shawn Vaughn,RB,,28.0,,Active,5.0,6885,3917612.0,32746.0,4b0a90db-f007-4ac1-8542-b531342b9da5,00-0036450
Jerome Ford,RB,WAS,26.0,,Active,4.0,8143,,,cdc61676-6592-43f9-a4a6-d29ce52ac8f4,00-0037267
D'Ernest Johnson,RB,,29.0,,Active,7.0,6694,3139602.0,32608.0,f46e812f-14c6-4af8-9316-01a880adebc5,00-0035628
Tai Felton,WR,MIN,23.0,,Active,1.0,12496,,,1eeea030-3313-4aab-b33c-9f836710354a,00-0040154
Robbie Ouzts,RB,SEA,23.0,,Active,1.0,12656,,,fc472cd5-1a00-4bd9-ab41-6eb7e50f0d21,00-0040649
Devin Duvernay,WR,ARI,28.0,,Active,6.0,6847,4039050.0,32762.0,d93dbc83-e604-4823-a24e-d162cbd8d4d9,00-0036331
Tim Boyle,QB,,30.0,,Active,7.0,5257,3045169.0,31431.0,d897b70f-29d9-477e-a72a-c9bfbadb70d3,00-0034177
DeAndre Carter,WR,,32.0,,Active,11.0,2750,2580216.0,28947.0,9ae2584a-40c1-4b30-be34-a9567659eacd,00-0031763
Puka Nacua,WR,LAR,25.0,,Active,3.0,9493,,,111be44d-7bc2-4cad-934d-c9e946293b2f,00-0039075
Andrei Iosivas,WR,CIN,26.0,,Active,3.0,10226,,,30c0df5e-bb77-4eee-8390-8fc13844e1c3,00-0038619
JaMycal Hasty,RB,,29.0,,Active,6.0,6996,3928925.0,33199.0,c6c50d09-f14f-41c2-9eb3-87514f0121f6,00-0035806
Malachi Corley,WR,CLE,24.0,,Active,2.0,11617,,,bae59933-8b94-4837-990e-f0a4ced3cdbb,00-0039920
,DEF,TB,,,,,TB,,,,
Calvin Ridley,WR,TEN,31.0,,Active,8.0,4981,3925357.0,30996.0,926e2674-52d6-4cec-9991-46ee85cc8cfd,00-0034837
Josh Reynolds,WR,,31.0,,Active,9.0,4171,3115306.0,30230.0,682eda79-0026-4ad8-8f45-a61ce42cb908,00-0033943
Jack Stoll,TE,CLE,28.0,,Active,5.0,7946,,,0560d134-d316-4cda-9d48-34d32267af68,00-0036741
Brayden Willis,TE,SF,26.0,,Active,3.0,10224,,,733cc366-53e3-4703-a2fc-2aa860272cf3,00-0038643
Kenny Pickett,QB,CAR,28.0,,Active,4.0,8160,,,ef7ae1f1-4ebe-4759-bbb3-32bd177ace08,00-0038102
Darnell Washington,TE,PIT,24.0,,Active,3.0,9479,,,1984b8b5-d206-4d6a-8204-c5dd0160e9f5,00-0038558
Will Shipley,RB,PHI,23.0,,Active,2.0,11577,,,796e223d-e8d5-42ab-afb4-557fa6183357,00-0039746
Chimere Dike,WR,TEN,24.0,,Active,1.0,12540,,,1e95c7fc-ecf7-4fcb-82d8-d77e2b6872d5,00-0040705
,DEF,CLE,,,,,CLE,,,,
A.J. Brown,WR,NE,28.0,,Active,7.0,5859,4047646.0,31883.0,a9e580f2-1fbe-46fb-887c-c84089b507e4,00-0035676
Christian McCaffrey,RB,SF,30.0,,Active,9.0,4034,3117251.0,30121.0,f96db0af-5e25-42d1-a07a-49b4e065b364,00-0033280
Gunner Olszewski,WR,NYG,29.0,,Inactive,7.0,6699,4424106.0,32612.0,625a1777-dd9a-48c6-b512-c450b0914450,00-0035645
Diontae Johnson,WR,,29.0,,Active,6.0,5937,3932905.0,31898.0,244c00c7-fe9a-4f4f-adff-1d5b9c8877e7,00-0035216
Justin Fields,QB,KC,27.0,,Active,5.0,7591,,,cf15be8f-9117-4531-a517-2b9c7cb3e9e1,00-0036945
Cade York,K,NYJ,25.0,,Active,4.0,8258,,,ddb98961-3c13-4f6b-9e9f-3bea91a080e8,00-0038097
Amari Cooper,WR,,31.0,,Active,10.0,2309,2976499.0,28392.0,00f88be8-45f9-4237-b2b8-3271ec790d07,00-0031544
Saquon Barkley,RB,PHI,29.0,,Active,8.0,4866,3929630.0,30972.0,9811b753-347c-467a-b3cb-85937e71e2b9,00-0034844
Mike Williams,WR,,30.0,,Active,8.0,4068,3045138.0,30120.0,12f27311-7cd6-4ca5-ba7d-571e9de5e1eb,00-0033536
James Mitchell,TE,CAR,26.0,,Active,4.0,8170,,,f461da0c-f764-414c-9e0d-2f02e22a68d8,00-0037282
Jason Sanders,K,NYJ,30.0,,Active,8.0,5119,3124679.0,31199.0,5ffb654f-0de5-424b-aa2f-ad511deb5b51,00-0034794
Tony Pollard,RB,TEN,29.0,,Active,7.0,5967,3916148.0,31960.0,33b0227d-4c21-4e71-b4cd-be35f7db9123,00-0035261
Michael Bandy,WR,DEN,28.0,,Active,5.0,8076,,,ec7af934-a7f3-40f5-9fc0-210022dd6180,00-0036959
George Holani,RB,SEA,26.0,,Active,2.0,12048,,,971a3930-0724-11ef-a47d-6f7fe8c7bc97,00-0039299
Clayton Tune,QB,,27.0,,Active,3.0,10217,,,b2810d1e-3ea7-4907-bb34-93b40e893c08,00-0038582
Jaylin Lane,WR,WAS,24.0,,Active,1.0,12641,,,2ec24c7a-8d5d-453a-b45d-03eb27c645d0,00-0040164
Tre Tucker,WR,LV,25.0,,Active,3.0,10213,,,9beb72c5-5a81-413c-ada3-ff4854c95cf4,00-0038563
Trey McBride,TE,ARI,26.0,,Active,4.0,8130,,,734d54cc-c869-4e2f-a60f-c59c493f5110,00-0037744
Quintin Morris,TE,JAX,27.0,,Active,5.0,7536,,,eab74cbc-ed11-46b3-bd16-1d4c997adc22,00-0036590
Alec Pierce,WR,IND,26.0,,Active,4.0,8142,,,a67ee8f8-e9de-4fb9-90b6-edca2f83f6d8,00-0037664
Joshua Kelley,RB,,27.0,,Active,5.0,7045,3910544.0,32782.0,62542e04-3c44-4b75-8165-be674c8be75f,00-0036370
Kedon Slovis,QB,ARI,25.0,,Active,2.0,11648,,,4842ee80-07d1-11ef-977b-d7c6de486031,00-0039577
Hunter Henry,TE,NE,31.0,,Active,10.0,3214,3046439.0,29269.0,705899da-3c20-4bc3-b5d0-2e6e40655131,00-0033090
Mitchell Trubisky,QB,TEN,31.0,,Active,9.0,3976,3039707.0,30115.0,7a1b8f1a-9024-4897-86b0-01c63e00305e,00-0033869
Trevor Lawrence,QB,JAX,26.0,,Active,5.0,7523,,,aaa8b42c-4d87-45f6-bfd2-e31cfed9a736,00-0036971
Jaxson Dart,QB,NYG,23.0,,Active,1.0,12508,,,53848cba-bcad-4cd0-bb35-0a1f6ed111d1,00-0040691
Jaheim Bell,TE,PIT,25.0,,Active,2.0,11605,,,c9b2f6f5-b8bc-48ca-ac33-fa18883c2f6b,00-0039420
Evan Engram,TE,DEN,31.0,,Active,9.0,4066,3051876.0,30136.0,e21365af-8d66-416e-b0a5-8816d18fcfd9,00-0033881
Jacory Croskey-Merritt,RB,WAS,25.0,,Active,1.0,12533,,,202b8be6-40d2-49ed-b256-312ac45ec70f,00-0040242
Chris Manhertz,TE,NYG,34.0,,Active,11.0,3048,2531358.0,28365.0,7c7b5515-7786-4e24-9ce0-34e6a8bd5727,00-0031484
Ezekiel Elliott,RB,,29.0,,Active,9.0,3164,3051392.0,29238.0,bef8b2b4-78bd-4a4d-bb5d-6b55ada9ef6a,00-0033045
Antonio Gibson,RB,,27.0,,Active,6.0,6945,4360294.0,32736.0,c0a8a5d0-583f-457a-9d96-70027d3f69e7,00-0036328
Josh Williams,RB,TB,25.0,,Active,1.0,12787,,,bfb346f0-2318-11f0-81b8-b7cb2fd8d89b,00-0040429
Matt Prater,K,,41.0,,Active,20.0,17,11122.0,8565.0,67f5e782-f91c-4536-9818-cf4a0e7e821d,00-0023853
Teagan Quitoriano,TE,ARI,26.0,,Active,4.0,8227,,,06cb6aff-c81e-4553-95ba-467187f408d4,00-0037277
J.J. McCarthy,QB,MIN,23.0,,Active,2.0,11565,,,587cc3c3-aeda-4ac7-8803-a7e4db195534,00-0039923
Sincere McCormick,RB,SF,25.0,,Active,4.0,8220,,,2e808f70-d3a3-11ec-96a0-c3471a31202c,00-0037509
Rashid Shaheed,WR,SEA,27.0,,Active,4.0,8676,,,e1ecc660-cc9f-11ec-952e-a10f2c98fc4d,00-0037545
Olamide Zaccheaus,WR,ATL,28.0,,Active,7.0,6271,3917914.0,32123.0,d8281390-f081-41e5-b55e-75779536fe94,00-0035208
Ramel Keyton,WR,,24.0,,Active,1.0,11885,,,fa040100-0500-11ef-a92c-7305b2360f34,00-0039543
Austin Seibert,K,,28.0,,Active,6.0,6219,3821683.0,32002.0,bd1f047a-978f-4643-b55f-f4d3b0719a4e,00-0035145
Will Reichard,K,MIN,25.0,,Active,2.0,11792,,,6f667582-b880-4c41-a105-59c347a36c0d,00-0039404
Isaiah Hodgins,WR,NYG,27.0,,Active,6.0,6920,4242540.0,32877.0,1d1c217b-6407-40d7-aebb-ba95fa05d127,00-0036165
Ashton Jeanty,RB,LV,22.0,,Active,1.0,12527,,,320fc4b7-76c7-43af-bbfd-1a22ba8f78cb,00-0040122
Jonathan Mingo,WR,DAL,25.0,,Active,3.0,10225,,,6cf0c82d-87e4-4cfc-8475-77667ed92796,00-0039062
Riley Leonard,QB,IND,23.0,,Active,1.0,12470,,,38b62d7f-4403-4e2b-8083-4d0cd08e81aa,00-0040206
Mitchell Evans,TE,CAR,23.0,,Active,1.0,12473,,,788b494d-d624-46ae-a956-81bd10f6a044,00-0040187
,DEF,ATL,,,,,ATL,,,,
Chris Rodriguez,RB,JAX,26.0,,Active,3.0,10219,,,ae5c4758-cb53-4f17-8763-b91381036af3,00-0038611
Mecole Hardman,WR,BUF,28.0,,Active,7.0,5917,4035004.0,31888.0,fe6dc768-d576-476c-b150-53b85af2a1d1,00-0035140
DJ Moore,WR,BUF,29.0,,Active,8.0,4983,3915416.0,30994.0,d8202e6d-d03b-4cd1-a793-ff8fd39d9755,00-0034827
Dallas Goedert,TE,PHI,31.0,,Active,8.0,5022,3121023.0,31019.0,e8029983-87cf-49a2-bc04-04c8233a0630,00-0034351
,DEF,CAR,,,,,CAR,,,,
Mason Kinsey,WR,TEN,27.0,,Active,6.0,7436,4057082.0,33351.0,4d14a6cd-273f-4cf4-aac0-7fe041b6c650,00-0036176
Adam Thielen,WR,,35.0,,Active,13.0,1689,16460.0,27277.0,2fa2b2da-4aa9-44b5-b27e-56876dfe2ad4,00-0030035
Ben Sims,TE,MIA,26.0,,Active,3.0,11082,,,cef32a80-e761-11ed-ac46-e3b4ebd723e5,00-0038809
Kaden Davis,WR,CHI,27.0,,Active,4.0,8755,,,acb316b0-d24f-11ec-b16e-cf7159baf83d,00-0037380
Brayden Narveson,K,,25.0,,Active,1.0,11949,,,4ba68790-06ef-11ef-86ff-fd9ee14639a0,00-0039649
Ollie Gordon,RB,MIA,22.0,,Active,1.0,12495,,,42753bb4-a416-4d40-bf81-f20d2181be2f,00-0040198
Robert Tonyan,TE,PIT,32.0,,Active,9.0,4602,2975674.0,30777.0,7c9c7800-69d0-459b-812b-a07ac48e9f2a,00-0033757
Eric Saubert,TE,SEA,32.0,,Active,9.0,4189,2975863.0,30287.0,582dc00e-e7ec-4ca7-bff0-f7b1d604017b,00-0033576
Brandon Powell,WR,,29.0,,Active,7.0,5695,3115255.0,31641.0,5ec01774-4a79-40aa-be4a-e33c71bd5bf4,00-0034646
Tyler Conklin,TE,DET,30.0,,Active,8.0,5133,3122920.0,31220.0,f0d17dfa-ebf3-416c-a8d2-c6bc30675103,00-0034270
Keaontay Ingram,RB,,26.0,,Active,4.0,8221,,,9b212b70-ccc3-4c77-ba73-09afeb929225,00-0037299
KaVontae Turpin,WR,DAL,29.0,,Active,4.0,8917,,,2dfd63d0-0e8a-11ed-a8f4-191ad3c6932a,00-0037801
Tyrone Tracy,RB,NYG,26.0,,Active,2.0,11655,,,fc6c7973-79a9-4974-855e-bc13400fe641,00-0039384
Max Brosmer,QB,MIN,25.0,,Active,1.0,12775,,,921d4a00-230f-11f0-8931-09b8041f90bf,00-0040494
Tyler Lockett,WR,,33.0,,Active,11.0,2374,2577327.0,28457.0,dffa69ad-331e-4f09-ae38-40a5a4406be6,00-0032211
James Proche,WR,,29.0,,Active,6.0,6957,3916204.0,32871.0,c65488d4-251e-40fc-9f32-7019bbdaf75e,00-0036133
Brandon Allen,QB,NYG,33.0,,Active,10.0,3357,2574511.0,29435.0,a8c3bcd7-69d0-4c5e-a876-6b33857942bc,00-0032434
Matthew Wright,K,,29.0,,Active,7.0,6268,3128444.0,32174.0,f0c7de3c-9e8b-4c3d-b42f-985f29ce163f,00-0035189
Rashee Rice,WR,KC,26.0,,Active,3.0,10229,,,cbd73c09-da07-48b0-a0d6-f248dfa631b6,00-0039067
,DEF,JAX,,,,,JAX,,,,
De'Von Achane,RB,MIA,24.0,,Active,3.0,9226,,,a4ef921b-8767-4b4f-a651-7675c00f9af0,00-0039040
Marvin Mims,WR,DEN,24.0,,Active,3.0,9494,,,fcd780e6-6d43-4c2e-b740-59ae09911345,00-0038976
Hayden Hurst,TE,,31.0,,Active,7.0,4973,3924365.0,30995.0,1b125fc4-5dd9-4eb9-a42f-048e61ca42b7,00-0034830
Michael Penix,QB,ATL,26.0,,Active,2.0,11559,,,6499a161-b221-4591-b122-d99ece1be64b,00-0039917
Mike Gesicki,TE,CIN,30.0,,Active,8.0,4993,3116164.0,31012.0,1012cbe0-7eba-4169-bfca-183a0204e1a7,00-0034829
,DEF,LAR,,,,,LAR,,,,
Amar Johnson,RB,LAC,23.0,,Active,1.0,12928,,,9ec3d420-250a-11f0-aaad-b190600d09cf,00-0040039
Gus Edwards,RB,,29.0,,Active,7.0,5248,3051926.0,31424.0,3ffc3993-461e-4477-9def-c9633b7feac1,00-0034184
Troy Franklin,WR,DEN,23.0,,Active,2.0,11627,,,765dffd8-8112-4078-86a1-924ccebf1069,00-0039868
Eric Tomlinson,TE,,32.0,,Active,10.0,2755,2511973.0,28658.0,b3d7169b-9cf6-4fea-815a-26e4fb0ec16a,00-0031690
Hunter Renfrow,WR,,30.0,,Active,7.0,5955,3135321.0,31981.0,34c523c7-bc58-49f0-a9cc-f9edd91fe00f,00-0034983
Dante Miller,RB,NYG,27.0,,Active,2.0,11654,,,6e0c07b0-f42a-11ee-88d0-f12fe77edfe4,00-0039230
Adam Trautman,TE,DEN,29.0,,Active,6.0,6869,3911853.0,32775.0,4e14183b-f974-4745-9d7f-8f5eb2a92a7d,00-0036422
Deonte Harty,WR,,27.0,,Active,6.0,6234,4411193.0,32398.0,8f1147cb-3040-4128-b113-5813816241ec,00-0035215
Bijan Robinson,RB,ATL,24.0,,Active,3.0,9509,,,f78d68c2-f9da-48e7-b954-26b69efd828d,00-0038542
DeVonta Smith,WR,PHI,27.0,,Active,5.0,7525,,,3555d07e-57ae-43de-97d5-b1b5bf055f17,00-0036912
Travis Hunter,WR,JAX,23.0,,Active,1.0,12530,,,4a975d4c-d7cd-45ef-b258-db45187140eb,00-0040718
Tommy DeVito,QB,NE,27.0,,Active,3.0,11292,,,a1ae8db0-eb91-11ed-a4cb-cd397e2b413c,00-0038476
Devin Neal,RB,NO,22.0,,Active,1.0,12476,,,4ef874c1-50c3-4120-9199-0d5a4ae7c6dd,00-0040202
Shane Buechele,QB,BUF,28.0,,Active,5.0,8002,,,d7c63db7-dfe8-4cd6-a684-90342d12fa26,00-0036679
David Bell,WR,,24.0,,Active,3.0,8118,,,169faab3-b52b-40ab-93ea-a08139f3fadb,00-0037257
Tyler Goodson,RB,ATL,25.0,,Active,4.0,8207,,,3fec8370-ca72-11ec-a83a-8732d3d5a7e3,00-0037120
Bhayshul Tuten,RB,JAX,23.0,,Active,1.0,12490,,,26d4b13e-a555-4519-9356-cd16c65384e7,00-0040719
Chris Boswell,K,PIT,35.0,,Active,12.0,1945,17372.0,28188.0,441eb531-1ec8-4f65-9174-78bc6adada63,00-0031136
Jaydon Blue,RB,DAL,22.0,,Active,1.0,12457,,,f5e6eb8e-2c76-4bf9-b47f-57c62659341d,00-0040586
Cody White,WR,SEA,27.0,,Active,6.0,7039,4241983.0,32948.0,d25a19a7-7de6-4476-b42a-833c8c3cb208,00-0035891
Allen Robinson,WR,,31.0,,Active,11.0,1992,16799.0,27589.0,0fd32417-8410-4a8f-8919-386c433bca43,00-0031428
Derek Carr,QB,,34.0,,Active,11.0,2028,16757.0,27564.0,9f026fc0-4449-4dc5-a226-2e2830619381,00-0031280
Raheem Mostert,RB,,33.0,,Active,11.0,2749,2576414.0,28654.0,b040e601-ec40-4757-bf3d-71bf64ef99cf,00-0031687
Drake London,WR,ATL,24.0,,Active,4.0,8112,,,5053f9ae-15d9-4730-833d-484886b6f890,00-0037238
Malik Nabers,WR,NYG,22.0,,Active,2.0,11632,,,55ef2022-50c2-465b-839e-c0f4c9e7c55c,00-0039337
Mack Hollins,WR,NE,32.0,,Active,9.0,4177,2991662.0,30231.0,93cb5790-1012-4c42-bccb-5748c27ba7d6,00-0033555
Marquise Brown,WR,PHI,29.0,,Active,7.0,5848,4241372.0,31857.0,feeee40a-dd63-41a7-89cd-6c95b5456833,00-0035662
Julian Hill,TE,NE,25.0,,Inactive,3.0,11371,,,516da3c0-f016-11ed-a518-572ef5cb73b6,00-0038720
Tay Martin,WR,,27.0,,Active,3.0,8250,,,8d74f600-ca80-11ec-97ae-e1573849d1a6,00-0037524
Trenton Irwin,WR,,30.0,,Active,7.0,6598,3931391.0,32438.0,ee79ad2e-353a-40cd-9344-c9d84f7e4b63,00-0035341
Thomas Fidone,TE,NYG,23.0,,Active,1.0,12715,,,0e21445d-6318-43ce-ba78-310ee648b602,00-0040225
Anthony Richardson,QB,IND,24.0,,Active,3.0,9229,,,5fc5b4a6-a583-4345-a810-4f982204ea5e,00-0039164
Joe Burrow,QB,CIN,29.0,,Active,6.0,6770,3915511.0,32671.0,3023ac10-4e7f-425f-9fc5-2b8e6332c92e,00-0036442
Xavier Worthy,WR,KC,23.0,,Active,2.0,11624,,,52e049b1-0a7a-4e7f-9866-d2848e9cc478,00-0039894
Kameron Johnson,WR,TB,24.0,,Active,2.0,11994,,,94c41960-0712-11ef-b01e-875e1e5d6ffb,00-0039589
Payne Durham,TE,TB,26.0,,Active,3.0,10227,,,c4a8b4c9-5db8-4187-852b-9557bef8724e,00-0039050
Davis Allen,TE,LAR,25.0,,Active,3.0,10214,,,02a77d8c-3b89-4a61-86a2-0c005c1e589a,00-0039074
Joshua Dobbs,QB,,31.0,,Active,9.0,4179,3044720.0,30248.0,15bedebc-839e-450a-86f6-1f5ad1f4f820,00-0033949
Aidan O'Connell,QB,LV,27.0,,Active,3.0,10866,,,5891a917-9071-4bc2-a652-7f702c44cbd2,00-0038579
