full_name,position,team,age,bye_week,status,years_exp,player_id,espn_id,yahoo_id,sportradar_id,gsis_id,passing_yards_2024,passing_tds_2024,rushing_yards_2024,rushing_tds_2024,carries_2024,receptions_2024,receiving_yards_2024,receiving_tds_2024,targets_2024,passing_yards_2025,passing_tds_2025,rushing_yards_2025,rushing_tds_2025,carries_2025,receptions_2025,receiving_yards_2025,receiving_tds_2025,targets_2025,snap_share_2024,target_share_2024,snap_share_2025,target_share_2025,adp,adp_rank,ecr_rank,ecr_tier,sos_season,proj_points,custom_proj_points,bonus_points,total_points,vols,games,wk_mean,wk_std,boom_rate,bust_rate,consistency,is_rookie,draft_pick,availability,floor,ceiling,p10,p90,P_pos1,P_pos2,P_pos3,p_elite,p_startable,p_bust,overall_rank,pos_rank,pos_label,rank_ecr,rank_composite,value_gap,market,risk_tier
Sean Tucker,RB,TB,24.0,10.0,Active,3.0,9506,,,6d616c10-f35e-11ed-b721-9b68b08a2e09,00-0038951,0.0,0.0,308.0,2.0,50.0,9.0,109.0,1.0,12.0,0.0,0.0,320.0,7.0,86.0,8.0,34.0,1.0,11.0,0.092,0.021,0.158,0.02,184.5,181.0,191.0,10.0,2 out of 5 stars,27.1,27.14,5.934,33.074,-193.571,34.0,4.709,8.085,0.059,0.735,1.717,False,,0.779,16.476,45.877,11.248,57.984,0.0,0.0,0.0,0.0,0.0,1.0,417,88,RB88,334,402,-236.0,,Injury Risk
Isaiah Bond,WR,CLE,22.0,11.0,Active,1.0,12503,,,6ceb1330-795d-11f0-aadf-fbc926339e02,00-0040782,,,,,,,,,,0.0,0.0,29.0,0.0,5.0,18.0,338.0,0.0,44.0,,,0.481,0.084,318.0,315.0,313.0,13.0,3 out of 5 stars,18.5,18.12,2.485,20.605,-187.258,15.0,3.647,3.206,0.0,0.8,0.879,False,,0.907,14.737,26.318,11.712,30.237,0.0,0.0,0.0,0.0,0.0,1.0,410,145,WR145,387,403,-95.0,,Boom/Bust
Frank Gore,RB,BUF,24.0,7.0,Active,2.0,11573,,,cd4c8e90-06f7-11ef-a3ab-0317e25dec4e,00-0039471,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,35.0,7.173,42.173,-184.472,,,,,,,True,,,25.357,56.787,18.935,68.748,0.0,0.0,0.001,0.0,0.0,1.0,399,81,RB81,414,404,,,unknown
Xavier Smith,WR,LAR,28.0,11.0,Active,3.0,11168,,,98b88de0-e8e5-11ed-ad77-290d92d9e505,00-0038359,0.0,0.0,36.0,0.0,4.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,303.0,0.0,24.0,0.035,0.004,0.214,0.041,,,426.0,15.0,1 out of 5 stars,19.9,20.13,2.306,22.436,-185.427,30.0,1.817,3.074,0.0,0.9,1.692,False,,0.901,12.831,30.239,9.535,37.264,0.0,0.0,0.0,0.0,0.0,1.0,400,143,WR143,425,405,,,Boom/Bust
Jelani Woods,TE,NYJ,27.0,13.0,Active,4.0,8219,,,321af8f8-b4de-4ed2-a86f-7f97a85a13d4,00-0037755,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,,,0.227,0.006,,,,,,0.0,0.0,0.0,0.0,-186.621,,,,,,,True,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,404,112,TE112,419,406,,,unknown
Quintin Morris,TE,JAX,27.0,7.0,Active,5.0,7536,,,eab74cbc-ed11-46b3-bd16-1d4c997adc22,00-0036590,0.0,0.0,0.0,0.0,0.0,5.0,36.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,55.0,1.0,9.0,0.202,0.016,0.233,0.016,,,,,,0.0,0.0,0.0,0.0,-186.621,21.0,1.529,2.431,0.0,0.857,1.59,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,404,112,TE112,419,406,,,Boom/Bust
Julian Hill,TE,NE,26.0,11.0,Inactive,3.0,11371,,,516da3c0-f016-11ed-a518-572ef5cb73b6,00-0038720,0.0,0.0,0.0,0.0,0.0,12.0,100.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,15.0,140.0,0.0,20.0,0.479,0.033,0.55,0.043,,,,,,0.0,0.0,0.0,0.0,-186.621,25.0,2.04,1.981,0.0,0.76,0.971,False,,0.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,404,112,TE112,419,406,,,Injury Risk
Jack Stoll,TE,CLE,28.0,11.0,Active,5.0,7946,,,0560d134-d316-4cda-9d48-34d32267af68,00-0036741,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,46.0,1.0,11.0,0.283,0.007,0.209,0.019,,,,,,0.0,0.0,0.0,0.0,-186.621,14.0,1.4,2.627,0.0,0.929,1.876,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,404,112,TE112,419,406,,,Boom/Bust
Johnny Mundt,TE,PHI,31.0,10.0,Active,9.0,4314,3052096.0,30373.0,6414998b-5831-44aa-8bd8-39e42a323c2c,00-0033246,0.0,0.0,0.0,0.0,0.0,19.0,142.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,9.0,111.0,0.0,19.0,0.403,0.052,0.358,0.035,,,,,,0.0,0.0,0.0,0.0,-186.621,26.0,2.512,2.428,0.0,0.808,0.967,False,,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,404,112,TE112,419,406,,,Injury Risk
Devin Singletary,RB,NYG,28.0,8.0,Active,7.0,6130,4040761.0,31906.0,a961b0d4-5d7c-438e-90f0-2e1fa09f6c89,00-0035250,0.0,0.0,437.0,4.0,113.0,21.0,119.0,0.0,24.0,0.0,0.0,437.0,5.0,119.0,18.0,151.0,0.0,19.0,0.389,0.043,0.276,0.038,386.0,400.0,296.0,12.0,4 out of 5 stars,27.2,27.5,6.773,34.273,-192.372,32.0,6.481,6.009,0.031,0.656,0.927,False,,0.87,23.684,44.158,18.422,51.063,0.0,0.0,0.0,0.0,0.0,1.0,415,86,RB86,383,411,-15.0,,Boom/Bust
Trevor Etienne,RB,CAR,22.0,5.0,Active,1.0,12531,,,39e2d13c-0fb7-465f-ad8b-0b4bb73e1124,00-0040644,,,,,,,,,,0.0,0.0,94.0,0.0,20.0,3.0,13.0,0.0,3.0,,,0.056,0.006,275.0,324.0,310.0,13.0,1 out of 5 stars,29.7,29.88,6.374,36.254,-190.391,17.0,0.806,1.228,0.0,1.0,1.523,False,,0.907,21.845,48.672,16.55,58.94,0.0,0.0,0.0,0.0,0.0,1.0,413,85,RB85,388,412,-89.0,,Boom/Bust
Mitch Tinsley,WR,CIN,26.0,6.0,Active,3.0,11068,,,0ac39560-e760-11ed-ad1e-4d786886cff5,00-0038839,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,8.0,116.0,2.0,24.0,,,0.246,0.039,,,433.0,15.0,4 out of 5 stars,19.5,19.6,2.13,21.73,-186.132,8.0,3.95,3.865,0.0,0.75,0.979,False,,,15.256,27.832,12.049,32.214,0.0,0.0,0.0,0.0,0.0,1.0,402,144,WR144,429,413,,,Boom/Bust
Roschon Johnson,RB,CHI,25.0,10.0,Active,3.0,10235,,,e3c414c0-be8c-4807-af9c-f91d89c83e60,00-0039021,0.0,0.0,150.0,6.0,55.0,16.0,104.0,0.0,20.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.281,0.038,0.009,0.0,,,447.0,15.0,2 out of 5 stars,34.3,34.3,6.399,40.699,-185.946,19.0,4.163,4.646,0.0,0.632,1.116,False,,0.744,21.849,55.891,14.706,67.416,0.0,0.0,0.0,0.0,0.0,1.0,401,82,RB82,432,414,,,Injury Risk
Anthony Gould,WR,IND,25.0,13.0,Active,2.0,11762,,,f1f3f15f-f4a5-4d6e-b075-95f4815a384e,00-0039816,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,0.035,0.002,0.087,0.004,,,,,,16.3,16.03,2.112,18.142,-189.721,19.0,0.311,0.831,0.0,1.0,2.677,False,,,8.531,25.346,5.958,33.429,0.0,0.0,0.0,0.0,0.0,1.0,412,147,WR147,428,415,,,Boom/Bust
Greg Dortch,WR,DET,28.0,6.0,Active,7.0,5970,4037235.0,32523.0,4484c7d1-025a-4f26-8e9b-48503afb0c68,00-0035500,0.0,0.0,31.0,0.0,5.0,37.0,342.0,3.0,50.0,0.0,0.0,15.0,1.0,7.0,29.0,206.0,3.0,33.0,0.402,0.096,0.336,0.053,272.0,318.0,404.0,14.0,4 out of 5 stars,14.1,14.48,2.057,16.537,-191.326,29.0,5.772,5.491,0.034,0.586,0.951,False,,0.897,11.58,21.347,9.132,24.766,0.0,0.0,0.0,0.0,0.0,1.0,414,148,WR148,426,416,-96.0,,Boom/Bust
Cyrus Allen,WR,KC,23.0,5.0,Active,0.0,13413,,,a07ac8bd-3929-4e48-b3c4-3ddeecd09dca,ALL092954,,,,,,,,,,,,,,,,,,,,,,,,,452.0,15.0,2 out of 5 stars,17.2,17.17,2.02,19.19,-188.673,,,,,,,True,176.0,,10.993,23.687,8.283,28.809,0.0,0.0,0.0,0.0,0.0,1.0,411,146,WR146,441,417,,,unknown
Will Shipley,RB,PHI,23.0,10.0,Active,2.0,11577,,,796e223d-e8d5-42ab-afb4-557fa6183357,00-0039746,0.0,0.0,82.0,0.0,30.0,4.0,35.0,0.0,4.0,0.0,0.0,49.0,0.0,14.0,9.0,56.0,0.0,12.0,0.06,0.01,0.125,0.026,279.0,332.0,330.0,13.0,4 out of 5 stars,27.5,27.58,4.799,32.379,-194.266,27.0,1.304,2.339,0.0,0.963,1.794,False,,0.827,16.719,44.271,11.973,55.9,0.0,0.0,0.0,0.0,0.0,1.0,419,90,RB90,403,418,-87.0,,Injury Risk
Phil Mafah,RB,DAL,23.0,14.0,Active,1.0,12738,,,54b97d06-1639-46a3-9dcc-67320687281d,00-0040021,,,,,,,,,,0.0,0.0,18.0,1.0,5.0,2.0,11.0,0.0,2.0,,,0.18,0.003,318.0,366.0,419.0,15.0,4 out of 5 stars,27.6,27.6,6.353,33.953,-192.692,,,,,,,True,,,20.025,45.136,14.638,54.539,0.0,0.0,0.0,0.0,0.0,1.0,416,87,RB87,431,419,-50.0,,unknown
Mason Tipton,WR,NO,25.0,8.0,Active,2.0,11895,,,91918b20-0572-11ef-96c1-f73e6ad39631,00-0039623,0.0,0.0,0.0,0.0,0.0,14.0,99.0,0.0,26.0,0.0,0.0,18.0,0.0,4.0,11.0,76.0,0.0,17.0,0.491,0.05,0.302,0.03,,,,,,11.1,11.61,1.76,13.37,-194.492,17.0,2.606,3.155,0.0,0.824,1.211,False,,,8.875,17.507,6.826,20.66,0.0,0.0,0.0,0.0,0.0,1.0,422,149,WR149,436,420,,,Boom/Bust
Elijah Mitchell,RB,PHI,28.0,10.0,Active,5.0,7561,,,8ba68abf-e9d2-4927-bf8d-476f271d840c,00-0036567,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.1,0.002,,,,,,26.1,26.1,6.25,32.35,-194.295,,,,,,,True,,,19.397,43.444,14.344,52.809,0.0,0.0,0.0,0.0,0.0,1.0,420,91,RB91,433,421,,,unknown
Ben Skowronek,WR,PIT,29.0,9.0,Active,5.0,7757,,,5521ba64-e615-4d50-b9bf-490498571ac7,00-0036862,0.0,0.0,0.0,0.0,0.0,5.0,69.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,69.0,1.0,6.0,0.156,0.011,0.154,0.011,,,,,,11.7,11.7,1.598,13.298,-194.565,25.0,1.152,2.161,0.0,0.96,1.876,False,,0.815,6.714,18.403,4.77,23.551,0.0,0.0,0.0,0.0,0.0,1.0,423,150,WR150,437,422,,,Injury Risk
Audric Estime,RB,NO,22.0,8.0,Active,2.0,11579,,,3b86dd7c-0b21-448d-a662-5675e87fd0da,00-0039373,0.0,0.0,310.0,2.0,76.0,5.0,27.0,0.0,5.0,0.0,0.0,198.0,1.0,46.0,12.0,103.0,0.0,13.0,0.166,0.009,0.393,0.023,321.0,369.0,319.0,13.0,3 out of 5 stars,23.6,23.6,5.664,29.264,-197.381,18.0,5.489,4.932,0.0,0.667,0.899,False,,,20.158,37.692,15.477,43.61,0.0,0.0,0.0,0.0,0.0,1.0,432,94,RB94,409,423,-63.0,,Boom/Bust
Bo Melton,WR,GB,27.0,11.0,Active,4.0,8204,,,36953df8-fbc3-4505-b5b3-dec8433620dc,00-0037091,0.0,0.0,54.0,0.0,8.0,8.0,91.0,0.0,17.0,0.0,0.0,35.0,0.0,5.0,4.0,107.0,1.0,13.0,0.228,,,,,,,,,11.5,11.46,1.699,13.159,-194.704,26.0,1.796,2.615,0.0,0.0,1.456,False,,,8.238,17.549,6.206,21.088,0.0,0.0,0.0,0.0,0.0,1.0,424,151,WR151,439,424,,,Boom/Bust
Demond Claiborne,RB,MIN,22.0,6.0,Active,0.0,13347,,,b17d816a-b687-488f-ac03-7dcba5aae0b6,CLA041524,,,,,,,,,,,,,,,,,,,,,,,221.5,215.0,278.0,12.0,4 out of 5 stars,23.7,23.77,5.489,29.259,-197.386,,,,,,,True,198.0,,16.21,36.519,12.095,44.263,0.0,0.0,0.0,0.0,0.0,1.0,433,95,RB95,391,425,-218.0,,unknown
Kaytron Allen,RB,WAS,23.0,7.0,Active,0.0,13405,,,7980dd2b-0ce0-4936-aaff-536c09608429,ALL532376,,,,,,,,,,,,,,,,,,,,,,,184.5,182.0,218.0,11.0,4 out of 5 stars,21.5,21.53,4.788,26.318,-200.327,,,,,,,True,187.0,,14.419,32.59,10.664,39.532,0.0,0.0,0.0,0.0,0.0,1.0,444,100,RB100,373,426,-262.0,,unknown
Tyrell Shavers,WR,BUF,26.0,7.0,Active,3.0,11377,,,07eb12f0-f011-11ed-ac82-d7e41925e5ba,00-0038679,0.0,0.0,0.0,0.0,0.0,1.0,69.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,245.0,1.0,23.0,0.16,0.002,0.396,0.048,,,,,,10.9,11.02,1.34,12.36,-195.503,12.0,4.95,5.833,0.0,0.833,1.178,False,,,8.35,16.109,6.519,18.88,0.0,0.0,0.0,0.0,0.0,1.0,426,152,WR152,444,427,,,Boom/Bust
Jarquez Hunter,RB,LAR,23.0,11.0,Active,1.0,11569,,,e71d4c32-3233-467f-ab01-71de34e5d9b4,00-0040692,,,,,,,,,,,,,,,,,,,,,0.0,,274.0,322.0,316.0,13.0,5 out of 5 stars,23.2,23.2,5.563,28.763,-197.882,,,,,,,True,,,17.16,38.7,12.845,46.955,0.0,0.0,0.0,0.0,0.0,1.0,434,96,RB96,410,428,-112.0,,unknown
Derius Davis,WR,LAC,25.0,7.0,Active,3.0,10234,,,21bf2521-3382-4e62-8249-a083435595b3,00-0038573,0.0,0.0,39.0,0.0,12.0,13.0,112.0,2.0,17.0,0.0,0.0,5.0,0.0,2.0,2.0,10.0,0.0,3.0,0.154,0.035,0.111,0.006,,,,,,10.2,10.58,1.446,12.026,-195.837,26.0,1.677,2.877,0.0,0.923,1.715,False,,0.874,6.644,16.285,4.832,20.464,0.0,0.0,0.0,0.0,0.0,1.0,427,153,WR153,445,429,,,Boom/Bust
Jam Miller,RB,NE,,11.0,Active,0.0,13403,,,e7144c4a-1dd7-4474-b033-ad06e08f1745,MIL303300,,,,,,,,,,,,,,,,,,,,,,,288.0,342.0,429.0,15.0,2 out of 5 stars,26.1,26.1,6.161,32.261,-194.384,,,,,,,True,245.0,,17.918,40.23,13.392,48.998,0.0,0.0,0.0,0.0,0.0,1.0,421,92,RB92,438,430,-79.0,,unknown
Deshaun Watson,QB,CLE,30.0,11.0,Active,9.0,4017,3122840.0,30125.0,eec5265c-7731-4bb6-8af2-4f98a67f9ab7,00-0033537,1148.0,5.0,148.0,1.0,31.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.889,,,,227.0,219.0,301.0,12.0,4 out of 5 stars,136.3,149.47,12.307,161.777,-205.139,,,,,,,True,,,100.996,215.63,77.091,259.331,0.016,0.1,0.852,0.001,0.016,0.984,454,32,QB32,416,431,-235.0,,unknown
Nicholas Singleton,RB,TEN,22.0,9.0,Active,0.0,13288,,,0111286e-ef59-40dd-97e8-967204490e34,SIN454221,,,,,,,,,,,,,,,,,,,,,,,199.5,194.0,217.0,11.0,3 out of 5 stars,19.7,20.23,4.535,24.765,-201.88,,,,,,,True,165.0,,13.83,31.093,10.34,38.008,0.0,0.0,0.0,0.0,0.0,1.0,447,101,RB101,376,432,-253.0,,unknown
Isaiah Williams,WR,NYJ,25.0,13.0,Active,2.0,11608,,,2ddb2f40-07bc-11ef-82d9-5f86367458d3,00-0039451,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,3.0,0.0,0.0,34.0,0.0,3.0,26.0,193.0,0.0,36.0,0.052,0.006,0.361,0.076,,,,,,10.0,9.65,1.502,11.152,-196.711,23.0,2.23,3.511,0.0,0.783,1.574,False,,0.798,5.976,15.22,4.262,18.874,0.0,0.0,0.0,0.0,0.0,1.0,428,154,WR154,446,433,,,Injury Risk
Seth McGowan,RB,IND,24.0,13.0,Active,0.0,13424,,,17deebdc-0ec2-4f3f-9584-d21b01743265,MCG547540,,,,,,,,,,,,,,,,,,,,,,,351.0,386.0,277.0,12.0,4 out of 5 stars,23.2,23.4,4.702,28.102,-198.543,,,,,,,True,237.0,,15.641,35.2,11.659,42.701,0.0,0.0,0.0,0.0,0.0,1.0,442,99,RB99,398,434,-56.0,,unknown
Colbie Young,WR,CIN,23.0,6.0,Active,0.0,13477,,,044ebd08-c458-40ca-8c97-51c6e15abdb8,YOU154529,,,,,,,,,,,,,,,,,,,,,,,311.0,359.0,,,,9.7,9.62,1.11,10.73,-197.133,,,,,,,True,140.0,,6.213,13.339,4.729,16.006,0.0,0.0,0.0,0.0,0.0,1.0,430,156,WR156,448,435,-71.0,,unknown
CJ Daniels,WR,LAR,24.0,11.0,Active,0.0,13270,,,d9f1a46d-555a-45b6-90cf-245fc29709c3,DAN490797,,,,,,,,,,,,,,,,,,,,,,,,,416.0,15.0,1 out of 5 stars,9.7,9.48,1.083,10.563,-197.3,,,,,,,True,197.0,,6.058,13.098,4.571,15.836,0.0,0.0,0.0,0.0,0.0,1.0,431,157,WR157,443,436,,,unknown
David Moore,WR,CAR,31.0,5.0,Active,9.0,4274,4212909.0,30339.0,aecc1809-4628-4c3a-8b2b-c8f2858d2492,00-0033589,0.0,0.0,0.0,0.0,1.0,32.0,351.0,3.0,57.0,0.0,0.0,12.0,0.0,1.0,1.0,5.0,0.0,1.0,0.539,0.11,0.328,0.002,,,,,,9.4,9.51,1.358,10.868,-196.995,18.0,4.878,5.032,0.056,0.722,1.032,False,,0.62,4.091,16.16,1.809,20.016,0.0,0.0,0.0,0.0,0.0,1.0,429,155,WR155,447,437,,,Injury Risk
Tyler Badie,RB,DEN,26.0,10.0,Active,4.0,8208,,,e62678b9-9816-420f-bf86-398e7fea7063,00-0037085,0.0,0.0,86.0,0.0,11.0,3.0,-2.0,0.0,3.0,0.0,0.0,23.0,0.0,8.0,19.0,141.0,0.0,31.0,0.107,0.005,0.175,0.053,,,443.0,15.0,2 out of 5 stars,27.5,27.03,4.201,31.231,-195.414,19.0,2.463,1.91,0.0,0.947,0.776,False,,0.709,16.393,43.35,10.421,51.32,0.0,0.0,0.0,0.0,0.0,1.0,425,93,RB93,449,438,,,Injury Risk
Devin Neal,RB,NO,22.0,8.0,Active,1.0,12476,,,4ef874c1-50c3-4120-9199-0d5a4ae7c6dd,00-0040202,,,,,,,,,,0.0,0.0,206.0,2.0,57.0,17.0,104.0,0.0,19.0,,,0.4,0.034,395.0,403.0,254.0,12.0,3 out of 5 stars,19.2,19.2,4.367,23.567,-203.077,9.0,6.667,5.269,0.0,0.444,0.79,False,,,16.344,30.022,12.548,34.194,0.0,0.0,0.0,0.0,0.0,1.0,448,102,RB102,394,439,-45.0,,Boom/Bust
Darius Cooper,WR,PHI,24.0,10.0,Active,1.0,13150,,,2aa4ddb0-2775-11f0-9d31-3b5afe6c6d5f,00-0040024,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,9.0,92.0,0.0,11.0,,,0.258,0.024,,,,,,8.5,8.86,1.043,9.903,-197.96,,,,,,,True,,,6.114,13.195,4.659,15.728,0.0,0.0,0.0,0.0,0.0,1.0,435,158,WR158,451,440,,,unknown
Zavion Thomas,WR,CHI,22.0,10.0,Active,0.0,13411,,,3f22d5fe-e6e4-4aab-8992-caf75caf999a,THO417520,,,,,,,,,,,,,,,,,,,,,,,303.0,305.0,400.0,14.0,3 out of 5 stars,8.7,8.68,0.991,9.671,-198.192,,,,,,,True,89.0,,5.793,12.49,4.416,15.071,0.0,0.0,0.0,0.0,0.0,1.0,439,161,WR161,441,441,-134.0,,unknown
Dameon Pierce,RB,PHI,26.0,10.0,Active,4.0,8129,,,5d4ef6da-a6b5-4d9c-adc0-28dfdbe9315e,00-0037258,0.0,0.0,293.0,2.0,40.0,2.0,2.0,0.0,4.0,0.0,0.0,36.0,0.0,14.0,0.0,0.0,0.0,1.0,0.164,0.007,0.084,0.002,,,384.0,14.0,4 out of 5 stars,22.1,22.1,6.289,28.389,-198.256,15.0,3.14,6.744,0.067,0.867,2.148,False,,0.685,10.352,40.698,5.933,54.968,0.0,0.0,0.001,0.0,0.0,1.0,440,98,RB98,434,442,,,Injury Risk
Jonathan Mingo,WR,DAL,25.0,14.0,Active,3.0,10225,,,6cf0c82d-87e4-4cfc-8475-77667ed92796,00-0039062,0.0,0.0,5.0,0.0,2.0,17.0,167.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,5.0,0.424,0.05,0.207,0.008,,,,,,8.4,8.77,0.946,9.716,-198.147,19.0,1.984,2.298,0.0,0.947,1.158,False,,0.768,5.377,13.167,3.682,15.854,0.0,0.0,0.0,0.0,0.0,1.0,438,160,WR160,453,443,,,Injury Risk
Tai Felton,WR,MIN,23.0,6.0,Active,1.0,12496,,,1eeea030-3313-4aab-b33c-9f836710354a,00-0040154,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,3.0,,,0.044,0.006,,,451.0,15.0,5 out of 5 stars,8.8,8.6,1.121,9.721,-198.142,12.0,0.458,0.834,0.0,1.0,1.819,False,,,5.355,13.284,3.998,16.487,0.0,0.0,0.0,0.0,0.0,1.0,437,159,WR159,456,444,,,Boom/Bust
Jerome Ford,RB,WAS,26.0,7.0,Active,4.0,8143,,,cdc61676-6592-43f9-a4a6-d29ce52ac8f4,00-0037267,0.0,0.0,565.0,3.0,104.0,37.0,225.0,0.0,43.0,0.0,0.0,73.0,0.0,24.0,26.0,103.0,0.0,32.0,0.54,0.068,0.305,0.061,340.0,382.0,291.0,12.0,4 out of 5 stars,19.1,19.05,4.279,23.329,-203.316,27.0,6.578,6.32,0.037,0.556,0.961,False,,0.862,15.771,30.041,11.984,35.019,0.0,0.0,0.0,0.0,0.0,1.0,449,103,RB103,411,445,-67.0,,Boom/Bust
Donovan Edwards,RB,MIA,23.0,6.0,Active,1.0,12515,,,162f3110-24fe-11f0-9c33-270dfe4c58dc,00-0040400,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,22.9,5.613,28.513,-198.132,,,,,,,True,,,16.706,38.099,12.22,45.87,0.0,0.0,0.0,0.0,0.0,1.0,436,97,RB97,452,446,,,unknown
Justin Watson,WR,HOU,30.0,8.0,Active,8.0,5374,3118892.0,31114.0,bdb77276-7191-4454-85c2-e1693a33d709,00-0034386,0.0,0.0,0.0,0.0,0.0,22.0,289.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,4.0,0.604,0.056,0.387,0.007,,,,,,8.5,8.46,0.961,9.421,-198.442,18.0,3.828,3.462,0.0,0.778,0.904,False,,0.741,5.229,12.787,3.537,15.086,0.0,0.0,0.0,0.0,0.0,1.0,441,162,WR162,455,447,,,Injury Risk
Tahj Brooks,RB,CIN,24.0,6.0,Active,1.0,12543,,,8d50af87-f6dc-42cb-a7e7-11716667a1dc,00-0040208,,,,,,,,,,0.0,0.0,45.0,0.0,16.0,1.0,9.0,0.0,2.0,,,,0.003,365.0,392.0,312.0,13.0,2 out of 5 stars,18.3,18.13,4.941,23.071,-203.573,12.0,0.533,0.899,0.0,1.0,1.685,False,,,12.902,31.297,9.312,38.97,0.0,0.0,0.0,0.0,0.0,1.0,451,104,RB104,418,448,-59.0,,Boom/Bust
Reggie Virgil,WR,ARI,22.0,14.0,Active,0.0,13297,,,5c342ca7-20ec-4278-8d30-f8134d5a0fd3,VIR271235,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,7.93,1.023,8.953,-198.91,,,,,,,True,143.0,,5.203,11.114,3.964,13.469,0.0,0.0,0.0,0.0,0.0,1.0,443,163,WR163,458,449,,,unknown
Kaden Wetjen,WR,PIT,24.0,9.0,Active,0.0,13491,,,8c064b55-5583-4ffb-8a10-0146c01e8ce0,WET055619,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5.84,0.86,6.7,-201.163,,,,,,,True,121.0,,3.849,8.287,2.92,10.03,0.0,0.0,0.0,0.0,0.0,1.0,445,164,WR164,459,450,,,unknown
Malachi Corley,WR,CLE,24.0,11.0,Active,2.0,11617,,,bae59933-8b94-4837-990e-f0a4ced3cdbb,00-0039920,0.0,0.0,26.0,0.0,2.0,3.0,16.0,0.0,6.0,0.0,0.0,127.0,0.0,13.0,11.0,79.0,0.0,14.0,0.151,0.01,0.249,0.027,,,,,,5.5,5.38,1.126,6.506,-201.357,17.0,2.282,1.677,0.0,0.941,0.735,False,,,4.822,8.197,3.928,9.311,0.0,0.0,0.0,0.0,0.0,1.0,446,165,WR165,461,451,,,Boom/Bust
Arian Smith,WR,NYJ,24.0,13.0,Active,1.0,12539,,,8c7c7f4c-f8cc-4e02-aa0f-f794a1afd6ae,00-0040582,,,,,,,,,,0.0,0.0,13.0,0.0,4.0,7.0,52.0,0.0,16.0,,,0.382,0.034,,,,,,3.4,3.57,0.744,4.314,-203.549,13.0,1.038,1.07,0.0,1.0,1.03,False,,,3.004,5.554,2.362,6.417,0.0,0.0,0.0,0.0,0.0,1.0,450,166,WR166,463,452,,,Boom/Bust
Jimmy Horn,WR,CAR,23.0,5.0,Active,1.0,12523,,,f15872a6-7bc1-41e4-a2cd-0a2fbc432bf7,00-0040218,,,,,,,,,,0.0,0.0,69.0,0.0,8.0,11.0,108.0,0.0,15.0,,,0.192,0.031,,,,,,3.0,3.07,0.697,3.767,-204.096,10.0,2.87,1.733,0.0,0.9,0.604,False,,,2.891,4.706,2.381,5.28,0.0,0.0,0.0,0.0,0.0,1.0,452,167,WR167,465,453,,,Boom/Bust
Kameron Johnson,WR,TB,24.0,10.0,Active,2.0,11994,,,94c41960-0712-11ef-b01e-875e1e5d6ffb,00-0039589,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,2.0,4.0,64.0,1.0,7.0,0.132,0.002,0.097,0.013,,,,,,1.8,1.81,0.38,2.19,-205.673,21.0,0.895,3.568,0.0,0.952,3.985,False,,0.769,0.895,3.074,0.604,4.122,0.0,0.0,0.0,0.0,0.0,1.0,455,169,WR169,466,454,,,Injury Risk
