full_name,position,team,age,bye_week,status,years_exp,player_id,espn_id,yahoo_id,sportradar_id,gsis_id,passing_yards_2024,passing_tds_2024,rushing_yards_2024,rushing_tds_2024,carries_2024,receptions_2024,receiving_yards_2024,receiving_tds_2024,targets_2024,passing_yards_2025,passing_tds_2025,rushing_yards_2025,rushing_tds_2025,carries_2025,receptions_2025,receiving_yards_2025,receiving_tds_2025,targets_2025,snap_share_2024,target_share_2024,snap_share_2025,target_share_2025,adp,adp_rank,ecr_rank,ecr_tier,sos_season,proj_points,custom_proj_points,bonus_points,total_points,vols,games,wk_mean,wk_std,boom_rate,bust_rate,consistency,is_rookie,draft_pick,availability,floor,ceiling,p10,p90,P_pos1,P_pos2,P_pos3,p_elite,p_startable,p_bust,overall_rank,pos_rank,pos_label,rank_ecr,rank_composite,value_gap,market,risk_tier
Aaron Jones,RB,MIN,31.0,6.0,Active,9.0,4199,3042519.0,30295.0,27dd5b6e-ea65-4622-a6b4-460fd144407c,00-0033293,0.0,0.0,1138.0,5.0,255.0,51.0,408.0,2.0,62.0,0.0,0.0,548.0,2.0,132.0,28.0,199.0,1.0,41.0,0.632,0.12,0.551,0.088,121.5,121.0,105.0,8.0,4 out of 5 stars,174.8,174.75,38.934,213.684,-12.961,29.0,12.7,5.421,0.103,0.103,0.427,False,,0.69,108.078,299.19,64.354,347.934,0.134,0.241,0.22,0.013,0.489,0.511,124,34,RB34,112,126,-3.0,fair,Injury Risk
Nick Folk,K,ATL,41.0,11.0,Active,19.0,650,10621.0,8432.0,b37c621e-1125-4c35-bea0-fcabb1527060,00-0025565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,371.0,14.0,0 out of 5 stars,128.5,35.7,115.172,150.872,-0.757,30.0,8.2,5.448,0.133,0.267,0.664,False,,0.871,109.65,190.947,86.153,216.474,0.447,0.355,0.198,0.131,0.447,0.553,103,13,K13,191,127,,,Boom/Bust
Juwan Johnson,TE,NO,29.0,8.0,Active,6.0,7002,3929645.0,33113.0,0226b03b-f91d-4223-9813-9fcd2e9c3acc,00-0036040,0.0,0.0,0.0,0.0,0.0,50.0,548.0,3.0,66.0,0.0,0.0,0.0,0.0,0.0,77.0,889.0,3.0,102.0,0.642,0.128,0.75,0.181,147.0,146.0,137.0,9.0,2 out of 5 stars,154.0,153.72,19.315,173.035,-13.586,32.0,9.584,4.39,0.156,0.125,0.458,False,,0.893,131.771,214.331,105.65,239.643,0.345,0.454,0.129,0.032,0.345,0.655,129,16,TE16,121,128,17.0,VALUE,Balanced
Makai Lemon,WR,PHI,22.0,10.0,Active,0.0,13294,,,a6a64214-6f1d-4682-9559-287fb4fe7461,LEM694125,,,,,,,,,,,,,,,,,,,,,,,88.0,86.0,93.0,7.0,4 out of 5 stars,166.9,166.73,18.921,185.651,-22.211,,,,,,,True,20.0,,118.392,256.56,89.575,307.985,0.098,0.128,0.147,0.022,0.373,0.627,143,49,WR49,115,129,-57.0,REACH,unknown
Andy Borregales,K,NE,23.0,11.0,Active,1.0,12713,,,80dce1ba-c997-47e6-a37e-e92fefcbdc1b,00-0040200,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,225.0,11.0,1 out of 5 stars,121.3,37.9,100.2,138.1,-13.53,17.0,8.765,4.381,0.235,0.118,0.5,False,,0.98,110.283,169.942,93.231,188.922,0.331,0.478,0.191,0.048,0.331,0.669,128,20,K20,153,130,,,Balanced
Hunter Henry,TE,NE,31.0,11.0,Active,10.0,3214,3046439.0,29269.0,705899da-3c20-4bc3-b5d0-2e6e40655131,00-0033090,0.0,0.0,0.0,0.0,0.0,66.0,674.0,2.0,97.0,0.0,0.0,0.0,0.0,0.0,60.0,768.0,7.0,87.0,0.806,0.194,0.794,0.18,158.0,156.0,152.0,9.0,4 out of 5 stars,153.7,153.7,17.108,170.808,-15.813,33.0,9.824,6.537,0.152,0.242,0.665,False,,0.875,124.778,215.772,98.674,244.147,0.332,0.429,0.161,0.038,0.332,0.668,134,17,TE17,133,131,22.0,VALUE,Boom/Bust
Quentin Johnston,WR,LAC,24.0,7.0,Active,3.0,9754,,,e648bc98-bc81-44d0-8d4b-b9223c497ff4,00-0038544,0.0,0.0,6.0,0.0,3.0,55.0,711.0,8.0,91.0,0.0,0.0,7.0,0.0,2.0,51.0,735.0,8.0,84.0,0.708,0.185,0.769,0.154,83.5,84.0,111.0,8.0,2 out of 5 stars,169.7,169.82,18.425,188.245,-19.618,28.0,12.425,7.988,0.214,0.25,0.643,False,,0.897,140.963,236.331,112.736,268.24,0.039,0.124,0.202,0.002,0.365,0.635,140,47,WR47,119,132,-56.0,REACH,Boom/Bust
Xavier Worthy,WR,KC,23.0,5.0,Active,2.0,11624,,,52e049b1-0a7a-4e7f-9866-d2848e9cc478,00-0039894,0.0,0.0,104.0,3.0,20.0,59.0,638.0,6.0,98.0,0.0,0.0,87.0,0.0,11.0,42.0,532.0,1.0,73.0,0.641,0.171,0.706,0.133,105.5,108.0,123.0,8.0,2 out of 5 stars,167.2,167.41,20.87,188.28,-19.583,30.0,9.903,6.388,0.1,0.333,0.645,False,,0.901,141.209,235.381,113.238,265.966,0.036,0.121,0.201,0.001,0.358,0.642,139,46,WR46,122,133,-31.0,REACH,Boom/Bust
Jordan Addison,WR,MIN,24.0,6.0,Active,3.0,9756,,,63fdd64e-1a23-4b77-9536-b1609f3a708c,00-0038994,0.0,0.0,20.0,1.0,3.0,63.0,875.0,9.0,99.0,0.0,0.0,81.0,1.0,2.0,42.0,610.0,3.0,79.0,0.817,0.191,0.851,0.169,102.0,103.0,106.0,8.0,5 out of 5 stars,167.1,167.34,18.995,186.335,-21.528,29.0,11.986,8.61,0.138,0.207,0.718,False,,0.909,138.055,234.299,112.524,265.985,0.037,0.118,0.195,0.002,0.35,0.65,142,48,WR48,118,134,-39.0,REACH,Boom/Bust
Brenton Strange,TE,JAX,25.0,7.0,Active,3.0,9480,,,94f135f7-9d54-4cbd-b560-fcaf83d414b0,00-0038935,0.0,0.0,0.0,0.0,0.0,40.0,411.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,46.0,540.0,3.0,60.0,0.542,0.102,0.748,0.11,153.0,149.0,146.0,9.0,3 out of 5 stars,151.4,151.2,18.236,169.436,-17.185,26.0,8.119,5.139,0.077,0.269,0.633,False,,0.752,100.138,226.252,68.131,263.309,0.341,0.324,0.185,0.068,0.341,0.659,137,18,TE18,132,135,12.0,VALUE,Injury Risk
Dalton Schultz,TE,HOU,29.0,8.0,Active,8.0,5001,3117256.0,31107.0,8caec1b4-e0b6-4a84-b8c8-617d6e91ef6a,00-0034383,0.0,0.0,0.0,0.0,0.0,53.0,532.0,2.0,85.0,0.0,0.0,0.0,0.0,0.0,82.0,777.0,3.0,106.0,0.782,0.155,0.711,0.192,174.5,171.0,161.0,10.0,4 out of 5 stars,148.7,148.9,19.435,168.335,-18.286,34.0,8.703,5.154,0.147,0.147,0.592,False,,0.94,130.167,209.33,108.029,234.771,0.309,0.483,0.141,0.025,0.309,0.691,138,19,TE19,138,136,33.0,VALUE,Balanced
Rachaad White,RB,WAS,27.0,7.0,Active,4.0,8136,,,4d3f2f57-215c-4cb4-bf75-a7ecdcdded70,00-0037256,0.0,0.0,613.0,3.0,144.0,51.0,393.0,6.0,57.0,0.0,0.0,572.0,4.0,132.0,40.0,218.0,0.0,45.0,0.566,0.101,0.511,0.083,107.0,109.0,116.0,8.0,4 out of 5 stars,170.0,170.12,34.159,204.279,-22.366,32.0,10.894,6.738,0.094,0.25,0.618,False,,0.895,153.211,256.667,123.03,288.811,0.041,0.23,0.412,0.001,0.473,0.527,144,35,RB35,124,137,-35.0,REACH,Boom/Bust
Ricky Pearsall,WR,SF,25.0,8.0,Active,2.0,11638,,,aca4c1b8-915f-4295-92e4-05b51feee6b1,00-0039916,0.0,0.0,45.0,0.0,3.0,31.0,400.0,3.0,46.0,0.0,0.0,-2.0,0.0,2.0,36.0,528.0,0.0,53.0,0.67,0.09,0.781,0.096,101.0,102.0,100.0,8.0,2 out of 5 stars,164.9,164.97,19.488,184.458,-23.404,20.0,9.105,8.16,0.05,0.45,0.896,False,,,132.738,234.334,105.718,269.8,0.044,0.115,0.177,0.004,0.335,0.665,145,50,WR50,117,138,-43.0,REACH,Boom/Bust
Tyler Shough,QB,NO,26.0,8.0,Active,1.0,12545,,,94b8f9e1-3109-4429-8f71-4f79d7588237,00-0040743,,,,,,,,,,2384.0,10.0,186.0,3.0,45.0,0.0,0.0,0.0,0.0,,,0.835,,116.0,115.0,121.0,8.0,3 out of 5 stars,285.9,318.602,24.197,342.799,-24.117,11.0,16.36,8.607,0.091,0.364,0.526,False,,,269.468,422.656,226.079,472.535,0.373,0.471,0.143,0.064,0.373,0.627,146,17,QB17,126,139,-31.0,REACH,Balanced
Baker Mayfield,QB,TB,31.0,10.0,Active,8.0,4892,3052587.0,30971.0,30198d30-9769-4e10-ac86-b4c91d940802,00-0034855,4500.0,41.0,378.0,3.0,60.0,0.0,0.0,0.0,0.0,3693.0,26.0,382.0,1.0,55.0,0.0,0.0,0.0,0.0,0.985,,0.971,,115.5,114.0,119.0,8.0,2 out of 5 stars,281.7,320.858,21.142,342.0,-24.916,34.0,22.815,9.11,0.412,0.118,0.399,False,,0.976,276.747,418.968,237.847,462.519,0.373,0.491,0.124,0.052,0.373,0.627,148,18,QB18,127,140,-34.0,REACH,Safe
Chris Boswell,K,PIT,35.0,9.0,Active,12.0,1945,17372.0,28188.0,441eb531-1ec8-4f65-9174-78bc6adada63,00-0031136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,253.0,12.0,4 out of 5 stars,118.2,29.5,107.878,137.378,-14.252,34.0,10.559,6.524,0.265,0.176,0.618,False,,0.978,107.642,170.528,90.155,191.067,0.324,0.464,0.212,0.058,0.324,0.676,131,21,K21,169,141,,,Boom/Bust
Tyler Bass,K,BUF,29.0,7.0,Active,6.0,7042,3917232.0,32858.0,bfccbff4-bc01-41ed-aa11-be976160504c,00-0036162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,383.0,14.0,2 out of 5 stars,123.5,41.8,98.28,140.08,-11.549,17.0,8.588,3.641,0.176,0.118,0.424,False,,0.985,113.123,171.32,97.162,189.662,0.35,0.478,0.172,0.054,0.35,0.65,122,18,K18,205,142,,,Safe
Kenny Gainwell,RB,TB,27.0,10.0,Active,5.0,7567,,,e2a5882a-dcc1-4800-889f-3b957b21834f,00-0036919,0.0,0.0,290.0,1.0,75.0,16.0,116.0,0.0,22.0,0.0,0.0,537.0,5.0,114.0,73.0,486.0,3.0,85.0,0.26,0.053,0.496,0.163,87.5,85.0,97.0,8.0,2 out of 5 stars,166.5,166.42,32.296,198.716,-27.929,34.0,8.409,8.262,0.118,0.529,0.983,False,,0.907,139.581,255.664,108.298,294.689,0.054,0.205,0.355,0.004,0.421,0.579,153,36,RB36,122,143,-68.0,REACH,Boom/Bust
Romeo Doubs,WR,NE,26.0,11.0,Active,4.0,8121,,,5f559fde-3a5f-4df6-99a2-cd1a4b103c68,00-0037816,0.0,0.0,0.0,0.0,0.0,46.0,601.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0,55.0,724.0,6.0,85.0,0.774,0.155,0.776,0.185,118.0,117.0,127.0,9.0,2 out of 5 stars,164.3,164.13,17.683,181.813,-26.05,29.0,10.121,6.547,0.034,0.276,0.647,False,,0.909,136.725,227.337,110.719,258.017,0.027,0.104,0.183,0.001,0.314,0.686,150,52,WR52,136,144,-33.0,REACH,Boom/Bust
Kyle Monangai,RB,CHI,24.0,10.0,Active,1.0,12534,,,6edec23b-f938-40f7-a151-1db5374880dd,00-0040236,,,,,,,,,,0.0,0.0,783.0,5.0,169.0,18.0,164.0,0.0,30.0,,,0.409,0.056,98.0,99.0,96.0,8.0,2 out of 5 stars,155.8,155.97,37.084,193.054,-33.591,17.0,8.394,6.367,0.059,0.471,0.759,False,,0.907,142.376,242.524,113.553,275.435,0.032,0.179,0.396,0.001,0.393,0.607,156,37,RB37,125,145,-57.0,REACH,Boom/Bust
Matt Gay,K,LV,32.0,13.0,Active,7.0,6083,4249087.0,31977.0,2b90e091-ef78-4753-93eb-0acf3632c206,00-0035269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,108.1,23.9,99.048,122.948,-28.682,28.0,8.036,4.212,0.179,0.179,0.524,False,,0.917,95.301,151.394,77.688,169.581,0.182,0.477,0.341,0.021,0.182,0.818,154,28,K28,144,146,,,Balanced
Trey Smack,K,GB,23.0,11.0,Active,0.0,13545,,,fc5890c6-b22d-4b5b-8ca5-2722b077bc8b,SMA037753,,,,,,,,,,,,,,,,,,,,,,,,,432.0,15.0,4 out of 5 stars,125.4,34.1,109.797,143.897,-7.732,,,,,,,True,216.0,,83.988,177.198,64.91,214.044,0.307,0.311,0.382,0.113,0.307,0.693,115,17,K17,221,147,,,unknown
T.J. Hockenson,TE,MIN,29.0,6.0,Active,7.0,5844,4036133.0,31840.0,bd1120b6-38b3-4225-a4b0-20660a149d0d,00-0035229,0.0,0.0,0.0,0.0,0.0,41.0,455.0,0.0,62.0,0.0,0.0,0.0,0.0,1.0,51.0,438.0,3.0,66.0,0.615,0.12,0.779,0.141,168.5,165.0,175.0,10.0,4 out of 5 stars,140.2,140.37,18.71,159.08,-27.541,25.0,7.972,4.475,0.12,0.2,0.561,False,,0.835,112.442,202.882,85.562,230.355,0.259,0.424,0.216,0.024,0.259,0.741,151,20,TE20,152,148,14.0,VALUE,Injury Risk
Andre Szmyt,K,CLE,27.0,11.0,Active,4.0,11261,,,25f0b180-ead8-11ed-86b8-630d0ad2d5af,00-0038428,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,102.0,24.6,94.441,119.041,-32.588,17.0,6.706,3.619,0.0,0.235,0.54,False,,0.98,94.208,146.496,79.613,163.093,0.147,0.487,0.366,0.013,0.147,0.853,155,29,K29,147,149,,,Balanced
Zane Gonzalez,K,MIA,31.0,6.0,Active,9.0,4233,3043234.0,30337.0,cd0f4ef0-9914-4125-be4d-804a72350ceb,00-0033862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,365.0,14.0,2 out of 5 stars,115.4,26.2,108.646,134.846,-16.784,15.0,9.2,4.539,0.267,0.133,0.493,False,,,107.478,165.897,91.74,184.092,0.295,0.488,0.217,0.04,0.295,0.705,136,24,K24,210,150,,,Balanced
Jake Elliott,K,PHI,31.0,10.0,Active,9.0,4195,3050478.0,30266.0,059e5bb7-1842-4558-9aaf-77c352a21216,00-0033787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,374.0,14.0,5 out of 5 stars,119.8,35.9,99.816,135.716,-15.914,34.0,7.294,4.674,0.147,0.324,0.641,False,,0.988,105.874,167.491,88.861,187.718,0.3,0.469,0.231,0.052,0.3,0.7,135,23,K23,215,151,,,Boom/Bust
Matthew Golden,WR,GB,22.0,11.0,Active,1.0,12501,,,d1963360-c011-4764-9a36-9e627073f68f,00-0040667,,,,,,,,,,0.0,0.0,49.0,0.0,10.0,29.0,361.0,0.0,44.0,,,0.532,0.096,118.0,116.0,139.0,9.0,5 out of 5 stars,155.9,155.79,18.243,174.033,-33.83,14.0,5.0,4.301,0.0,0.643,0.86,False,,0.888,123.479,221.625,97.571,254.415,0.03,0.089,0.153,0.002,0.272,0.728,157,53,WR53,143,152,-41.0,REACH,Boom/Bust
Jordan Love,QB,GB,27.0,11.0,Active,6.0,6804,4036378.0,32696.0,e5094779-e94f-4052-8597-bdbee3719f6b,00-0036264,3389.0,25.0,83.0,1.0,25.0,0.0,0.0,0.0,0.0,3381.0,23.0,199.0,0.0,47.0,0.0,0.0,0.0,0.0,0.917,,0.943,,113.0,113.0,117.0,8.0,4 out of 5 stars,267.5,310.322,17.244,327.566,-39.35,30.0,18.633,9.125,0.2,0.233,0.49,False,,0.929,256.147,402.951,213.791,448.816,0.306,0.503,0.177,0.044,0.306,0.694,163,20,QB20,139,153,-50.0,REACH,Balanced
Jalen Coker,WR,CAR,24.0,5.0,Active,2.0,11646,,,67977ab0-070b-11ef-978d-05d80704d329,00-0039491,19.0,0.0,0.0,0.0,0.0,32.0,478.0,2.0,46.0,0.0,0.0,0.0,0.0,0.0,33.0,394.0,3.0,43.0,0.664,0.089,0.694,0.09,129.0,129.0,131.0,9.0,2 out of 5 stars,152.7,152.87,18.467,171.337,-36.525,22.0,8.316,6.225,0.045,0.455,0.749,False,,,127.075,216.107,103.676,246.514,0.019,0.083,0.147,0.001,0.249,0.751,160,54,WR54,142,154,-31.0,REACH,Boom/Bust
Sam Darnold,QB,SEA,29.0,11.0,Active,8.0,4943,3912547.0,30973.0,13d826c5-9b22-4e0a-a877-02d8c84c546b,00-0034869,4319.0,35.0,212.0,1.0,67.0,0.0,0.0,0.0,0.0,4048.0,25.0,95.0,0.0,35.0,0.0,0.0,0.0,0.0,0.994,,0.962,,142.0,140.0,136.0,9.0,4 out of 5 stars,266.4,307.896,18.723,326.619,-40.297,34.0,19.982,10.16,0.324,0.294,0.508,False,,0.894,248.09,405.985,199.029,455.646,0.306,0.481,0.197,0.049,0.306,0.694,165,21,QB21,146,155,-25.0,REACH,Balanced
Jason Sanders,K,NYJ,30.0,13.0,Active,8.0,5119,3124679.0,31199.0,5ffb654f-0de5-424b-aa2f-ad511deb5b51,00-0034794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,488.0,16.0,2 out of 5 stars,117.5,26.9,110.181,137.081,-14.548,17.0,10.235,5.472,0.235,0.235,0.535,False,,0.985,108.932,168.692,92.425,188.133,0.317,0.477,0.206,0.05,0.317,0.683,132,22,K22,245,156,,,Balanced
Joey Slye,K,TEN,30.0,9.0,Active,7.0,6528,3124084.0,32384.0,ef4998e0-c9ef-4afe-88ab-d09b48975a08,00-0035192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,402.0,14.0,4 out of 5 stars,113.8,25.8,105.19,130.99,-20.639,33.0,7.848,5.641,0.212,0.303,0.719,False,,0.976,100.232,164.225,83.44,184.581,0.264,0.456,0.28,0.044,0.264,0.736,141,25,K25,226,157,,,Boom/Bust
Malik Willis,QB,MIA,27.0,6.0,Active,4.0,8161,,,55aefcf9-4dfb-4994-883f-4d537a6f1ddb,00-0038128,550.0,3.0,138.0,1.0,20.0,0.0,0.0,0.0,0.0,422.0,3.0,123.0,2.0,22.0,0.0,0.0,0.0,0.0,0.464,,0.422,,127.5,128.0,129.0,9.0,3 out of 5 stars,270.9,294.23,28.826,323.056,-43.86,10.0,11.898,11.83,0.2,0.6,0.994,False,,,228.383,414.286,182.805,479.757,0.306,0.422,0.256,0.075,0.306,0.694,169,22,QB22,147,158,-41.0,REACH,Boom/Bust
KC Concepcion,WR,CLE,21.0,11.0,Active,0.0,13298,,,395b5873-4054-4190-913c-60b664d11e61,CON046719,,,,,,,,,,,,,,,,,,,,,,,125.5,127.0,126.0,9.0,3 out of 5 stars,145.5,145.32,17.995,163.315,-44.547,,,,,,,True,24.0,,104.58,226.113,80.105,273.537,0.057,0.092,0.119,0.011,0.269,0.731,170,56,WR56,145,159,-43.0,REACH,unknown
Pat Freiermuth,TE,PIT,27.0,9.0,Active,5.0,7600,,,04f0fefe-9d9d-44f5-94ea-6df2a42df3c6,00-0036894,0.0,0.0,0.0,0.0,0.0,65.0,653.0,7.0,78.0,0.0,0.0,0.0,0.0,0.0,41.0,486.0,4.0,54.0,0.693,0.17,0.504,0.103,201.0,196.0,237.0,11.0,2 out of 5 stars,133.9,134.19,16.444,150.634,-35.987,32.0,8.934,6.015,0.125,0.219,0.673,False,,0.87,109.219,191.118,86.795,217.722,0.196,0.442,0.261,0.016,0.196,0.804,159,21,TE21,180,160,37.0,,Boom/Bust
Chig Okonkwo,TE,WAS,26.0,7.0,Active,4.0,8210,,,14e11f9b-58c8-437f-abc0-a4e4df9a7c47,00-0037809,0.0,0.0,17.0,0.0,1.0,52.0,479.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,56.0,560.0,2.0,79.0,0.605,0.138,0.637,0.149,143.5,142.0,163.0,10.0,1 out of 5 stars,126.8,126.62,16.784,143.404,-43.217,33.0,7.2,4.546,0.061,0.364,0.631,False,,0.952,110.774,178.4,91.489,201.193,0.137,0.478,0.298,0.006,0.137,0.863,168,26,TE26,158,161,-26.0,REACH,Boom/Bust
Calvin Ridley,WR,TEN,31.0,9.0,Active,8.0,4981,3925357.0,30996.0,926e2674-52d6-4cec-9991-46ee85cc8cfd,00-0034837,0.0,0.0,55.0,1.0,8.0,64.0,1017.0,4.0,120.0,0.0,0.0,0.0,0.0,0.0,17.0,303.0,0.0,36.0,0.813,0.237,0.571,0.068,198.0,191.0,184.0,10.0,3 out of 5 stars,152.4,152.34,16.706,169.046,-38.817,24.0,10.354,7.35,0.125,0.292,0.71,False,,0.82,113.734,218.549,83.777,251.299,0.025,0.087,0.142,0.001,0.255,0.745,162,55,WR55,161,162,29.0,,Injury Risk
Chad Ryland,K,ARI,26.0,14.0,Active,3.0,10955,,,c77efa70-0691-4a21-8064-a5880569b559,00-0038567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,403.0,14.0,2 out of 5 stars,111.7,25.3,102.119,127.419,-24.21,30.0,8.5,4.74,0.167,0.267,0.558,False,,0.941,98.673,157.469,82.216,175.897,0.222,0.481,0.297,0.028,0.222,0.778,147,26,K26,231,163,,,Balanced
Cade Otton,TE,TB,27.0,10.0,Active,4.0,8111,,,f23517bd-ae85-484a-8ecb-1f7a2d851e48,00-0038129,0.0,0.0,-4.0,0.0,1.0,59.0,600.0,4.0,87.0,0.0,0.0,0.0,0.0,0.0,59.0,572.0,1.0,81.0,0.929,0.155,0.935,0.15,200.5,195.0,240.0,11.0,2 out of 5 stars,131.7,132.0,16.668,148.668,-37.953,29.0,9.131,7.003,0.172,0.241,0.767,False,,0.905,109.287,189.022,87.116,215.067,0.188,0.444,0.269,0.014,0.188,0.812,161,22,TE22,182,164,34.0,,Boom/Bust
Jerry Jeudy,WR,CLE,27.0,11.0,Active,6.0,6783,4241463.0,32685.0,eaaa4a61-c2a7-4926-8e9b-3ec71be2f991,00-0036407,0.0,0.0,0.0,0.0,0.0,90.0,1229.0,4.0,145.0,0.0,0.0,5.0,0.0,1.0,50.0,602.0,2.0,106.0,0.897,0.229,0.845,0.203,177.0,176.0,148.0,9.0,3 out of 5 stars,144.7,145.08,18.044,163.124,-44.739,34.0,10.576,8.156,0.118,0.412,0.771,False,,0.956,122.943,205.44,101.872,231.764,0.011,0.055,0.131,0.001,0.198,0.802,171,57,WR57,155,165,5.0,fair,Boom/Bust
Kenyon Sadiq,TE,NYJ,21.0,13.0,Active,0.0,13330,,,554e5567-f992-4071-8366-5fa5c316b07c,SAD482340,,,,,,,,,,,,,,,,,,,,,,,159.0,157.0,187.0,10.0,4 out of 5 stars,130.1,130.1,15.944,146.044,-40.577,,,,,,,True,16.0,,93.499,201.487,70.084,243.616,0.235,0.328,0.276,0.051,0.235,0.765,166,24,TE24,168,166,-9.0,fair,unknown
AJ Barner,TE,SEA,24.0,11.0,Active,2.0,11603,,,e96127b4-d381-43d4-b0ae-8790c706756f,00-0039793,0.0,0.0,0.0,0.0,0.0,30.0,245.0,4.0,38.0,0.0,0.0,14.0,1.0,10.0,52.0,519.0,6.0,68.0,0.451,0.067,0.773,0.149,189.5,183.0,188.0,10.0,3 out of 5 stars,130.0,130.02,15.271,145.291,-41.33,32.0,7.056,5.689,0.094,0.406,0.806,False,,0.926,106.6,183.937,86.504,208.972,0.166,0.433,0.3,0.012,0.166,0.834,167,25,TE25,170,167,16.0,,Boom/Bust
Kyler Murray,QB,MIN,28.0,6.0,Active,7.0,5849,3917315.0,31833.0,dd5a6b6e-ffae-45a5-b8e6-718a9251f374,00-0035228,3851.0,21.0,572.0,5.0,78.0,0.0,0.0,0.0,0.0,962.0,6.0,173.0,1.0,29.0,0.0,0.0,0.0,0.0,0.971,,0.988,,112.0,112.0,113.0,8.0,5 out of 5 stars,276.1,307.476,23.724,331.2,-35.715,22.0,19.865,7.548,0.227,0.182,0.38,False,,0.729,186.412,448.396,122.401,516.872,0.362,0.308,0.307,0.113,0.362,0.638,158,19,QB19,137,168,-46.0,REACH,Injury Risk
John Metchie,WR,CAR,25.0,5.0,Active,4.0,8147,,,2995df34-ee81-4320-be1e-1c497b83c927,00-0037614,0.0,0.0,0.0,0.0,0.0,24.0,254.0,1.0,37.0,0.0,0.0,-5.0,0.0,3.0,33.0,274.0,2.0,48.0,0.462,0.068,0.461,0.093,,,361.0,14.0,2 out of 5 stars,162.7,162.3,20.307,182.607,-25.256,23.0,5.535,5.25,0.0,0.652,0.948,False,,0.803,113.707,239.071,82.884,279.247,0.06,0.118,0.15,0.007,0.328,0.672,149,51,WR51,218,169,,,Injury Risk
Ryan Fitzgerald,K,CAR,25.0,5.0,Active,1.0,12961,,,7bf5a2e0-2512-11f0-9825-33176da47896,00-0040279,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,385.0,14.0,0 out of 5 stars,107.0,26.1,97.896,123.996,-27.633,17.0,6.412,4.887,0.176,0.412,0.762,False,,0.98,93.709,156.013,77.584,176.568,0.211,0.442,0.347,0.034,0.211,0.789,152,27,K27,229,170,,,Boom/Bust
Jacory Croskey-Merritt,RB,WAS,25.0,7.0,Active,1.0,12533,,,202b8be6-40d2-49ed-b256-312ac45ec70f,00-0040242,,,,,,,,,,0.0,0.0,805.0,8.0,175.0,9.0,68.0,0.0,13.0,,,0.395,0.03,129.0,130.0,125.0,8.0,4 out of 5 stars,143.6,144.06,34.64,178.7,-47.945,17.0,8.488,7.765,0.118,0.529,0.915,False,,0.907,127.677,227.735,102.093,262.586,0.025,0.133,0.338,0.001,0.304,0.696,175,38,RB38,149,171,-45.0,REACH,Boom/Bust
C.J. Stroud,QB,HOU,24.0,8.0,Active,3.0,9758,,,7e91086f-9ca4-4bd9-a099-b88b2f37e6c6,00-0039163,3727.0,20.0,233.0,0.0,52.0,0.0,0.0,0.0,1.0,3041.0,19.0,209.0,1.0,48.0,0.0,0.0,0.0,0.0,0.931,,0.912,,137.5,136.0,135.0,9.0,4 out of 5 stars,260.7,296.192,21.396,317.588,-49.328,31.0,16.61,7.409,0.129,0.29,0.446,False,,0.917,249.199,391.741,207.947,436.952,0.264,0.525,0.197,0.032,0.264,0.736,177,23,QB23,154,172,-41.0,REACH,Safe
