sleeper_id,full_name,position,team,status,injury_status,injury_body_part,injury_start_date,injury_notes,news_updated,depth_chart_position,depth_chart_order,adp_ppr,adp_std,adp_half_ppr,adp_2qb,proj_pts_ppr,proj_pts_std,proj_rush_yds,proj_rush_att,proj_rec,proj_rec_yds,proj_rec_td,proj_fumbles_lost,proj_rush_td,proj_pass_yds,proj_pass_td,proj_pass_int,proj_pass_att,nn
6462,Ellis Richardson,TE,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,ellis richardson
7926,Carl Tucker,TE,,Active,,,,,1631568053348.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,carl tucker
1408,Le'Veon Bell,RB,TB,Active,,,,,1784559344501.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,le veon bell
8074,Matt Seybert,TE,,Active,,,,,1629836727949.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,matt seybert
13175,Kinkead Dent,QB,,Inactive,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,kinkead dent
11533,Brandon Aubrey,K,DAL,Active,,,,,1784989202366.0,K,1.0,171.1,109.5,148.1,158.2,116.0,116.0,,,,,,,,,,,,brandon aubrey
2801,DeAndrew White,WR,,Inactive,,,,,1598920530064.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,deandrew white
7918,A.J. Rose,RB,,Active,,,,,1661021115529.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,a j rose
5428,Ricky Jeune,WR,,Active,,,,,1535476203701.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,ricky jeune
13221,Brett Gabbert,QB,,Active,,,,,1754250907948.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,brett gabbert
11522,Jerome Kapp,WR,,Active,,,,,1693334405078.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,jerome kapp
2474,Nick Boyle,TE,,Active,,,,,1673388617497.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,nick boyle
8809,Aaron Shampklin,RB,,Active,,,,,1756225808845.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,aaron shampklin
9487,Parker Washington,WR,JAX,Active,,,,,1786035949777.0,SWR,2.0,83.2,83.3,81.1,103.0,212.4,140.4,58.0,10.0,72.0,906.0,7.0,,,,,,,parker washington
3342,Jakeem Grant,WR,,Active,,,,,1734242151808.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,jakeem grant
1684,Jaron Brown,WR,,Active,,,,,1602620149319.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,jaron brown
6918,Salvon Ahmed,RB,CHI,Active,,,,,1779338441131.0,RB,5.0,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,salvon ahmed
6137,Tommy Sweeney,TE,,Active,,,,,1729806320462.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,tommy sweeney
3561,Bryce Williams,TE,,Active,,,,,1523486701657.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,bryce williams
6786,CeeDee Lamb,WR,DAL,Active,,,,,1785364813311.0,RWR,1.0,10.6,14.3,10.3,15.6,270.5,174.5,16.0,3.0,96.0,1249.0,8.0,1.0,,,,,,ceedee lamb
5038,Michael Gallup,WR,,Active,,,,,1756160704849.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,michael gallup
11584,Bucky Irving,RB,TB,Active,,,,,1785528933822.0,RB,1.0,34.4,32.3,40.5,42.1,197.3,161.3,902.0,211.0,36.0,271.0,2.0,2.0,6.0,,,,,bucky irving
2023,De'Anthony Thomas,WR,,Inactive,,,,,1648441845359.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,de anthony thomas
11649,Kendall Milton,RB,CIN,Active,,,,,1771617656337.0,RB,5.0,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,kendall milton
6783,Jerry Jeudy,WR,CLE,Active,,,,,1785937836873.0,RWR,1.0,173.5,159.5,168.2,185.0,119.6,76.6,5.0,1.0,43.0,581.0,3.0,,,,,,,jerry jeudy
13600,Tyren Montgomery,WR,TEN,Active,,,,,1777593025492.0,SWR,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,tyren montgomery
11616,Jacob Cowing,WR,SF,Active,Questionable,Hip,,,1785989143371.0,SWR,9.0,999.0,999.0,999.0,999.0,1.7,0.7,,,1.0,7.0,,,,,,,,jacob cowing
5965,Miles Boykin,WR,,Active,,,,,1770940215825.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,miles boykin
13064,Dorian Singer,WR,,Active,,,,,1756503628936.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,dorian singer
4992,Dante Pettis,WR,BUF,Active,,,,,1785468325907.0,SWR,8.0,999.0,999.0,999.0,999.0,7.3,4.3,6.0,1.0,3.0,37.0,,,,,,,,dante pettis
11155,Christian Sims,TE,,Active,,,,,1693254649926.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,christian sims
9504,Kayshon Boutte,WR,NE,Active,,,,,1785862219282.0,LWR,3.0,178.7,164.2,173.3,189.7,94.6,63.6,,,31.0,456.0,3.0,,,,,,,kayshon boutte
4828,Rashard Davis,WR,,Active,,,,,1660682432289.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,rashard davis
4396,Drew Morgan,WR,,Active,,,,,1515031201931.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,drew morgan
4038,John Ross,WR,,Active,,,,,1733328318057.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,john ross
12507,Omarion Hampton,RB,LAC,Active,,,,,1785954038916.0,RB,1.0,18.8,12.2,14.7,27.9,242.9,194.9,1025.0,232.0,48.0,364.0,2.0,2.0,8.0,,,,,omarion hampton
11439,Jaleel McLaughlin,RB,DEN,Active,,,,,1784044832373.0,RB,5.0,999.0,999.0,999.0,999.0,7.5,5.5,40.0,10.0,2.0,15.0,,,,,,,,jaleel mclaughlin
11282,Johnny King,WR,,Active,,,,,1693347910321.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,johnny king
3730,Tevin Jones,WR,,Active,,,,,1627875617715.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,tevin jones
13302,Adam Randall,RB,BAL,Active,,,,,1784743816268.0,RB,3.0,999.0,999.0,999.0,999.0,30.1,22.1,103.0,25.0,8.0,58.0,,,1.0,,,,,adam randall
5718,Ryan Yurachek,TE,,Active,,,,,1578677115320.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,ryan yurachek
3916,David Watford,WR,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,david watford
5530,Evan Berry,WR,,Active,,,,,1535493306660.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,evan berry
11445,Taylor Grimes,WR,,Active,,,,,1693323303780.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,taylor grimes
5619,Dalyn Dawkins,RB,,Active,,,,,1608771051119.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,dalyn dawkins
5122,Boston Scott,RB,,Active,,,,,1773865543815.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,boston scott
11629,Devontez Walker,WR,BAL,Active,,,,,1782240621352.0,RWR,5.0,999.0,999.0,999.0,999.0,12.2,7.2,6.0,1.0,5.0,66.0,,,,,,,,devontez walker
13295,Behren Morton,QB,NE,Active,,,,,1779920431712.0,QB,3.0,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,behren morton
2320,Melvin Gordon,RB,,Active,,,,,1705709157893.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,melvin gordon
1895,AJ McCarron,QB,,Active,,,,,1707938117372.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,aj mccarron
11906,Ty James,WR,,Active,,,,,1724094948013.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,ty james
12493,Oronde Gadsden,TE,LAC,Active,,,,,1785556237367.0,TE,1.0,94.7,83.1,102.2,106.3,141.8,85.8,,,56.0,618.0,4.0,,,,,,,oronde gadsden
12028,TaMerik Williams,RB,,Active,,,,,1719267625699.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,tamerik williams
12699,LaJohntay Wester,WR,BAL,Active,,,,,1782249624074.0,SWR,7.0,999.0,999.0,999.0,999.0,1.0,0.0,6.0,1.0,1.0,14.0,,1.0,,,,,,lajohntay wester
3488,D.J. Foster,RB,,Inactive,,,,,1626825947122.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,d j foster
13323,Rahsul Faison,RB,,Active,,,,,1777188327314.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,rahsul faison
12244,DeAngelo Hardy,WR,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,deangelo hardy
1387,Rex Burkhead,RB,,Active,,,,,1707181202163.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,rex burkhead
7553,Kyle Pitts,TE,ATL,Active,,,,,1785872407290.0,TE,1.0,71.3,72.9,76.2,91.1,171.6,105.6,,,66.0,756.0,5.0,,,,,,,kyle pitts
5143,Demario Richard,RB,,Active,,,,,1528911901374.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,demario richard
8410,Jequez Ezzard,WR,,Active,,,,,1660695619393.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,jequez ezzard
5845,Dwayne Haskins,QB,PIT,Active,,,,,1649518240714.0,,,,,,,,,,,,,,,,,,,,dwayne haskins
2025,Albert Wilson,WR,,Active,,,,,1715474753352.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,albert wilson
5838,Phillip Andersen,K,,Active,,,,,1556575558059.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,phillip andersen
12300,Joshua Lingenfelter,TE,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,joshua lingenfelter
11304,E.J. Jenkins,TE,PHI,Active,,,,,1768343419420.0,TE,7.0,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,e j jenkins
19,Joe Flacco,QB,CIN,Active,,,,,1781961641331.0,QB,2.0,999.0,999.0,999.0,999.0,28.72,28.72,8.0,4.0,,,,,,448.0,3.0,2.0,69.0,joe flacco
13352,Lincoln Pare,RB,,Active,Questionable,Undisclosed,,,1785196250374.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,lincoln pare
12967,Jacolby George,WR,,Active,,,,,1756225208608.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,jacolby george
14017,Brett Weaver,TE,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,brett weaver
13228,Ife Adeyi,WR,,Active,,,,,1756223707719.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,ife adeyi
6459,Sean Modster,WR,,Active,,,,,1589321104807.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,sean modster
12264,Cole Beck,WR,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,cole beck
801,Charles Clay,TE,,Active,,,,,1615999520566.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,charles clay
6374,Drew Belcher,TE,,Active,,,,,1568813121831.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,drew belcher
4054,Mo Alie-Cox,TE,IND,Active,,,,,1780438849460.0,TE,3.0,999.0,999.0,999.0,999.0,15.4,7.4,,,8.0,74.0,,,,,,,,mo alie cox
7944,Michael Strachan,WR,,Active,,,,,1755195643451.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,michael strachan
1550,Ryan Griffin,QB,,Active,,,,,1711038060009.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,ryan griffin
13108,Julian Fleming,WR,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,julian fleming
3423,Robbie Chosen,WR,,Active,,,,,1764712237230.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,robbie chosen
12121,Deshaun Fenwick,RB,,Active,,,,,1735077624270.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,deshaun fenwick
3496,Stephen Anderson,TE,,Active,,,,,1702689617868.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,stephen anderson
4813,Marvin Bracy,WR,,Active,,,,,1534799108225.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,marvin bracy
1800,Jordan Matthews,TE,,Active,,,,,1747072235199.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,jordan matthews
5100,Jordan Wilkins,RB,,Active,,,,,1698776426729.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,jordan wilkins
7938,Hunter Kampmoyer,TE,,Active,,,,,1724801157061.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,hunter kampmoyer
12848,Josh Kelly,WR,HOU,Active,,,,,1769839821071.0,LWR,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,josh kelly
8698,Jake Tonges,TE,SF,Active,,,,,1785182147831.0,TE,2.0,191.4,177.5,213.2,202.4,70.8,40.8,,,30.0,288.0,2.0,,,,,,,jake tonges
3453,Josh Ferguson,RB,,Active,,,,,1596496205763.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,josh ferguson
4385,Kalif Phillips,RB,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,kalif phillips
7013,Steven Montez,QB,,Active,,,,,1671732612175.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,steven montez
7862,T.J. Vasher,WR,,Active,,,,,1661730315770.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,t j vasher
10233,Max Duggan,QB,,Active,,,,,1724099748571.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,max duggan
1517,Theo Riddick,RB,,Injured Reserve,,,,,1627678204988.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,theo riddick
6279,Brandon Dillon,TE,,Inactive,,,,,1693345810018.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,brandon dillon
6501,C.J. Conrad,TE,,Active,,,,,1588119320291.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,c j conrad
5776,Mark Chapman,WR,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,mark chapman
2948,Brandon Cottom,RB,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,brandon cottom
12971,Ke'Shawn Williams,WR,CIN,Active,,,,,1765923046526.0,LWR,8.0,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,ke shawn williams
6381,Alexander Hollins,WR,,Active,,,,,1640139630813.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,alexander hollins
6016,Dax Raymond,TE,PIT,Active,,,,,1634094904503.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,dax raymond
11157,Brycen Tremayne,WR,CAR,Active,,,,,1776728135079.0,RWR,8.0,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,brycen tremayne
6908,La'Mical Perine,RB,,Active,,,,,1730236511786.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,la mical perine
4569,Brian Brown,WR,,Active,,,,,1535833508123.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,brian brown
5007,Keke Coutee,WR,,Active,,,,,1708912503938.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,keke coutee
8116,Pierre Strong,RB,GB,Active,,,,,1780024825732.0,RB,4.0,999.0,999.0,999.0,999.0,7.5,5.5,41.0,10.0,2.0,14.0,,,,,,,,pierre strong
6823,Jacob Eason,QB,,Active,,,,,1722894007856.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,jacob eason
3648,Matt Weiser,TE,,Active,,,,,1534906519684.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,matt weiser
7619,Mathew Sexton,WR,,Active,,,,,1718750442705.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,mathew sexton
7555,Jamie Newman,QB,,Inactive,,,,,1623297314824.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,jamie newman
13409,Donaven McCulley,WR,MIA,Active,,,,,1778265040554.0,SWR,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,donaven mcculley
7585,Davis Mills,QB,HOU,Active,,,,,1784337923253.0,QB,2.0,999.0,999.0,999.0,999.0,12.04,12.04,6.0,2.0,,,,,,211.0,1.0,1.0,33.0,davis mills
12399,Caleb Chapman,WR,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,caleb chapman
8931,Josh Ali,WR,,Active,,,,,1724620534786.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,josh ali
8633,Stephon Robinson,WR,,Active,,,,,1652745645050.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,stephon robinson
2359,Ameer Abdullah,RB,JAX,Active,,,,,1780024825137.0,RB,5.0,999.0,999.0,999.0,999.0,4.8,2.8,13.0,3.0,2.0,15.0,,,,,,,,ameer abdullah
788,Dion Lewis,RB,,Injured Reserve,,,,,1628866223071.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,dion lewis
8241,Anthony Brown,QB,,Active,,,,,1737509716304.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,anthony brown
5854,Drew Lock,QB,SEA,Active,,,,,1779920430745.0,QB,2.0,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,drew lock
2936,Rasheed Williams,RB,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,rasheed williams
3211,Paul Perkins,RB,,Active,,,,,1620069937103.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,paul perkins
7593,Trey Sermon,RB,,Active,,,,,1765994151281.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,trey sermon
6489,Taryn Christion,QB,,Active,,,,,1574811036172.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,taryn christion
7614,Darius Clark,RB,,Active,,,,,1631031954828.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,darius clark
12832,Blayne Taylor,WR,,Active,,,,,1756185308010.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,blayne taylor
12809,Mac Dalena,WR,BUF,Active,,,,,1780380645029.0,SWR,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,mac dalena
6966,Javon Leake,RB,,Active,,,,,1629761455183.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,javon leake
4548,Joel Bouagnon,RB,,Active,,,,,1544553632151.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,joel bouagnon
12354,Easton Dean,TE,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,easton dean
3021,Devin Gardner,WR,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,devin gardner
11579,Audric Estime,RB,NO,Active,,,,,1783450831333.0,RB,6.0,237.4,189.8,218.6,247.1,22.6,19.6,119.0,30.0,3.0,17.0,,,1.0,,,,,audric estime
HOU,Texans,DEF,HOU,,,,,,,,,119.0,114.4,123.6,142.4,104.0,104.0,,,,,,,,,,,,texans
3294,Dak Prescott,QB,DAL,Active,,,,,1785962742679.0,QB,1.0,90.3,97.7,97.8,44.1,303.88,303.88,152.0,44.0,,,,2.0,1.0,4292.0,31.0,13.0,580.0,dak prescott
4031,Travis Wilson,TE,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,travis wilson
13301,Antonio Williams,WR,WAS,Active,,,,,1785865507005.0,SWR,3.0,168.1,155.5,163.9,179.8,75.2,47.2,13.0,2.0,28.0,339.0,2.0,,,,,,,antonio williams
7274,Tyler Simmons,WR,,Active,,,,,1629839427901.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,tyler simmons
5359,Dorren Miller,WR,,Active,,,,,1557852330059.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,dorren miller
12180,Alex McNulty,K,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,alex mcnulty
3609,Chris King,WR,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,chris king
421,Matthew Stafford,QB,LAR,Active,,,,,1785011703922.0,QB,1.0,115.2,117.6,116.7,88.4,280.22,280.22,19.0,27.0,,,,2.0,,4033.0,32.0,11.0,528.0,matthew stafford
11636,Johnny Wilson,WR,PHI,Active,,,,,1782256824855.0,LWR,9.0,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,johnny wilson
8134,Khalil Shakir,WR,BUF,Active,,,,,1784828712780.0,SWR,2.0,133.8,120.2,130.4,140.0,166.5,97.5,10.0,2.0,69.0,725.0,4.0,,,,,,,khalil shakir
5398,Justin Crawford,RB,,Active,,,,,1535850062877.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,justin crawford
7828,Noah Gray,TE,KC,Active,,,,,1785088811338.0,TE,2.0,999.0,999.0,999.0,999.0,59.1,35.1,,,24.0,231.0,2.0,,,,,,,noah gray
10861,Xazavian Valladay,RB,,Active,,,,,1758670803290.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,xazavian valladay
NE,Patriots,DEF,NE,,,,,,,,,149.4,145.5,145.5,175.7,92.0,92.0,,,,,,,,,,,,patriots
4814,De'Quan Hampton,WR,,Active,,,,,1632865848667.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,de quan hampton
7397,Parker Houston,TE,,Active,,,,,1599693372829.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,parker houston
11557,Joe Milton,QB,DAL,Active,,,,,1781102426657.0,QB,2.0,999.0,999.0,999.0,298.0,12.4,12.4,16.0,4.0,,,,,,195.0,1.0,1.0,31.0,joe milton
5052,Ronald Jones,RB,,Active,,,,,1695221737152.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,ronald jones
4128,Chad Williams,WR,,Active,,,,,1654805457745.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,chad williams
6626,Isaac Zico,WR,,Active,,,,,1564789517539.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,isaac zico
13898,Corey Rucker,WR,LV,Inactive,IR,Undisclosed,,,1781124916279.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,corey rucker
13304,O'Mega Blake,WR,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,o mega blake
5995,Justice Hill,RB,BAL,Active,,,,,1785092111691.0,RB,2.0,999.0,999.0,999.0,999.0,67.7,43.7,141.0,33.0,24.0,176.0,1.0,,1.0,,,,,justice hill
3524,Marquise Williams,QB,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,marquise williams
4421,Jacob Hollister,TE,,Active,,,,,1724783153128.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,jacob hollister
12925,Jamaal Pritchett,WR,NYJ,Active,,,,,1767668409315.0,SWR,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,jamaal pritchett
12517,Colston Loveland,TE,CHI,Active,,,,,1784684409471.0,TE,1.0,41.2,49.5,42.1,58.4,215.4,131.4,4.0,1.0,84.0,950.0,6.0,,,,,,,colston loveland
6081,Kendall Blanton,TE,,Active,,,,,1693357805252.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,kendall blanton
4479,Thomas Sperbeck,WR,,Active,,,,,1527103801505.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,thomas sperbeck
3318,Kevin Hogan,QB,,Active,,,,,1673413221455.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,kevin hogan
5269,Codey McElroy,TE,,Active,,,,,1658867424146.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,codey mcelroy
2553,Rory Anderson,TE,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,rory anderson
4585,Anthony Nash,WR,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,anthony nash
11229,Calvin Tyler,RB,,Active,,,,,1693406109259.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,calvin tyler
89,Chad Henne,QB,,Active,,,,,1676318159596.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,chad henne
8138,James Cook,RB,BUF,Active,,,,,1785373213670.0,RB,1.0,12.7,5.1,8.6,13.8,260.8,229.8,1270.0,264.0,31.0,268.0,2.0,2.0,11.0,,,,,james cook
13906,Jaden Nixon,RB,GB,Active,,,,,1777664434513.0,RB,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,jaden nixon
2770,Harold Spears,TE,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,harold spears
13988,Stone Eby,TE,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,stone eby
7159,Reid Sinnett,QB,,Active,,,,,1696274140719.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,reid sinnett
9231,Jaren Hall,QB,,Active,,,,,1745971234121.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,jaren hall
7262,Jalen Morton,QB,IND,Active,,,,,1628264742884.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,jalen morton
8442,Jarrett Guarantano,QB,,Active,,,,,1690322116300.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,jarrett guarantano
8119,Jahan Dotson,WR,ATL,Active,,,,,1785446423333.0,RWR,3.0,999.0,999.0,999.0,999.0,63.9,40.9,14.0,2.0,23.0,275.0,2.0,,,,,,,jahan dotson
8194,Jashaun Corbin,RB,,Active,,,,,1767130520726.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,jashaun corbin
7863,JaQuan Hardy,RB,,Active,,,,,1661794846826.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,jaquan hardy
5231,Cole Hunt,TE,,Active,,,,,1567196755092.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,cole hunt
7407,Isaiah Wright,WR,,Active,,,,,1649344522561.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,isaiah wright
5268,Ben Johnson,TE,,Active,,,,,1673322310448.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,ben johnson
6075,Jesper Horsted,TE,,Active,,,,,1724793955021.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,jesper horsted
13838,Will Ferrin,K,,Active,,,,,1778800235809.0,,,999.0,999.0,999.0,999.0,6.0,6.0,,,,,,,,,,,,will ferrin
11145,Tanner Brown,K,NO,Active,,,,,1781769316017.0,K,2.0,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,tanner brown
4697,Khalid Abdullah,RB,,Active,,,,,,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,khalid abdullah
12831,Tyler Kahmann,WR,,Active,,,,,1756457425717.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,tyler kahmann
12220,Brevin Easton,WR,,Active,,,,,1724182826001.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,brevin easton
13418,Robert Henry,RB,WAS,Active,,,,,1777464033051.0,RB,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,robert henry
5550,John David Moore,RB,,Active,,,,,1557540020337.0,,,999.0,999.0,999.0,999.0,,,,,,,,,,,,,,john david moore
