espn_id,full_name,position,pro_team_id,adp,adp_pct_change,pct_owned,pct_started,proj_total_espn_default,proj_rush_att,proj_rush_yds,proj_rush_td,proj_rec,proj_rec_yds,proj_rec_td,proj_pass_att,proj_pass_yds,proj_pass_td,proj_pass_int,proj_fg_made,proj_fg_att,proj_pat_made,nn
15755,Fozzy Whittaker,RB,0,,,,,,,,,,,,,,,,,,,fozzy whittaker
15758,Jeremy Kelley,WR,3,,,,,,,,,,,,,,,,,,,jeremy kelley
4242896,Curtis Hodges,TE,0,,,,,,,,,,,,,,,,,,,curtis hodges
4685261,Germie Bernard,WR,23,170.38,0.05,8.21,0.39,,2.143,11.653,0.082,47.117,593.672,3.204,,,,,,,,germie bernard
4029893,Antonio Gandy-Golden,TE,28,,,,,,,,,,,,,,,,,,,antonio gandy golden
15765,Austin Johnson,RB,27,,,,,,,,,,,,,,,,,,,austin johnson
15773,Darren Fells,TE,0,,,,,,,,,,,,,,,,,,,darren fells
4685279,Jaydon Blue,RB,6,169.99,0.05,2.2,0.28,,48.651,205.039,1.529,8.758,61.816,0.391,,,,,,,,jaydon blue
15775,Ifeanyi Momah,TE,0,,,,,,,,,,,,,,,,,,,ifeanyi momah
3128774,Kalen Ballage,RB,0,,,,,,,,,,,,,,,,,,,kalen ballage
4685278,Luther Burden III,WR,3,76.45,-0.25,90.56,29.04,,9.143,49.556,0.397,75.06,937.589,5.078,,,,,,,,luther burden
15776,Brandon Bogotay,K,27,,,,,,,,,,,,,,,,,,,brandon bogotay
15779,Havard Rugland,K,0,,,,,,,,,,,,,,,,,,,havard rugland
15780,Sederrik Cunningham,WR,9,,,,,,,,,,,,,,,,,,,sederrik cunningham
15783,Austin Signor,K,0,,,,,,,,,,,,,,,,,,,austin signor
15786,Tavon Austin,WR,0,,,,,,,,,,,,,,,,,,,tavon austin
4259305,Bo Melton,WR,9,169.92,0.01,0.14,0.02,,4.482,25.991,0.142,2.942,37.508,0.253,,,,,,,,bo melton
3915174,Terry Godwin,WR,0,,,,,,,,,,,,,,,,,,,terry godwin
4259308,Raheem Blackshear,RB,8,169.98,0.0,0.02,0.01,,,,,,,,,,,,,,,raheem blackshear
15788,Tyler Eifert,TE,0,,,,,,,,,,,,,,,,,,,tyler eifert
4029859,Bronson Rechsteiner,RB,0,,,,,,,,,,,,,,,,,,,bronson rechsteiner
3128724,Isaiah McKenzie,WR,0,,,,,,,,,,,,,,,,,,,isaiah mckenzie
15795,DeAndre Hopkins,WR,0,170.0,0.01,0.14,0.02,,,,,,,,,,,,,,,deandre hopkins
3128721,Sony Michel,RB,14,,,,,,,,,,,,,,,,,,,sony michel
3915165,Rodrigo Blankenship,K,0,,,,,,,,,,,,,,,,,,,rodrigo blankenship
3128720,Nick Chubb,RB,0,169.94,0.0,0.28,0.05,,,,,,,,,,,,,,,nick chubb
15803,EJ Manuel,QB,0,,,,,,,,,,,,,,,,,,,ej manuel
4259324,Travis Vokolek,TE,0,169.99,0.0,0.01,0.01,,,,,,,,,,,,,,,travis vokolek
15807,Cordarrelle Patterson,RB,0,170.01,0.01,0.05,0.01,,,,,,,,,,,,,,,cordarrelle patterson
4685307,Kevin Coleman Jr.,WR,15,170.0,-0.01,0.24,0.02,,,,,21.125,270.512,0.666,,,,,,,,kevin coleman
15818,Keenan Allen,WR,0,169.97,0.03,0.69,0.06,,,,,,,,,,,,,,,keenan allen
4685201,Tanner McKee,QB,21,169.94,0.0,0.15,0.02,,1.028,3.741,0.037,,,,21.642,153.126,0.955,0.493,,,,tanner mckee
15822,Stedman Bailey,WR,14,,,,,,,,,,,,,,,,,,,stedman bailey
15823,Montee Ball,RB,0,,,,,,,,,,,,,,,,,,,montee ball
15825,Le'Veon Bell,RB,27,,,,,,,,,,,,,,,,,,,le veon bell
4603275,Wayne Ruby,WR,0,,,,,,,,,,,,,,,,,,,wayne ruby
15826,Giovani Bernard,RB,0,,,,,,,,,,,,,,,,,,,giovani bernard
4373904,Cam Sutton,TE,0,,,,,,,,,,,,,,,,,,,cam sutton
4701592,Jordon Vaughn,RB,0,,,,,,,,,,,,,,,,,,,jordon vaughn
3128814,Manny Wilkins,QB,0,,,,,,,,,,,,,,,,,,,manny wilkins
15832,Knile Davis,RB,3,,,,,,,,,,,,,,,,,,,knile davis
15834,Aaron Dobson,WR,22,,,,,,,,,,,,,,,,,,,aaron dobson
15835,Zach Ertz,TE,0,169.99,0.01,0.2,0.04,,,,,,,,,,,,,,,zach ertz
15836,Gavin Escobar,TE,0,,,,,,,,,,,,,,,,,,,gavin escobar
15837,Mike Glennon,QB,0,,,,,,,,,,,,,,,,,,,mike glennon
4062711,Ethan Fernea,WR,0,,,,,,,,,,,,,,,,,,,ethan fernea
15839,Marquise Goodwin,WR,0,,,,,,,,,,,,,,,,,,,marquise goodwin
15845,Justin Hunter,WR,0,,,,,,,,,,,,,,,,,,,justin hunter
15847,Travis Kelce,TE,12,102.2,0.05,88.9,53.75,,,,,73.758,769.54,4.481,,,,,,,,travis kelce
4259240,Savon Scarver,WR,0,,,,,,,,,,,,,,,,,,,savon scarver
15848,Eddie Lacy,RB,0,,,,,,,,,,,,,,,,,,,eddie lacy
4881826,Cash Jones,RB,1,,,,,,,,,,,,,,,,,,,cash jones
4373934,Chevan Cordeiro,QB,0,,,,,,,,,,,,,,,,,,,chevan cordeiro
15853,Vance McDonald,TE,23,,,,,,,,,,,,,,,,,,,vance mcdonald
15855,Christine Michael,RB,0,,,,,,,,,,,,,,,,,,,christine michael
4373937,JoJo Ward,WR,0,,,,,,,,,,,,,,,,,,,jojo ward
3915230,C.J. Conrad,TE,0,,,,,,,,,,,,,,,,,,,c j conrad
15860,Jordan Reed,TE,25,,,,,,,,,,,,,,,,,,,jordan reed
15864,Geno Smith,QB,20,170.55,-0.04,2.73,0.32,,58.03,219.903,1.04,,,,530.616,3813.148,20.344,14.339,,,,geno smith
4242873,Eno Benjamin,RB,0,,,,,,,,,,,,,,,,,,,eno benjamin
4570561,Eric Gray,RB,19,169.99,-0.01,0.04,0.01,,,,,,,,,,,,,,,eric gray
4685247,Braelon Allen,RB,20,170.42,0.04,5.76,0.31,,82.541,347.635,2.902,12.723,89.515,0.423,,,,,,,,braelon allen
4685246,Kaytron Allen,RB,28,170.3,0.02,1.63,0.07,,12.246,50.654,0.433,4.228,28.889,0.175,,,,,,,,kaytron allen
15873,Markus Wheaton,WR,0,,,,,,,,,,,,,,,,,,,markus wheaton
15878,Terrance Williams,WR,0,,,,,,,,,,,,,,,,,,,terrance williams
15880,Robert Woods,WR,0,170.02,0.0,0.02,0.0,,,,,,,,,,,,,,,robert woods
15885,Charles Johnson,WR,0,,,,,,,,,,,,,,,,,,,charles johnson
15887,Ryan Griffin,TE,0,,,,,,,,,,,,,,,,,,,ryan griffin
15890,D.C. Jefferson,TE,29,,,,,,,,,,,,,,,,,,,d c jefferson
15891,Ryan Nassib,QB,30,,,,,,,,,,,,,,,,,,,ryan nassib
15893,Andre Ellington,RB,0,,,,,,,,,,,,,,,,,,,andre ellington
4832846,Demond Claiborne,RB,16,170.27,0.01,1.28,0.05,,26.321,110.126,0.782,4.5,29.44,0.167,,,,,,,,demond claiborne
15894,Sean Renfree,QB,1,,,,,,,,,,,,,,,,,,,sean renfree
15896,Brice Butler,WR,0,,,,,,,,,,,,,,,,,,,brice butler
4685397,Jordan James,RB,25,170.61,0.01,2.9,0.16,,75.184,321.188,2.149,8.172,63.035,0.342,,,,,,,,jordan james
15899,B.J. Daniels,WR,1,,,,,,,,,,,,,,,,,,,b j daniels
5144169,Brian Walker,TE,0,,,,,,,,,,,,,,,,,,,brian walker
4685409,Jordan Hudson,WR,6,,,,,,,,,,,,,,,,,,,jordan hudson
15904,Landry Jones,QB,0,,,,,,,,,,,,,,,,,,,landry jones
15907,Kevin Dorsey,WR,9,,,,,,,,,,,,,,,,,,,kevin dorsey
3915308,Jake Burt,TE,0,,,,,,,,,,,,,,,,,,,jake burt
4685416,Shaleak Knotts,WR,0,,,,,,,,,,,,,,,,,,,shaleak knotts
15910,Michael Williams,TE,17,,,,,,,,,,,,,,,,,,,michael williams
4685415,Travis Hunter,WR,30,116.09,0.35,72.46,4.24,217.5725808,2.008,10.779,0.073,41.622,496.163,3.3,,,,,,,,travis hunter
15911,Tavarres King,WR,0,,,,,,,,,,,,,,,,,,,tavarres king
4685413,Cade Klubnik,QB,20,169.94,0.0,0.25,0.02,,1.501,6.651,0.079,,,,21.799,143.329,0.765,0.829,,,,cade klubnik
4570738,Ke'Shawn Williams,WR,4,169.99,0.0,0.04,0.01,,,,,,,,,,,,,,,ke shawn williams
4685424,Dane Key,WR,7,,,,,,,,,,,,,,,,,,,dane key
15918,Caleb Sturgis,K,0,,,,,,,,,,,,,,,,,,,caleb sturgis
15920,Latavius Murray,RB,0,,,,,,,,,,,,,,,,,,,latavius murray
15921,Kenjon Barner,RB,0,,,,,,,,,,,,,,,,,,,kenjon barner
15923,Mychal Rivera,TE,30,,,,,,,,,,,,,,,,,,,mychal rivera
15925,Johnathan Franklin,RB,9,,,,,,,,,,,,,,,,,,,johnathan franklin
3128846,Napoleon Maxwell,RB,0,,,,,,,,,,,,,,,,,,,napoleon maxwell
15929,Michael Cox,RB,19,,,,,,,,,,,,,,,,,,,michael cox
3915296,Michael Walker,WR,21,,,,,,,,,,,,,,,,,,,michael walker
3128843,Alex McGough,QB,0,,,,,,,,,,,,,,,,,,,alex mcgough
4374141,Jordan Byrd,WR,0,,,,,,,,,,,,,,,,,,,jordan byrd
4685441,Kendrick Law,WR,8,169.99,0.0,0.03,0.01,,,,,,,,,,,,,,,kendrick law
15935,Zac Dysert,QB,22,,,,,,,,,,,,,,,,,,,zac dysert
4046356,Jose Borregales,K,0,,,,,,,,,,,,,,,,,,,jose borregales
15940,Chris Gragg,TE,20,,,,,,,,,,,,,,,,,,,chris gragg
15941,Tyler Wilson,QB,4,,,,,,,,,,,,,,,,,,,tyler wilson
4374147,Derrick Deese Jr.,TE,0,,,,,,,,,,,,,,,,,,,derrick deese
15947,Aaron Mellette,WR,33,,,,,,,,,,,,,,,,,,,aaron mellette
15948,Matt Barkley,QB,0,,,,,,,,,,,,,,,,,,,matt barkley
15951,Denard Robinson,RB,30,,,,,,,,,,,,,,,,,,,denard robinson
4374033,Jermar Jefferson,RB,0,169.94,0.01,0.03,0.02,,,,,,,,,,,,,,,jermar jefferson
4570636,Malick Meiga,WR,29,,,,,,,,,,,,,,,,,,,malick meiga
15952,Mike Gillislee,RB,0,,,,,,,,,,,,,,,,,,,mike gillislee
3915400,Eli Wolf,TE,0,,,,,,,,,,,,,,,,,,,eli wolf
3915399,Preston Williams,WR,0,,,,,,,,,,,,,,,,,,,preston williams
3931782,Chase Litton,QB,12,,,,,,,,,,,,,,,,,,,chase litton
15962,Nick Kasa,TE,13,,,,,,,,,,,,,,,,,,,nick kasa
4374045,Teagan Quitoriano,TE,22,169.99,0.0,0.02,0.01,,,,,,,,,,,,,,,teagan quitoriano
3915381,John Kelly Jr.,RB,0,170.0,0.0,0.01,0.01,,,,,,,,,,,,,,,john kelly
15965,Dustin Hopkins,K,0,169.97,0.0,0.16,0.13,,,,,,,,,,,,,,,dustin hopkins
4832806,Jonathan Brady,WR,0,,,,,,,,,,,,,,,,,,,jonathan brady
15966,Chris Thompson,RB,0,,,,,,,,,,,,,,,,,,,chris thompson
3931763,Michael Clark,WR,0,,,,,,,,,,,,,,,,,,,michael clark
15968,Mike James,RB,8,,,,,,,,,,,,,,,,,,,mike james
15970,Braden Wilson,RB,0,,,,,,,,,,,,,,,,,,,braden wilson
15971,Rex Burkhead,RB,0,,,,,,,,,,,,,,,,,,,rex burkhead
2326150,Eric Wallace,TE,0,,,,,,,,,,,,,,,,,,,eric wallace
15973,Tommy Bohanon,RB,0,,,,,,,,,,,,,,,,,,,tommy bohanon
3931761,Emanuel Byrd,TE,9,,,,,,,,,,,,,,,,,,,emanuel byrd
15974,Dion Sims,TE,0,,,,,,,,,,,,,,,,,,,dion sims
4685350,Trevor Etienne,RB,29,170.09,-0.03,0.66,0.11,,12.322,52.457,0.297,4.106,29.647,0.152,,,,,,,,trevor etienne
4832800,Denzel Boston,WR,5,167.22,0.25,13.25,0.48,,,,,51.605,638.111,2.763,,,,,,,,denzel boston
2981502,Deontay Greenberry,WR,26,,,,,,,,,,,,,,,,,,,deontay greenberry
15980,Levine Toilolo,TE,0,,,,,,,,,,,,,,,,,,,levine toilolo
15981,Stepfan Taylor,RB,22,,,,,,,,,,,,,,,,,,,stepfan taylor
4570674,Kevin Harris,RB,0,,,,,,,,,,,,,,,,,,,kevin harris
15983,Cobi Hamilton,WR,0,,,,,,,,,,,,,,,,,,,cobi hamilton
4242991,Chris Coleman,WR,0,,,,,,,,,,,,,,,,,,,chris coleman
3145312,DeShon Williams,TE,0,,,,,,,,,,,,,,,,,,,deshon williams
15987,Ryan Swope,WR,0,,,,,,,,,,,,,,,,,,,ryan swope
15991,Justice Cunningham,TE,14,,,,,,,,,,,,,,,,,,,justice cunningham
15994,Theo Riddick,RB,13,,,,,,,,,,,,,,,,,,,theo riddick
4243003,Ronnie Rivers,RB,14,169.96,0.01,0.09,0.01,,,,,,,,,,,,,,,ronnie rivers
4570688,Caden Davis,K,0,169.87,0.0,0.13,0.08,,,,,,,,,,,,,,,caden davis
15996,Zac Stacy,RB,20,,,,,,,,,,,,,,,,,,,zac stacy
4243004,Jordan Mims,RB,16,170.0,0.0,0.01,0.0,,,,,,,,,,,,,,,jordan mims
15998,Josh Boyce,WR,5,,,,,,,,,,,,,,,,,,,josh boyce
16002,Kyle Juszczyk,RB,25,169.98,0.02,0.63,0.13,,4.423,18.592,0.151,20.424,162.386,0.949,,,,,,,,kyle juszczyk
16003,Alan Bonner,WR,34,,,,,,,,,,,,,,,,,,,alan bonner
4685385,Anthony Hankerson,RB,15,,,,,,,,,,,,,,,,,,,anthony hankerson
4832827,Jack Velling,TE,1,,,,,,,,,,,,,,,,,,,jack velling
16007,Chris Harper,WR,19,,,,,,,,,,,,,,,,,,,chris harper
4685382,Omarion Hampton,RB,24,21.92,-0.25,99.02,93.61,279.63392425,270.365,1152.639,9.86,55.926,393.455,1.897,,,,,,,,omarion hampton
4685381,Emmanuel Henderson Jr.,WR,26,169.99,0.0,0.03,0.01,,,,,,,,,,,,,,,emmanuel henderson
16011,Justin Brown,WR,2,,,,,,,,,,,,,,,,,,,justin brown
4685522,Ty Simpson,QB,14,169.87,0.0,0.77,0.04,,1.098,4.825,0.062,,,,21.857,146.366,1.195,0.585,,,,ty simpson
16012,Marcus Lattimore,RB,25,,,,,,,,,,,,,,,,,,,marcus lattimore
16013,Joseph Randle,RB,0,,,,,,,,,,,,,,,,,,,joseph randle
16014,Corey Fuller,WR,18,,,,,,,,,,,,,,,,,,,corey fuller
3915459,James Gilbert,RB,14,,,,,,,,,,,,,,,,,,,james gilbert
16015,Brad Sorensen,QB,16,,,,,,,,,,,,,,,,,,,brad sorensen
4046532,Quinn Nordin,K,0,,,,,,,,,,,,,,,,,,,quinn nordin
16016,Kenny Stills,WR,0,,,,,,,,,,,,,,,,,,,kenny stills
16018,Jawan Jamison,RB,23,,,,,,,,,,,,,,,,,,,jawan jamison
16020,Spencer Ware,RB,0,,,,,,,,,,,,,,,,,,,spencer ware
4046530,Chris Evans,RB,0,,,,,,,,,,,,,,,,,,,chris evans
16022,Ace Sanders,WR,30,,,,,,,,,,,,,,,,,,,ace sanders
16023,Marquess Wilson,WR,21,,,,,,,,,,,,,,,,,,,marquess wilson
4685526,Adam Randall,RB,33,170.26,0.0,0.79,0.05,,29.262,121.21,0.912,3.618,28.805,0.196,,,,,,,,adam randall
16024,Kerwynn Williams,RB,0,,,,,,,,,,,,,,,,,,,kerwynn williams
4243160,Laviska Shenault Jr.,WR,0,169.99,0.0,0.01,0.0,,,,,,,,,,,,,,,laviska shenault
16026,Quinton Patton,WR,20,,,,,,,,,,,,,,,,,,,quinton patton
4259545,D'Andre Swift,RB,3,72.46,-0.35,91.08,50.56,,219.424,995.409,8.164,30.434,269.545,1.129,,,,,,,,d andre swift
5209803,Kyle Sheets,WR,0,,,,,,,,,,,,,,,,,,,kyle sheets
4046520,Nick Eubanks,TE,0,,,,,,,,,,,,,,,,,,,nick eubanks
4046519,Kekoa Crawford,WR,0,,,,,,,,,,,,,,,,,,,kekoa crawford
4046522,Devin Asiasi,TE,0,,,,,,,,,,,,,,,,,,,devin asiasi
4259550,Matt Landers,WR,0,,,,,,,,,,,,,,,,,,,matt landers
16033,Luke Wilson,TE,26,,,,,,,,,,,,,,,,,,,luke wilson
4259553,Stetson Bennett IV,QB,14,169.93,0.02,0.1,0.02,,,,,,,,,,,,,,,stetson bennett
3915436,Steven Montez,QB,0,,,,,,,,,,,,,,,,,,,steven montez
4423402,Joe Horn Jr.,WR,33,,,,,,,,,,,,,,,,,,,joe horn
16040,C.J. Anderson,RB,8,,,,,,,,,,,,,,,,,,,c j anderson
4243176,Brady Russell,RB,26,170.0,0.0,0.02,0.01,,,,,,,,,,,,,,,brady russell
4685540,Carsen Ryan,TE,5,170.0,0.0,0.01,0.0,,,,,,,,,,,,,,,carsen ryan
16043,Matt Austin,WR,0,,,,,,,,,,,,,,,,,,,matt austin
4685553,Brenen Thompson,WR,24,169.94,-0.02,0.35,0.02,,2.08,11.308,0.099,9.54,121.011,0.706,,,,,,,,brenen thompson
16045,Kemonte' Bateman,WR,0,,,,,,,,,,,,,,,,,,,kemonte bateman
4701936,Matthew Golden,WR,9,106.93,-0.11,83.68,5.83,,4.482,24.882,0.168,66.782,871.941,4.728,,,,,,,,matthew golden
3915427,Patrick Carr,RB,0,,,,,,,,,,,,,,,,,,,patrick carr
16052,Jasper Collins,WR,4,,,,,,,,,,,,,,,,,,,jasper collins
16053,Ben Cotton,TE,0,,,,,,,,,,,,,,,,,,,ben cotton
16055,Benny Cunningham,RB,0,,,,,,,,,,,,,,,,,,,benny cunningham
16056,Chris Denton,WR,0,,,,,,,,,,,,,,,,,,,chris denton
4685555,Nicholas Singleton,RB,10,170.2,0.0,2.47,0.08,,20.267,83.431,0.549,4.292,29.899,0.156,,,,,,,,nicholas singleton
16059,Reggie Dunn,WR,6,,,,,,,,,,,,,,,,,,,reggie dunn
16060,Michael Edwards,WR,0,,,,,,,,,,,,,,,,,,,michael edwards
3915411,Ty Johnson,RB,2,170.29,0.0,1.01,0.17,,50.751,219.183,2.121,21.631,208.002,1.301,,,,,,,,ty johnson
4701951,Omari Kelly,WR,3,,,,,,,,,,,,,,,,,,,omari kelly
4833029,Max Klare,TE,14,169.98,0.0,0.37,0.04,,,,,4.025,38.153,0.36,,,,,,,,max klare
16065,Courtney Gardner,WR,0,,,,,,,,,,,,,,,,,,,courtney gardner
3915416,DJ Moore,WR,2,70.95,-0.23,92.06,43.21,,6.921,35.917,0.387,67.166,945.773,7.015,,,,,,,,dj moore
16066,Kendall Gaskins,RB,25,,,,,,,,,,,,,,,,,,,kendall gaskins
3915403,Tim White,WR,0,,,,,,,,,,,,,,,,,,,tim white
4259592,Sean Clifford,QB,4,169.98,0.0,0.02,0.01,,,,,,,,,,,,,,,sean clifford
16074,Michael Hill,RB,6,,,,,,,,,,,,,,,,,,,michael hill
16075,Murphy Holloway,TE,0,,,,,,,,,,,,,,,,,,,murphy holloway
16081,Ryan Katz,QB,0,,,,,,,,,,,,,,,,,,,ryan katz
16085,Collin Klein,QB,0,,,,,,,,,,,,,,,,,,,collin klein
16086,John Laub,QB,0,,,,,,,,,,,,,,,,,,,john laub
3915522,KJ Hill Jr.,WR,0,,,,,,,,,,,,,,,,,,,kj hill
3948283,Stephen Carlson,TE,3,170.0,0.0,0.02,0.01,,,,,,,,,,,,,,,stephen carlson
4832914,Jimmy Kibble,WR,17,,,,,,,,,,,,,,,,,,,jimmy kibble
16091,Quincy McDuffie,WR,6,,,,,,,,,,,,,,,,,,,quincy mcduffie
16093,Curtis McNeal,RB,0,,,,,,,,,,,,,,,,,,,curtis mcneal
4685472,Tetairoa McMillan,WR,29,40.97,-0.15,98.07,85.52,,,,,83.388,1200.276,6.288,,,,,,,,tetairoa mcmillan
16094,Steven Miller,RB,8,,,,,,,,,,,,,,,,,,,steven miller
16095,Keavon Milton,TE,26,,,,,,,,,,,,,,,,,,,keavon milton
4685470,Le'Veon Moss,RB,15,,,,,,,,,,,,,,,,,,,le veon moss
16098,Angelo Pease,RB,0,,,,,,,,,,,,,,,,,,,angelo pease
3915511,Joe Burrow,QB,4,60.22,-0.05,96.21,83.08,511.18715375,51.765,189.191,2.078,,,,569.232,4122.404,33.008,10.872,,,,joe burrow
16102,Lucas Reed,TE,0,,,,,,,,,,,,,,,,,,,lucas reed
4685477,Jam Miller,RB,17,169.98,0.0,0.11,0.01,,,,,,,,,,,,,,,jam miller
16106,David Rolf,TE,0,,,,,,,,,,,,,,,,,,,david rolf
4259499,Shi Smith,WR,0,,,,,,,,,,,,,,,,,,,shi smith
4685489,Jaydn Ott,RB,12,,,,,,,,,,,,,,,,,,,jaydn ott
4374187,Deven Thompkins,WR,13,169.99,0.0,0.02,0.01,,,,,,,,,,,,,,,deven thompkins
16110,Travis Tannahill,TE,0,,,,,,,,,,,,,,,,,,,travis tannahill
16111,Luke Tasker,WR,0,,,,,,,,,,,,,,,,,,,luke tasker
16113,Lamaar Thomas,WR,30,,,,,,,,,,,,,,,,,,,lamaar thomas
3915486,Tyler Conklin,TE,8,169.98,0.0,0.09,0.02,,,,,3.682,38.006,0.253,,,,,,,,tyler conklin
4882093,Bhayshul Tuten,RB,30,78.66,-0.55,88.89,36.86,,236.976,991.465,6.683,33.728,249.911,1.423,,,,,,,,bhayshul tuten
16118,Dominique Whaley,RB,0,,,,,,,,,,,,,,,,,,,dominique whaley
16121,Luke Willson,TE,26,,,,,,,,,,,,,,,,,,,luke willson
16123,J.D. Woods,WR,0,,,,,,,,,,,,,,,,,,,j d woods
4685504,Sam Roush,TE,3,169.94,0.01,0.16,0.02,,,,,3.646,33.798,0.282,,,,,,,,sam roush
16130,Matt Brown,QB,0,,,,,,,,,,,,,,,,,,,matt brown
4832955,Emmett Johnson,RB,12,170.02,0.0,2.46,0.16,,49.448,205.293,1.577,8.389,59.164,0.389,,,,,,,,emmett johnson
3915468,Riley Neal,QB,0,,,,,,,,,,,,,,,,,,,riley neal
4685512,Jadarian Price,RB,26,80.42,-0.59,90.07,46.41,,222.596,922.53,7.901,27.066,212.391,1.253,,,,,,,,jadarian price
5209791,Patrick Murtagh,TE,0,,,,,,,,,,,,,,,,,,,patrick murtagh
16135,Michael Ford,RB,1,,,,,,,,,,,,,,,,,,,michael ford
16140,Ryan Griffin,QB,0,170.01,0.01,0.03,0.01,,,,,,,,,,,,,,,ryan griffin
16141,Mark Harrison,WR,12,,,,,,,,,,,,,,,,,,,mark harrison
16143,Josh Hill,TE,8,,,,,,,,,,,,,,,,,,,josh hill
4374361,Gerrit Prince,TE,0,,,,,,,,,,,,,,,,,,,gerrit prince
16156,Ryan Otten,TE,16,,,,,,,,,,,,,,,,,,,ryan otten
4603746,Malik Rutherford,WR,0,,,,,,,,,,,,,,,,,,,malik rutherford
16158,Jordan Rodgers,QB,27,,,,,,,,,,,,,,,,,,,jordan rodgers
16159,Da'Rick Rogers,WR,12,,,,,,,,,,,,,,,,,,,da rick rogers
16161,Matt Scott,QB,4,,,,,,,,,,,,,,,,,,,matt scott
3915575,Kelvin McKnight,WR,0,,,,,,,,,,,,,,,,,,,kelvin mcknight
16172,Jaron Brown,WR,0,,,,,,,,,,,,,,,,,,,jaron brown
4718457,Noah Thomas,WR,4,,,,,,,,,,,,,,,,,,,noah thomas
4243315,Salvon Ahmed,RB,3,170.0,0.0,0.05,0.01,,,,,,,,,,,,,,,salvon ahmed
16182,Seth Doege,QB,0,,,,,,,,,,,,,,,,,,,seth doege
4243318,Hunter Bryant,TE,0,,,,,,,,,,,,,,,,,,,hunter bryant
4243319,Terrell Bynum,WR,0,170.0,0.0,0.01,0.0,,,,,,,,,,,,,,,terrell bynum
4243322,Jake Haener,QB,0,169.98,0.01,0.02,0.01,,,,,,,,,,,,,,,jake haener
4243331,Cade Otton,TE,27,170.57,0.07,2.66,0.42,,,,,44.557,440.811,2.29,,,,,,,,cade otton
16196,Darius Johnson,WR,1,,,,,,,,,,,,,,,,,,,darius johnson
4685702,Quinshon Judkins,RB,5,54.18,-0.44,94.61,72.46,,316.287,1240.425,7.222,31.818,220.765,0.727,,,,,,,,quinshon judkins
3915536,Mike Weber,RB,0,,,,,,,,,,,,,,,,,,,mike weber
16203,Javone Lawson,WR,22,,,,,,,,,,,,,,,,,,,javone lawson
16204,Miguel Maysonet,RB,23,,,,,,,,,,,,,,,,,,,miguel maysonet
4259597,Mac Hippenhammer,WR,0,,,,,,,,,,,,,,,,,,,mac hippenhammer
16210,Chris Pantale,TE,15,,,,,,,,,,,,,,,,,,,chris pantale
4046715,Trishton Jackson,WR,0,170.0,0.0,0.0,0.0,,,,,,,,,,,,,,,trishton jackson
4374298,Devon Williams,WR,0,,,,,,,,,,,,,,,,,,,devon williams
4374302,Amon-Ra St. Brown,WR,8,8.3,-0.06,99.83,99.36,324.54994154,2.321,13.453,0.124,118.078,1430.388,10.415,,,,,,,,amon ra st brown
4374306,Markese Stepp,RB,0,,,,,,,,,,,,,,,,,,,markese stepp
16227,Russell Shepard,WR,0,,,,,,,,,,,,,,,,,,,russell shepard
16228,Drew Smith,RB,2,,,,,,,,,,,,,,,,,,,drew smith
4259619,Blake Grupe,K,11,170.12,0.06,1.12,0.76,,,,,,,,,,,,28.545,34.448,34.779,blake grupe
16230,Ryan Spadola,WR,8,,,,,,,,,,,,,,,,,,,ryan spadola
16236,Matthew Tucker,RB,20,,,,,,,,,,,,,,,,,,,matthew tucker
16237,Jeff Tuel,QB,30,,,,,,,,,,,,,,,,,,,jeff tuel
4046692,Chase Claypool,WR,0,,,,,,,,,,,,,,,,,,,chase claypool
16242,Ronnie Wingo Jr.,RB,1,,,,,,,,,,,,,,,,,,,ronnie wingo
16248,Conner Vernon,WR,8,,,,,,,,,,,,,,,,,,,conner vernon
4046686,Javon McKinley,WR,0,,,,,,,,,,,,,,,,,,,javon mckinley
5160748,JaQuae Jackson,WR,24,,,,,,,,,,,,,,,,,,,jaquae jackson
2998120,Josh Lambo,K,0,,,,,,,,,,,,,,,,,,,josh lambo
16252,Tyler Bray,QB,0,,,,,,,,,,,,,,,,,,,tyler bray
4390717,Josh Johnson,RB,0,169.99,0.0,0.01,0.0,,,,,,,,,,,,,,,josh johnson
4243261,Bryan Thompson,WR,0,,,,,,,,,,,,,,,,,,,bryan thompson
4046676,Tony Jones Jr.,RB,0,170.0,0.0,0.01,0.01,,,,,,,,,,,,,,,tony jones
4046678,Ian Book,QB,0,,,,,,,,,,,,,,,,,,,ian book
4259649,Erik Krommenhoek,TE,0,,,,,,,,,,,,,,,,,,,erik krommenhoek
16260,Frankie Hammond,WR,20,,,,,,,,,,,,,,,,,,,frankie hammond
4046668,Aleva Hifo,WR,0,,,,,,,,,,,,,,,,,,,aleva hifo
16265,Brian Leonhardt,TE,16,,,,,,,,,,,,,,,,,,,brian leonhardt
3129271,Nick Vogel,K,0,,,,,,,,,,,,,,,,,,,nick vogel
4685784,Tre Watson,TE,12,,,,,,,,,,,,,,,,,,,tre watson
16285,Tim Wright,TE,12,,,,,,,,,,,,,,,,,,,tim wright
4259805,Kylin Hill,RB,0,,,,,,,,,,,,,,,,,,,kylin hill
4374496,DeMichael Harris,WR,0,,,,,,,,,,,,,,,,,,,demichael harris
16313,Brandon Williams,TE,0,,,,,,,,,,,,,,,,,,,brandon williams
16316,C.J. Akins,WR,14,,,,,,,,,,,,,,,,,,,c j akins
