fp_page,page_type,ecr_type,player,id,pos,team,ecr,sd,best,worst,sportsdata_id,player_filename,yahoo_id,cbs_id,player_owned_avg,player_owned_espn,player_owned_yahoo,player_image_url,player_square_image_url,rank_delta,bye,mergename,scrape_date,tm
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Josh Cuevas,28155,TE,BAL,339.67,35.04,311,389,,josh-cuevas.php,,,0.6,,,,,-8.0,13.0,Josh Cuevas,2026-07-31,BAL
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Jalin Hyatt,25251,WR,NYG,320.5,60.5,260,381,,jalin-hyatt.php,,,2.6,,,,,,8.0,Jalin Hyatt,2026-07-31,NYG
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Kaden Wetjen,28435,WR,PIT,343.67,38.78,310,398,,kaden-wetjen.php,,,0.7,,,,,,9.0,Kaden Wetjen,2026-07-31,PIT
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Daniel Bellinger,24238,TE,TEN,344.33,53.33,272,399,,daniel-bellinger.php,,,3.2,,,,,-8.0,9.0,Daniel Bellinger,2026-07-31,TEN
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Austin Hooper,15581,TE,ATL,341.33,30.92,309,383,,austin-hooper.php,,,1.4,,,,,,11.0,Austin Hooper,2026-07-31,ATL
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Josh Oliver,18487,TE,MIN,347.67,38.78,314,402,,josh-oliver.php,,,0.7,,,,,,6.0,Josh Oliver,2026-07-31,MIN
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Roschon Johnson,25322,RB,CHI,338.0,67.0,271,405,,roschon-johnson.php,,,0.6,,,,,,10.0,Roschon Johnson,2026-07-31,CHI
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,DeAndre Hopkins,11606,WR,BAL,351.75,25.66,328,392,,deandre-hopkins.php,,,0.6,,,,,,13.0,DeAndre Hopkins,2026-07-31,BAL
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Zach Ertz,11689,TE,FA,323.5,38.5,285,362,,zach-ertz.php,,,1.7,,,,,,,Zach Ertz,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Rasheen Ali,25983,RB,BAL,341.0,66.0,275,407,,rasheen-ali.php,,,1.4,,,,,,13.0,Rasheen Ali,2026-07-31,BAL
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Dameon Pierce,22947,RB,PHI,348.5,71.5,277,420,,dameon-pierce.php,,,0.8,,,,,,10.0,Dameon Pierce,2026-07-31,PHI
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Seydou Traore,28163,TE,MIA,343.0,65.0,278,408,,seydou-traore.php,,,0.0,,,,,,6.0,Seydou Traore,2026-07-31,MIA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Dae'Quan Wright,28159,TE,PHI,354.67,39.34,322,410,,daequan-wright.php,,,0.0,,,,,,10.0,DaeQuan Wright,2026-07-31,PHI
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Taysom Hill,17115,TE,FA,351.0,63.0,288,414,,taysom-hill.php,,,0.7,,,,,,,Taysom Hill,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Jimmy Horn Jr.,27294,WR,CAR,357.67,42.4,310,413,,jimmy-horn-jr.php,,,0.6,,,,,,5.0,Jimmy Horn,2026-07-31,CAR
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Isaiah Hodgins,19375,WR,NYG,353.0,62.0,291,415,,isaiah-hodgins.php,,,0.1,,,,,,8.0,Isaiah Hodgins,2026-07-31,NYG
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Kendrick Bourne,17066,WR,ARI,337.0,43.0,294,380,,kendrick-bourne.php,,,3.1,,,,,,14.0,Kendrick Bourne,2026-07-31,ARI
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Thomas Fidone II,23039,TE,NYG,361.33,40.6,325,418,,thomas-fidone.php,,,1.0,,,,,,8.0,Thomas Fidone,2026-07-31,NYG
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Foster Moreau,18397,TE,HOU,356.0,61.0,295,417,,foster-moreau.php,,,0.7,,,,,,8.0,Foster Moreau,2026-07-31,HOU
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Olamide Zaccheaus,18864,WR,ATL,353.33,26.39,329,390,,olamide-zaccheaus.php,,,4.6,,,,,,11.0,Olamide Zaccheaus,2026-07-31,ATL
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Cade Stover,25269,TE,HOU,350.0,30.24,308,378,,cade-stover.php,,,0.8,,,,,,8.0,Cade Stover,2026-07-31,HOU
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Nick Westbrook-Ikhine,19747,WR,IND,364.0,38.94,334,419,,nick-westbrook.php,,,1.6,,,,,,13.0,Nick Westbrook-Ikhine,2026-07-31,IND
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Raheim Sanders,24351,RB,CLE,366.0,65.0,301,431,,raheim-sanders.php,,,0.6,,,,,,11.0,Raheim Sanders,2026-07-31,CLE
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Phil Mafah,22928,RB,DAL,366.67,41.3,335,425,,phil-mafah.php,,,1.0,,,,,,14.0,Phil Mafah,2026-07-31,DAL
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Chase Roberts,28131,WR,LV,366.0,55.0,311,421,,chase-roberts.php,,,0.0,,,,,,13.0,Chase Roberts,2026-07-31,LVR
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Luke Schoonmaker,25267,TE,DAL,368.0,54.0,314,422,,luke-schoonmaker.php,,,0.9,,,,,,14.0,Luke Schoonmaker,2026-07-31,DAL
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Van Jefferson,19483,WR,WAS,369.0,54.0,315,423,,van-jefferson.php,,,0.9,,,,,,7.0,Van Jefferson,2026-07-31,WAS
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Brevin Jordan,20162,TE,HOU,370.0,54.0,316,424,,brevin-jordan.php,,,1.0,,,,,,8.0,Brevin Jordan,2026-07-31,HOU
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Bam Knight,24901,RB,ARI,371.67,38.9,337,426,,zonovan-bam-knight.php,,,0.7,,,,,,14.0,Bam Knight,2026-07-31,ARI
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,John Michael Gyllenborg,28158,TE,KC,374.5,55.5,319,430,,john-michael-gyllenborg.php,,,1.8,,,,,,5.0,John Michael Gyllenborg,2026-07-31,KCC
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Dean Connors,28113,RB,LAR,376.5,57.5,319,434,,dean-connors.php,,,1.0,,,,,,11.0,Dean Connors,2026-07-31,LAR
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Kareem Hunt,16425,RB,FA,346.0,13.0,333,359,,kareem-hunt.php,,,1.3,,,,,,,Kareem Hunt,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Jared Wiley,26343,TE,KC,374.5,52.5,322,427,,jared-wiley.php,,,1.0,,,,,,5.0,Jared Wiley,2026-07-31,KCC
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Terion Stewart,28111,RB,KC,358.5,35.5,323,394,,terion-stewart.php,,,0.0,,,,,,5.0,Terion Stewart,2026-07-31,KCC
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Jeremy Ruckert,23742,TE,NYJ,380.0,55.0,325,435,,jeremy-ruckert.php,,,0.6,,,,,,13.0,Jeremy Ruckert,2026-07-31,NYJ
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Antonio Gibson,19624,RB,FA,380.5,55.5,325,436,,antonio-gibson.php,,,1.3,,,,,,,Antonio Gibson,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Ty Chandler,19471,RB,NO,382.0,56.0,326,438,,ty-chandler.php,,,0.7,,,,,,8.0,Ty Chandler,2026-07-31,NOS
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Gabe Davis,19398,WR,FA,382.5,54.5,328,437,,gabriel-davis.php,,,1.0,,,,,,,Gabriel Davis,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Jaydn Ott,25394,RB,KC,383.5,55.5,328,439,,jaydn-ott.php,,,1.0,,,,,,5.0,Jaydn Ott,2026-07-31,KCC
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Xavier Hutchinson,25332,WR,HOU,378.33,38.44,344,432,,xavier-hutchinson.php,,,1.4,,,,,,8.0,Xavier Hutchinson,2026-07-31,HOU
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Efton Chism III,27445,WR,NE,371.5,39.5,332,411,,efton-chismi.php,,,0.8,,,,,,11.0,Efton Chism,2026-07-31,NEP
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Demarcus Robinson,15665,WR,SF,368.5,35.5,333,404,,demarcus-robinson.php,,,0.8,,,,,,8.0,Demarcus Robinson,2026-07-31,SFO
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Bo Melton,24049,WR,GB,389.5,52.5,337,442,,bo-melton.php,,,0.6,,,,,,11.0,Bo Melton,2026-07-31,GBP
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Grant Calcaterra,24180,TE,PHI,393.0,50.0,343,443,,grant-calcaterra.php,,,0.7,,,,,,10.0,Grant Calcaterra,2026-07-31,PHI
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Jahdae Walker,27810,WR,CHI,393.5,50.5,343,444,,jahdae-walker.php,,,0.9,,,,,,10.0,Jahdae Walker,2026-07-31,CHI
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Austin Ekeler,16483,RB,FA,400.0,52.0,348,452,,austin-ekeler.php,,,1.7,,,,,,,Austin Ekeler,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Roman Wilson,28896,WR,PIT,401.5,44.5,357,446,,roman-wilson-wr.php,,,0.7,,,,,,9.0,Roman Wilson,2026-07-31,PIT
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Tommy Tremble,22795,TE,CAR,387.5,21.5,366,409,,tommy-tremble.php,,,1.0,,,,,,5.0,Tommy Tremble,2026-07-31,CAR
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Eric McAlister,28134,WR,FA,400.0,0.0,400,400,,eric-mcalister.php,,,4.0,,,,,,,Eric McAlister,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Nick Chubb,17246,RB,FA,401.0,0.0,401,401,,nick-chubb.php,,,1.0,,,,,,,Nick Chubb,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Jacob Cowing,25289,WR,SF,403.0,0.0,403,403,,jacob-cowing.php,,,0.6,,,,,,8.0,Jacob Cowing,2026-07-31,SFO
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Jeremy McNichols,16445,RB,WAS,406.0,0.0,406,406,,jeremy-mcnichols.php,,,0.6,,,,,,7.0,Jeremy McNichols,2026-07-31,WAS
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,RJ Maryland,27341,TE,GB,416.0,0.0,416,416,,rj-maryland.php,,,0.0,,,,,,11.0,RJ Maryland,2026-07-31,GBP
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Dillon Gabriel,23150,QB,CLE,428.0,0.0,428,428,,dillon-gabriel.php,,,0.6,,,,,,11.0,Dillon Gabriel,2026-07-31,CLE
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Kalif Raymond,16081,WR,CHI,429.0,0.0,429,429,,kalif-raymond.php,,,0.9,,,,,,10.0,Kalif Raymond,2026-07-31,CHI
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Xavier Restrepo,27066,WR,TEN,433.0,0.0,433,433,,xavier-restrepo.php,,,1.1,,,,,,9.0,Xavier Restrepo,2026-07-31,TEN
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Tyrell Shavers,25813,WR,BUF,440.0,0.0,440,440,,tyrell-shavers.php,,,0.6,,,,,,7.0,Tyrell Shavers,2026-07-31,BUF
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Theo Wease Jr.,27222,WR,MIA,441.0,0.0,441,441,,theo-wease-jr.php,,,1.9,,,,,,6.0,Theo Wease,2026-07-31,MIA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Miles Sanders,18283,RB,FA,445.0,0.0,445,445,,miles-sanders.php,,,0.6,,,,,,,Miles Sanders,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Tyler Lockett,13971,WR,LV,447.0,0.0,447,447,,tyler-lockett.php,,,0.6,,,,,,13.0,Tyler Lockett,2026-07-31,LVR
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Diontae Johnson,18615,WR,FA,448.0,0.0,448,448,,diontae-johnson.php,,,1.0,,,,,,,Diontae Johnson,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Davis Mills,22799,QB,HOU,449.0,0.0,449,449,,davis-mills.php,,,1.9,,,,,,8.0,Davis Mills,2026-07-31,HOU
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Brandin Cooks,12122,WR,FA,450.0,0.0,450,450,,brandin-cooks.php,,,0.6,,,,,,,Brandin Cooks,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Jermaine Burton,22956,WR,FA,451.0,0.0,451,451,,jermaine-burton.php,,,1.1,,,,,,,Jermaine Burton,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Elijah Mitchell,22813,RB,PHI,453.0,0.0,453,453,,elijah-mitchell-rb.php,,,0.7,,,,,,10.0,Elijah Mitchell,2026-07-31,PHI
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Zack Moss,19263,RB,FA,454.0,0.0,454,454,,zack-moss.php,,,1.6,,,,,,,Zack Moss,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Damien Martinez,25976,RB,GB,455.0,0.0,455,455,,damien-martinez.php,,,0.7,,,,,,11.0,Damien Martinez,2026-07-31,GBP
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Raheem Mostert,14338,RB,LV,456.0,0.0,456,456,,raheem-mostert.php,,,0.6,,,,,,13.0,Raheem Mostert,2026-07-31,LVR
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Alexander Mattison,18621,RB,FA,457.0,0.0,457,457,,alexander-mattison.php,,,1.0,,,,,,,Alexander Mattison,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Sincere McCormick,23172,RB,SF,458.0,0.0,458,458,,sincere-mccormick.php,,,1.0,,,,,,8.0,Sincere McCormick,2026-07-31,SFO
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Khalil Herbert,22763,RB,FA,459.0,0.0,459,459,,khalil-herbert.php,,,1.1,,,,,,,Khalil Herbert,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Dane Key,26015,WR,DEN,460.0,0.0,460,460,,dane-key.php,,,1.0,,,,,,10.0,Dane Key,2026-07-31,DEN
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Harrison Wallace III,28143,WR,ARI,461.0,0.0,461,461,,harrison-wallace-iii.php,,,0.0,,,,,,14.0,Harrison Wallace,2026-07-31,ARI
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Romello Brinson,28152,WR,FA,462.0,0.0,462,462,,romello-brinson.php,,,0.0,,,,,,,Romello Brinson,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Zamir White,20095,RB,LV,463.0,0.0,463,463,,zamir-white.php,,,1.6,,,,,,13.0,Zamir White,2026-07-31,LVR
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Noah Thomas,28136,WR,CIN,464.0,0.0,464,464,,noah-thomas.php,,,1.1,,,,,,6.0,Noah Thomas,2026-07-31,CIN
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,CJ Donaldson,25396,RB,NO,465.0,0.0,465,465,,cj-donaldson.php,,,2.3,,,,,,8.0,CJ Donaldson,2026-07-31,NOS
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Noah Whittington,28115,RB,HOU,466.0,0.0,466,466,,noah-whittington.php,,,0.0,,,,,,8.0,Noah Whittington,2026-07-31,HOU
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Daylan Smothers,28085,RB,FA,467.0,0.0,467,467,,daylan-smothers.php,,,1.1,,,,,,,Daylan Smothers,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Desmond Reid,28110,RB,FA,468.0,0.0,468,468,,desmond-reid.php,,,0.0,,,,,,,Desmond Reid,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Rahsul Faison,28112,RB,FA,469.0,0.0,469,469,,rahsul-faison.php,,,0.0,,,,,,,Rahsul Faison,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Mark Fletcher,27325,RB,FA,470.0,0.0,470,470,,mark-fletcher.php,,,1.0,,,,,,,Mark Fletcher,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Trebor Pena,28139,WR,JAC,471.0,0.0,471,471,,trebor-pena.php,,,0.0,,,,,,7.0,Trebor Pena,2026-07-31,JAC
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Joe Flacco,9300,QB,CIN,472.0,0.0,472,472,,joe-flacco.php,,,4.9,,,,,,6.0,Joe Flacco,2026-07-31,CIN
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Chip Trayanum,28114,RB,NYJ,473.0,0.0,473,473,,chip-trayanum.php,,,1.2,,,,,,13.0,Chip Trayanum,2026-07-31,NYJ
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Malachi Corley,26023,WR,CLE,474.0,0.0,474,474,,malachi-corley.php,,,0.6,,,,,,11.0,Malachi Corley,2026-07-31,CLE
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Sam Howell,23045,QB,DAL,475.0,0.0,475,475,,sam-howell.php,,,0.6,,,,,,14.0,Sam Howell,2026-07-31,DAL
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Riley Leonard,25373,QB,IND,476.0,0.0,476,476,,riley-leonard.php,,,4.4,,,,,,13.0,Riley Leonard,2026-07-31,IND
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Tyler Huntley,19297,QB,BAL,477.0,0.0,477,477,,tyler-huntley.php,,,3.1,,,,,,13.0,Tyler Huntley,2026-07-31,BAL
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Zach Wilson,22679,QB,NO,478.0,0.0,478,478,,zach-wilson.php,,,0.6,,,,,,8.0,Zach Wilson,2026-07-31,NOS
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Tanner McKee,24740,QB,PHI,479.0,0.0,479,479,,tanner-mckee.php,,,2.1,,,,,,10.0,Tanner McKee,2026-07-31,PHI
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Kenny McIntosh,25329,RB,FA,480.0,0.0,480,480,,kenny-mcintosh.php,,,1.1,,,,,,,Kenny McIntosh,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Brock Wright,23341,TE,DET,481.0,0.0,481,481,,brock-wright.php,,,0.6,,,,,,6.0,Brock Wright,2026-07-31,DET
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Carson Wentz,15520,QB,MIN,482.0,0.0,482,482,,carson-wentz.php,,,0.8,,,,,,6.0,Carson Wentz,2026-07-31,MIN
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Davis Allen,23761,TE,LAR,483.0,0.0,483,483,,davis-allen.php,,,0.6,,,,,,11.0,Davis Allen,2026-07-31,LAR
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Aidan O'Connell,24330,QB,LV,484.0,0.0,484,484,,aidan-oconnell.php,,,0.6,,,,,,13.0,Aidan OConnell,2026-07-31,LVR
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Javon Baker,22885,WR,FA,485.0,0.0,485,485,,javon-baker.php,,,1.0,,,,,,,Javon Baker,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Trey Lance,20082,QB,LAC,486.0,0.0,486,486,,trey-lance.php,,,1.5,,,,,,7.0,Trey Lance,2026-07-31,LAC
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Will Dissly,18049,TE,FA,487.0,0.0,487,487,,will-dissly.php,,,1.0,,,,,,,Will Dissly,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Jackson Hawes,27469,TE,BUF,488.0,0.0,488,488,,jackson-hawes.php,,,0.6,,,,,-9.0,7.0,Jackson Hawes,2026-07-31,BUF
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Jake Bobo,25339,WR,SEA,489.0,0.0,489,489,,jake-bobo.php,,,0.6,,,,,,11.0,Jake Bobo,2026-07-31,SEA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Will Levis,22987,QB,TEN,490.0,0.0,490,490,,will-levis.php,,,2.4,,,,,,9.0,Will Levis,2026-07-31,TEN
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Kenny Pickett,22722,QB,CAR,491.0,0.0,491,491,,kenny-pickett.php,,,1.0,,,,,,5.0,Kenny Pickett,2026-07-31,CAR
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Mason Rudolph,17234,QB,PIT,492.0,0.0,492,492,,mason-rudolph.php,,,0.8,,,,,,9.0,Mason Rudolph,2026-07-31,PIT
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Greg Dortch,18585,WR,DET,493.0,0.0,493,493,,greg-dortch.php,,,1.3,,,,,,6.0,Greg Dortch,2026-07-31,DET
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Ashton Dulin,18656,WR,IND,494.0,0.0,494,494,,ashton-dulin.php,,,0.6,,,,,,13.0,Ashton Dulin,2026-07-31,IND
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Gardner Minshew II,18562,QB,ARI,495.0,0.0,495,495,,gardner-minshew.php,,,2.6,,,,,,14.0,Gardner Minshew,2026-07-31,ARI
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Jake Browning,18557,QB,TB,496.0,0.0,496,496,,jake-browning.php,,,0.7,,,,,,10.0,Jake Browning,2026-07-31,TBB
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Joshua Dobbs,16417,QB,FA,497.0,0.0,497,497,,joshua-dobbs.php,,,1.0,,,,,,,Joshua Dobbs,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Hunter Long,22783,TE,JAC,498.0,0.0,498,498,,hunter-long.php,,,1.0,,,,,,7.0,Hunter Long,2026-07-31,JAC
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Julian Hill,25824,TE,NE,499.0,0.0,499,499,,julian-hill.php,,,0.6,,,,,,11.0,Julian Hill,2026-07-31,NEP
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Mitchell Trubisky,16381,QB,TEN,500.0,0.0,500,500,,mitch-trubisky.php,,,0.6,,,,,,9.0,Mitchell Trubisky,2026-07-31,TEN
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Isaiah Williams,10977,WR,FA,501.0,0.0,501,501,,isaiah-williams.php,,,0.0,,,,,,,Isaiah Williams,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Noah Brown,16443,WR,FA,502.0,0.0,502,502,,noah-brown.php,,,1.3,,,,,,,Noah Brown,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Josh Reynolds,16439,WR,FA,503.0,0.0,503,503,,josh-reynolds.php,,,2.1,,,,,,,Josh Reynolds,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,JuJu Smith-Schuster,16427,WR,NYG,504.0,0.0,504,504,,juju-smith-schuster.php,,,1.1,,,,,,8.0,JuJu Smith-Schuster,2026-07-31,NYG
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Sterling Shepard,15569,WR,FA,505.0,0.0,505,505,,sterling-shepard.php,,,1.0,,,,,,,Sterling Shepard,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Dohnte Meyers,28178,WR,CIN,506.0,0.0,506,506,,dohnte-meyers.php,,,0.0,,,,,,6.0,Dohnte Meyers,2026-07-31,CIN
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Damien Alford,28451,WR,FA,507.0,0.0,507,507,,damien-alford.php,,,1.5,,,,,,,Damien Alford,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Jared Wayne,25495,WR,HOU,508.0,0.0,508,508,,jared-wayne.php,,,0.0,,,,,,8.0,Jared Wayne,2026-07-31,HOU
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Kevin Austin Jr.,23049,WR,NO,509.0,0.0,509,509,,kevin-austin.php,,,1.0,,,,,,8.0,Kevin Austin,2026-07-31,NOS
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Lil'Jordan Humphrey,18590,WR,DEN,510.0,0.0,510,510,,liljordan-humphrey.php,,,1.1,,,,,,10.0,LilJordan Humphrey,2026-07-31,DEN
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Jamari Thrash,26162,WR,CLE,511.0,0.0,511,511,,jamari-thrash.php,,,1.1,,,,,,11.0,Jamari Thrash,2026-07-31,CLE
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Marquez Valdes-Scantling,17528,WR,DAL,512.0,0.0,512,512,,marquez-valdesscantling.php,,,0.7,,,,,,14.0,Marquez Valdes-Scantling,2026-07-31,DAL
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Arian Smith,22965,WR,NYJ,513.0,0.0,513,513,,arian-smith.php,,,0.7,,,,,,13.0,Arian Smith,2026-07-31,NYJ
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Tim Patrick,16556,WR,NYJ,514.0,0.0,514,514,,tim-patrick.php,,,1.0,,,,,,13.0,Tim Patrick,2026-07-31,NYJ
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Mitch Tinsley,24370,WR,CIN,515.0,0.0,515,515,,mitchell-tinsley.php,,,0.6,,,,,,6.0,Mitch Tinsley,2026-07-31,CIN
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Tanner Hudson,17826,TE,CIN,516.0,0.0,516,516,,tanner-hudson.php,,,1.2,,,,,,6.0,Tanner Hudson,2026-07-31,CIN
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Zay Jones,16431,WR,FA,517.0,0.0,517,517,,zay-jones.php,,,1.0,,,,,,,Zay Jones,2026-07-31,FA
/nfl/rankings/dynasty-superflex.php,dynasty-op,dsf,Darius Cooper,27866,WR,PHI,518.0,0.0,518,518,,darius-cooper.php,,,0.6,,,,,,10.0,Darius Cooper,2026-07-31,PHI
