source,full_name,position,pass_yds,pass_td,pass_int,pass_att,rush_yds,rush_td,rush_att,rec,rec_yds,rec_td,fumbles_lost,pts_scoring_config,key,adp_espn,adp_sleeper,season,archived_at
espn,Ben Skowronek,WR,,,,,,,,5.388,51.019,0.212,,11.7619,ben skowronek,170.0,,2026,2026-07-28
espn,Baker Mayfield,QB,3823.361,24.61,11.605,526.645,323.242,1.405,54.062,,,,,318.13864,baker mayfield,151.1,140.9,2026,2026-07-28
espn,Omar Cooper Jr.,WR,,,,,11.971,0.106,2.172,39.602,477.684,2.634,,105.00750000000001,omar cooper,166.9,149.3,2026,2026-07-28
espn,Brandon Aubrey,K,,,,,,,,,,,,45.996,brandon aubrey,84.8,,2026,2026-07-28
espn,AJ Barner,TE,,,,,17.943,0.465,9.197,44.714,432.452,3.629,,114.3175,aj barner,169.2,150.1,2026,2026-07-28
espn,Michael Pittman Jr.,WR,,,,,,,,88.367,859.981,3.867,,197.5671,michael pittman,89.0,102.9,2026,2026-07-28
espn,Dontayvion Wicks,WR,,,,,,,,24.264,309.892,1.784,,65.9572,dontayvion wicks,170.4,,2026,2026-07-28
espn,Tyler Huntley,QB,128.539,0.858,0.513,19.538,9.477,0.053,1.969,,,,,10.529259999999997,tyler huntley,169.9,,2026,2026-07-28
espn,Tank Bigsby,RB,,,,,372.808,3.357,83.22,3.624,28.648,0.14,,64.75160000000001,tank bigsby,168.2,187.7,2026,2026-07-28
espn,Kayshon Boutte,WR,,,,,,,,23.546,318.982,2.073,,67.8822,kayshon boutte,170.6,178.7,2026,2026-07-28
espn,Quentin Johnston,WR,,,,,10.802,0.085,2.08,52.786,772.785,5.584,,165.1587,quentin johnston,142.6,102.6,2026,2026-07-28
espn,MarShawn Lloyd,RB,,,,,286.039,2.094,67.204,12.051,85.215,0.559,,65.09440000000001,marshawn lloyd,170.3,,2026,2026-07-28
espn,Woody Marks,RB,,,,,579.164,2.951,142.936,24.133,201.353,1.351,,127.99669999999999,woody marks,147.8,141.2,2026,2026-07-28
espn,Theo Johnson,TE,,,,,,,,26.018,274.144,1.645,,63.302400000000006,theo johnson,170.3,232.2,2026,2026-07-28
espn,De'Von Achane,RB,,,,,1304.633,4.961,257.658,64.813,511.808,2.959,,293.97710000000006,de von achane,12.8,16.2,2026,2026-07-28
espn,Chad Ryland,K,,,,,,,,,,,,26.632,chad ryland,169.9,,2026,2026-07-28
espn,Michael Mayer,TE,,,,,,,,36.853,363.46,1.317,,81.101,michael mayer,170.2,,2026,2026-07-28
espn,Blake Corum,RB,,,,,837.532,7.325,181.956,16.679,117.038,0.612,,159.758,blake corum,133.3,98.3,2026,2026-07-28
espn,Arian Smith,WR,,,,,23.659,0.194,4.344,,,,,3.5299,arian smith,170.0,,2026,2026-07-28
espn,Durham Smythe,TE,,,,,,,,9.833,94.045,0.735,,23.6475,durham smythe,170.0,,2026,2026-07-28
espn,Tahj Brooks,RB,,,,,129.253,0.942,30.534,,,,,18.5773,tahj brooks,170.1,,2026,2026-07-28
espn,Matt Gay,K,,,,,,,,,,,,27.189,matt gay,169.5,,2026,2026-07-28
espn,Jordan Addison,WR,,,,,14.417,0.115,2.024,60.476,769.888,5.171,,170.62250000000003,jordan addison,123.0,100.7,2026,2026-07-28
espn,Noah Fant,TE,,,,,,,,21.257,179.853,0.978,,45.1103,noah fant,170.0,,2026,2026-07-28
espn,T.J. Hockenson,TE,,,,,,,,77.684,638.987,2.809,,158.43669999999997,t j hockenson,136.5,141.2,2026,2026-07-28
espn,Malik Benson,WR,,,,,,,,6.395,79.356,0.265,,15.9206,malik benson,170.0,,2026,2026-07-28
espn,Ray Davis,RB,,,,,137.767,1.062,32.296,7.752,59.961,0.39,,36.2368,ray davis,170.7,208.6,2026,2026-07-28
espn,Justin Watson,WR,,,,,,,,3.085,41.622,0.225,,8.5972,justin watson,170.0,,2026,2026-07-28
espn,Anthony Gould,WR,,,,,,,,7.014,74.275,0.326,,16.3975,anthony gould,170.0,,2026,2026-07-28
espn,Jordan Love,QB,3993.193,25.058,10.685,531.318,212.807,0.914,50.381,,,,,315.47042000000005,jordan love,160.3,124.8,2026,2026-07-28
espn,Josh Oliver,TE,,,,,,,,16.647,150.738,1.132,,38.5128,josh oliver,170.0,,2026,2026-07-28
espn,Zay Flowers,WR,,,,,57.284,0.448,9.75,81.772,1172.506,5.506,,240.47500000000002,zay flowers,43.1,43.8,2026,2026-07-28
espn,Jalen Tolbert,WR,,,,,,,,35.424,441.658,1.755,,90.1198,jalen tolbert,170.3,,2026,2026-07-28
espn,Ka'imi Fairbairn,K,,,,,,,,,,,,31.121,ka imi fairbairn,132.5,,2026,2026-07-28
espn,Jahmyr Gibbs,RB,,,,,1372.638,14.482,283.069,67.784,546.508,3.376,,366.84659999999997,jahmyr gibbs,1.7,2.9,2026,2026-07-28
espn,Jawhar Jordan,RB,,,,,53.943,0.254,12.612,,,,,6.9183,jawhar jordan,170.0,,2026,2026-07-28
espn,Jimmy Horn Jr.,WR,,,,,24.667,0.113,4.135,,,,,3.1447000000000003,jimmy horn,170.0,,2026,2026-07-28
espn,George Holani,RB,,,,,164.161,1.528,38.855,8.01,62.212,0.283,,41.5133,george holani,170.2,,2026,2026-07-28
espn,Jacoby Brissett,QB,3359.011,15.029,9.156,516.535,210.294,1.313,47.202,,,,,235.12984,jacoby brissett,170.2,200.9,2026,2026-07-28
espn,Sam LaPorta,TE,,,,,,,,78.292,787.721,5.354,,189.1881,sam laporta,71.1,76.4,2026,2026-07-28
espn,Xavier Legette,WR,,,,,10.834,0.058,2.067,26.626,308.107,2.055,,71.19810000000001,xavier legette,170.1,,2026,2026-07-28
espn,Greg Dortch,WR,,,,,23.974,0.366,4.64,4.099,39.805,0.273,,14.310899999999998,greg dortch,170.0,,2026,2026-07-28
espn,Brenton Strange,TE,,,,,,,,59.064,598.097,3.977,,142.7357,brenton strange,166.6,128.8,2026,2026-07-28
espn,KaVontae Turpin,WR,,,,,102.447,0.43,17.691,18.24,230.298,1.718,,64.4025,kavontae turpin,169.8,,2026,2026-07-28
espn,Darnell Washington,TE,,,,,,,,30.96,304.091,1.883,,72.6671,darnell washington,169.8,,2026,2026-07-28
espn,Bijan Robinson,RB,,,,,1371.111,8.398,286.416,75.684,708.275,3.381,,354.2966,bijan robinson,2.5,1.4,2026,2026-07-28
espn,Jalen McMillan,WR,,,,,24.568,0.216,4.361,47.25,588.361,3.852,,132.9509,jalen mcmillan,165.9,163.7,2026,2026-07-28
espn,Carson Beck,QB,448.418,2.508,1.501,66.287,29.239,0.28,6.552,,,,,34.58662,carson beck,169.9,,2026,2026-07-28
espn,Kyren Williams,RB,,,,,1071.252,10.178,236.542,33.402,223.717,1.645,,233.83690000000004,kyren williams,39.7,32.2,2026,2026-07-28
espn,Kimani Vidal,RB,,,,,153.02,1.215,37.437,7.84,62.591,0.369,,38.905100000000004,kimani vidal,170.3,181.1,2026,2026-07-28
espn,KeAndre Lambert-Smith,WR,,,,,,,,9.627,120.838,0.849,,26.8048,keandre lambert smith,170.0,,2026,2026-07-28
espn,Sean Tucker,RB,,,,,182.217,2.452,43.614,,,,,32.9337,sean tucker,170.2,192.8,2026,2026-07-28
espn,Jaxon Smith-Njigba,WR,,,,,25.144,0.165,4.599,116.728,1568.671,8.514,,328.18350000000004,jaxon smith njigba,6.0,5.4,2026,2026-07-28
espn,Alvin Kamara,RB,,,,,481.246,2.188,120.241,35.238,232.241,0.93,,125.2947,alvin kamara,153.6,157.7,2026,2026-07-28
espn,JuJu Smith-Schuster,WR,,,,,,,,1.383,12.408,0.058,,2.9718,juju smith schuster,169.9,,2026,2026-07-28
espn,Riley Nowakowski,RB,,,,,,,,4.26,29.04,0.159,,8.118,riley nowakowski,,,2026,2026-07-28
espn,Quinn Ewers,QB,152.894,0.561,0.605,22.373,4.01,0.02,0.976,,,,,8.79276,quinn ewers,169.9,,2026,2026-07-28
espn,Chimere Dike,WR,,,,,50.179,0.567,10.133,7.106,73.707,0.516,,25.9926,chimere dike,170.9,229.4,2026,2026-07-28
espn,Troy Franklin,WR,,,,,10.563,0.078,2.044,17.019,215.866,1.768,,50.73790000000001,troy franklin,170.7,184.7,2026,2026-07-28
espn,Rome Odunze,WR,,,,,,,,59.313,1029.018,8.417,,212.71680000000003,rome odunze,72.1,64.2,2026,2026-07-28
espn,Drake Maye,QB,4094.473,26.948,11.168,519.769,531.587,4.047,101.036,,,,,380.57161999999994,drake maye,48.2,51.2,2026,2026-07-28
espn,Tyler Warren,TE,,,,,14.466,0.379,6.291,86.625,869.562,5.195,,208.47180000000003,tyler warren,46.8,50.1,2026,2026-07-28
espn,Savion Williams,WR,,,,,46.954,0.319,8.961,23.923,272.025,1.987,,69.6569,savion williams,170.2,,2026,2026-07-28
espn,Tank Dell,WR,,,,,44.585,0.197,8.408,24.137,287.648,1.698,,68.7303,tank dell,170.2,206.7,2026,2026-07-28
espn,Eli Stowers,TE,,,,,19.893,0.172,4.623,14.311,142.826,1.025,,37.7649,eli stowers,170.2,173.9,2026,2026-07-28
espn,Ja'Tavion Sanders,TE,,,,,,,,34.8,301.541,2.077,,77.4161,ja tavion sanders,170.1,,2026,2026-07-28
espn,Caleb Williams,QB,3820.831,25.254,9.938,528.436,381.783,2.281,71.103,,,,,336.34554,caleb williams,93.0,82.9,2026,2026-07-28
espn,Jalen Nailor,WR,,,,,11.087,0.076,2.092,40.969,559.809,2.807,,115.3566,jalen nailor,169.7,166.5,2026,2026-07-28
espn,Oronde Gadsden,TE,,,,,,,,45.38,484.718,3.757,,116.3938,oronde gadsden,168.2,94.7,2026,2026-07-28
espn,Malik Nabers,WR,,,,,20.449,0.132,3.956,76.192,1002.909,6.548,,218.6078,malik nabers,41.8,19.2,2026,2026-07-28
espn,Will Shipley,RB,,,,,39.569,0.299,9.247,11.287,83.396,0.393,,27.735500000000002,will shipley,170.1,,2026,2026-07-28
espn,Kalif Raymond,WR,,,,,27.163,0.16,4.569,19.173,186.858,0.895,,46.9051,kalif raymond,169.9,,2026,2026-07-28
espn,Justice Hill,RB,,,,,222.942,1.354,48.748,39.464,348.935,1.675,,114.82570000000001,justice hill,170.4,,2026,2026-07-28
espn,Gardner Minshew II,QB,141.815,0.634,0.591,21.727,2.554,0.031,0.891,,,,,8.736,gardner minshew,169.9,,2026,2026-07-28
espn,Dallas Goedert,TE,,,,,,,,70.474,725.202,5.639,,176.8282,dallas goedert,101.7,109.1,2026,2026-07-28
espn,Chris Manhertz,TE,,,,,,,,1.834,16.336,0.12,,4.1876,chris manhertz,170.0,,2026,2026-07-28
espn,Isaiah Bond,WR,,,,,23.495,0.117,4.248,5.643,73.73,0.442,,18.719500000000004,isaiah bond,170.0,,2026,2026-07-28
espn,Mason Taylor,TE,,,,,,,,27.539,231.481,1.145,,57.5571,mason taylor,170.0,224.3,2026,2026-07-28
espn,Rico Dowdle,RB,,,,,972.023,5.48,222.719,29.222,209.902,1.07,,186.71450000000002,rico dowdle,104.8,88.1,2026,2026-07-28
espn,Aaron Rodgers,QB,3764.285,19.972,11.092,568.565,99.454,0.884,28.12,,,,,263.4688,aaron rodgers,169.5,,2026,2026-07-28
espn,Ashton Jeanty,RB,,,,,1136.444,7.109,281.054,64.902,495.118,2.026,,282.8682,ashton jeanty,16.7,15.4,2026,2026-07-28
espn,Michael Burton,RB,,,,,17.625,0.1,4.248,4.187,26.481,0.146,,10.0736,michael burton,,,2026,2026-07-28
espn,Jonathon Brooks,RB,,,,,677.142,3.612,161.262,28.323,215.821,1.155,,146.2213,jonathon brooks,130.8,138.0,2026,2026-07-28
espn,Terry McLaurin,WR,,,,,,,,80.658,1042.766,5.77,,219.55460000000002,terry mclaurin,58.4,56.6,2026,2026-07-28
espn,Elijah Arroyo,TE,,,,,,,,24.097,264.096,1.712,,60.778600000000004,elijah arroyo,170.1,,2026,2026-07-28
espn,Justin Herbert,QB,3846.393,25.513,10.994,527.879,405.902,2.319,78.311,,,,,339.44991999999996,justin herbert,111.5,83.7,2026,2026-07-28
espn,Matthew Hibner,TE,,,,,,,,3.335,35.82,0.292,,8.669,matthew hibner,,,2026,2026-07-28
espn,Harrison Butker,K,,,,,,,,,,,,40.849,harrison butker,152.1,,2026,2026-07-28
espn,DJ Giddens,RB,,,,,141.459,1.006,33.555,8.608,56.69,0.293,,36.2169,dj giddens,170.2,,2026,2026-07-28
espn,Drew Lock,QB,134.237,0.803,0.574,21.163,5.187,0.048,1.171,,,,,9.846180000000002,drew lock,170.0,,2026,2026-07-28
espn,De'Zhaun Stribling,WR,,,,,,,,20.543,300.717,1.965,,62.4047,de zhaun stribling,170.5,202.4,2026,2026-07-28
espn,Konata Mumpfield,WR,,,,,,,,9.874,126.626,1.148,,29.424599999999998,konata mumpfield,170.0,,2026,2026-07-28
espn,Mitchell Trubisky,QB,153.965,0.674,0.716,23.568,2.49,0.048,1.127,,,,,9.3076,mitchell trubisky,170.0,,2026,2026-07-28
espn,Keaton Mitchell,RB,,,,,293.732,1.791,62.395,12.028,92.486,0.461,,64.16180000000001,keaton mitchell,170.4,164.9,2026,2026-07-28
espn,Trey Lance,QB,147.341,0.978,0.569,22.453,6.823,0.044,1.491,,,,,11.569939999999999,trey lance,170.0,,2026,2026-07-28
espn,Nate Adkins,TE,,,,,,,,7.838,68.566,0.67,,18.7146,nate adkins,170.0,,2026,2026-07-28
espn,Ladd McConkey,WR,,,,,,,,79.609,1032.635,6.245,,220.3425,ladd mcconkey,56.4,41.9,2026,2026-07-28
espn,Bucky Irving,RB,,,,,1026.584,5.56,252.961,38.964,311.949,1.84,,217.2173,bucky irving,55.3,31.6,2026,2026-07-28
espn,Parker Washington,WR,,,,,38.863,0.266,8.035,63.742,849.908,5.151,,185.1211,parker washington,102.1,89.1,2026,2026-07-28
espn,Hunter Luepke,RB,,,,,56.064,0.44,13.268,8.629,61.737,0.353,,25.167099999999998,hunter luepke,,,2026,2026-07-28
espn,C.J. Stroud,QB,3945.958,21.377,12.071,551.103,248.937,1.046,57.061,,,,,293.12802000000005,c j stroud,166.6,163.4,2026,2026-07-28
espn,Greg Dulcich,TE,,,,,,,,51.761,581.006,1.643,,119.71960000000001,greg dulcich,170.2,,2026,2026-07-28
espn,Shedeur Sanders,QB,1623.215,7.142,5.552,232.151,119.27,0.622,21.174,,,,,112.3356,shedeur sanders,169.4,225.8,2026,2026-07-28
espn,Brian Thomas Jr.,WR,,,,,23.106,0.163,4.017,57.082,860.082,5.032,,176.57080000000002,brian thomas,101.0,69.6,2026,2026-07-28
espn,Dont'e Thornton Jr.,WR,,,,,,,,12.116,167.727,0.605,,32.5187,dont e thornton,170.0,,2026,2026-07-28
espn,Brock Bowers,TE,,,,,15.528,0.196,4.183,98.353,997.001,6.575,,240.2319,brock bowers,23.4,20.2,2026,2026-07-28
espn,CJ Dippre,TE,,,,,,,,3.888,37.333,0.272,,9.2533,cj dippre,170.0,,2026,2026-07-28
espn,TreVeyon Henderson,RB,,,,,853.8,6.815,194.269,43.133,299.582,1.587,,208.8832,treveyon henderson,64.9,47.8,2026,2026-07-28
espn,Marvin Harrison Jr.,WR,,,,,,,,68.678,955.902,5.052,,194.5802,marvin harrison,83.0,75.8,2026,2026-07-28
espn,Reggie Gilliam,RB,,,,,,,,4.108,29.787,0.148,,7.9746999999999995,reggie gilliam,170.0,,2026,2026-07-28
espn,George Kittle,TE,,,,,,,,73.99,811.807,5.754,,189.6947,george kittle,82.9,97.4,2026,2026-07-28
espn,Malachi Corley,WR,,,,,43.789,0.206,6.373,,,,,5.6149000000000004,malachi corley,170.0,,2026,2026-07-28
espn,Kyle Williams,WR,,,,,22.33,0.192,4.133,6.432,91.455,0.551,,22.2685,kyle williams,169.9,222.1,2026,2026-07-28
espn,Elijah Sarratt,WR,,,,,,,,19.535,294.438,1.769,,59.5928,elijah sarratt,170.1,229.2,2026,2026-07-28
espn,Ollie Gordon II,RB,,,,,202.79,1.211,49.384,3.938,27.756,0.122,,34.9906,ollie gordon,170.2,,2026,2026-07-28
espn,Isaiah Davis,RB,,,,,98.979,0.729,21.721,12.865,95.344,0.412,,39.143299999999996,isaiah davis,170.1,,2026,2026-07-28
espn,Calvin Ridley,WR,,,,,32.0,0.246,6.08,46.233,721.717,3.576,,144.5367,calvin ridley,167.0,227.7,2026,2026-07-28
espn,Mack Hollins,WR,,,,,,,,10.765,126.66,0.787,,28.153000000000002,mack hollins,169.9,,2026,2026-07-28
espn,Jarrett Stidham,QB,161.298,1.097,0.584,22.248,6.77,0.049,1.65,,,,,12.836920000000001,jarrett stidham,170.0,,2026,2026-07-28
espn,Andrei Iosivas,WR,,,,,11.156,0.086,2.036,27.289,317.289,2.78,,77.3295,andrei iosivas,170.1,,2026,2026-07-28
espn,Patrick Ricard,RB,,,,,,,,3.947,26.9,0.137,,7.4590000000000005,patrick ricard,,,2026,2026-07-28
espn,Deshaun Watson,QB,2040.488,8.324,7.041,311.479,210.856,0.956,42.012,,,,,144.30312,deshaun watson,170.1,,2026,2026-07-28
espn,Adonai Mitchell,WR,,,,,11.164,0.108,2.172,38.504,563.893,3.282,,116.34970000000001,adonai mitchell,170.0,177.9,2026,2026-07-28
espn,Marlin Klein,TE,,,,,,,,3.955,36.315,0.224,,8.9305,marlin klein,170.0,,2026,2026-07-28
espn,Jalen Coker,WR,,,,,,,,60.782,692.457,3.15,,148.9277,jalen coker,160.6,136.3,2026,2026-07-28
espn,Josh Cuevas,TE,,,,,,,,3.335,35.82,0.292,,8.669,josh cuevas,170.0,,2026,2026-07-28
espn,David Njoku,TE,,,,,,,,32.618,336.596,3.127,,85.03960000000001,david njoku,170.2,172.4,2026,2026-07-28
espn,Foster Moreau,TE,,,,,,,,7.647,79.397,0.589,,19.1207,foster moreau,170.0,,2026,2026-07-28
espn,Luke Farrell,TE,,,,,,,,4.251,41.151,0.299,,10.160100000000002,luke farrell,170.0,,2026,2026-07-28
espn,Patrick Mahomes,QB,3992.746,26.14,11.657,551.209,326.433,3.241,53.07,,,,,345.32514000000003,patrick mahomes,105.2,100.1,2026,2026-07-28
espn,Kaelon Black,RB,,,,,183.209,1.327,44.228,4.111,31.738,0.19,,34.7077,kaelon black,170.1,,2026,2026-07-28
espn,Darnell Mooney,WR,,,,,11.914,0.076,2.226,31.982,468.669,2.511,,95.5623,darnell mooney,170.2,221.1,2026,2026-07-28
espn,Tory Horton,WR,,,,,,,,21.627,298.88,2.306,,65.351,tory horton,170.7,228.7,2026,2026-07-28
espn,Devin Singletary,RB,,,,,142.644,0.983,35.617,4.213,26.343,0.092,,27.561700000000002,devin singletary,170.1,,2026,2026-07-28
espn,Jalen Hurts,QB,3779.026,23.52,9.16,499.143,437.809,9.148,106.289,,,,,372.62994,jalen hurts,54.9,67.2,2026,2026-07-28
espn,Eric Saubert,TE,,,,,,,,3.421,34.366,0.297,,8.6396,eric saubert,170.0,,2026,2026-07-28
espn,J.J. McCarthy,QB,598.707,3.349,2.255,85.751,43.846,0.631,9.842,,,,,47.70288000000001,j j mccarthy,169.8,224.2,2026,2026-07-28
espn,Tyson Bagent,QB,155.92,1.031,0.549,22.066,5.915,0.076,1.507,,,,,12.372299999999997,tyson bagent,169.9,,2026,2026-07-28
espn,Tai Felton,WR,,,,,,,,3.716,37.037,0.235,,8.8297,tai felton,170.0,,2026,2026-07-28
espn,Nick Folk,K,,,,,,,,,,,,30.972,nick folk,169.8,,2026,2026-07-28
espn,Ted Hurst III,WR,,,,,,,,22.785,294.571,2.124,,64.98610000000001,ted hurst,170.2,223.5,2026,2026-07-28
espn,Tip Reiman,TE,,,,,,,,3.82,34.509,0.196,,8.4469,tip reiman,170.0,,2026,2026-07-28
espn,Joe Royer,TE,,,,,,,,3.768,33.556,0.169,,8.137599999999999,joe royer,170.0,,2026,2026-07-28
espn,Joey Slye,K,,,,,,,,,,,,29.094,joey slye,170.1,,2026,2026-07-28
espn,Devontez Walker,WR,,,,,,,,11.577,166.376,1.173,,35.2526,devontez walker,170.0,,2026,2026-07-28
espn,Dalton Kincaid,TE,,,,,,,,59.295,697.725,4.452,,155.77949999999998,dalton kincaid,140.4,97.1,2026,2026-07-28
espn,Cam Skattebo,RB,,,,,1046.979,7.196,249.319,49.289,365.087,1.642,,243.5236,cam skattebo,43.5,48.7,2026,2026-07-28
espn,Joe Flacco,QB,164.359,1.314,0.689,24.635,1.166,0.017,0.399,,,,,13.298960000000001,joe flacco,170.0,,2026,2026-07-28
espn,Aaron Jones Sr.,RB,,,,,739.581,3.707,169.991,47.006,343.955,2.077,,190.06359999999998,aaron jones,113.3,108.8,2026,2026-07-28
espn,Jayden Higgins,WR,,,,,,,,54.496,667.643,3.445,,141.9303,jayden higgins,158.9,131.1,2026,2026-07-28
espn,Jason Sanders,K,,,,,,,,,,,,28.737,jason sanders,169.9,,2026,2026-07-28
espn,Cooper Kupp,WR,,,,,,,,37.851,471.512,2.815,,101.8922,cooper kupp,168.9,235.2,2026,2026-07-28
espn,Cedric Tillman,WR,,,,,,,,8.95,100.941,0.529,,22.2181,cedric tillman,170.0,,2026,2026-07-28
espn,Isaac TeSlaa,WR,,,,,,,,23.748,301.625,3.225,,73.26050000000001,isaac teslaa,170.0,198.6,2026,2026-07-28
espn,Rachaad White,RB,,,,,566.701,5.074,134.699,46.954,294.984,1.881,,174.85250000000002,rachaad white,118.6,127.2,2026,2026-07-28
espn,Xavier Smith,WR,,,,,,,,7.17,89.261,0.65,,19.9961,xavier smith,170.0,,2026,2026-07-28
espn,Tyler Loop,K,,,,,,,,,,,,44.34,tyler loop,161.9,,2026,2026-07-28
espn,Derrick Henry,RB,,,,,1480.44,13.084,316.863,21.402,210.42,1.204,,276.21599999999995,derrick henry,20.0,24.6,2026,2026-07-28
espn,Demarcus Robinson,WR,,,,,,,,3.307,44.586,0.326,,9.721599999999999,demarcus robinson,170.0,,2026,2026-07-28
espn,Andrew Beck,RB,,,,,,,,4.189,28.219,0.222,,8.3429,andrew beck,170.1,,2026,2026-07-28
espn,Kenneth Walker III,RB,,,,,1233.334,9.035,276.079,48.202,375.648,1.67,,273.3302,kenneth walker,28.6,14.6,2026,2026-07-28
espn,Zane Gonzalez,K,,,,,,,,,,,,24.057,zane gonzalez,170.0,,2026,2026-07-28
espn,Austin Hooper,TE,,,,,,,,20.536,181.303,0.823,,43.60430000000001,austin hooper,170.0,,2026,2026-07-28
espn,Kendre Miller,RB,,,,,54.643,0.293,12.883,,,,,7.222300000000001,kendre miller,170.0,224.8,2026,2026-07-28
espn,Treylon Burks,WR,,,,,,,,15.748,215.534,1.288,,45.0294,treylon burks,170.0,,2026,2026-07-28
espn,Will Reichard,K,,,,,,,,,,,,33.944,will reichard,165.2,,2026,2026-07-28
espn,Adam Trautman,TE,,,,,,,,11.709,112.983,0.964,,28.7913,adam trautman,170.0,,2026,2026-07-28
espn,Matthew Stafford,QB,4281.986,34.926,9.664,557.817,39.416,0.587,27.043,,,,,368.97104,matthew stafford,84.2,115.2,2026,2026-07-28
espn,Max Bredeson,RB,,,,,8.461,0.06,2.024,4.5,29.415,0.167,,9.649600000000001,max bredeson,,,2026,2026-07-28
espn,Nick Mullens,QB,179.323,1.13,0.846,23.671,3.387,0.028,1.098,,,,,12.767619999999997,nick mullens,170.0,,2026,2026-07-28
espn,Chris Brazzell II,WR,,,,,,,,22.467,287.849,1.672,,61.2839,chris brazzell,170.2,230.8,2026,2026-07-28
espn,Christian Kirk,WR,,,,,,,,23.004,318.04,2.087,,67.33000000000001,christian kirk,170.9,241.7,2026,2026-07-28
espn,Tee Higgins,WR,,,,,,,,73.094,954.882,8.313,,218.4602,tee higgins,54.4,35.5,2026,2026-07-28
espn,Travis Etienne Jr.,RB,,,,,1117.411,6.02,257.66,44.591,376.193,2.055,,242.40140000000005,travis etienne,46.6,36.7,2026,2026-07-28
espn,LeQuint Allen Jr.,RB,,,,,33.917,0.193,8.035,21.679,148.007,0.844,,46.093399999999995,lequint allen,170.3,,2026,2026-07-28
espn,Emeka Egbuka,WR,,,,,11.879,0.103,2.181,69.585,1126.836,7.444,,228.7385,emeka egbuka,42.1,45.8,2026,2026-07-28
espn,Darius Cooper,WR,,,,,,,,3.251,37.668,0.252,,8.5298,darius cooper,170.0,,2026,2026-07-28
espn,Sam Darnold,QB,4011.662,23.986,12.336,512.836,125.448,0.848,44.069,,,,,297.34328,sam darnold,164.5,165.3,2026,2026-07-28
espn,Jaylen Wright,RB,,,,,233.062,1.071,55.826,7.473,55.963,0.193,,43.959500000000006,jaylen wright,170.2,215.1,2026,2026-07-28
espn,Tommy DeVito,QB,149.842,0.987,0.408,22.517,9.496,0.067,1.867,,,,,12.451279999999999,tommy devito,169.9,,2026,2026-07-28
espn,Malachi Fields,WR,,,,,,,,13.224,157.564,0.896,,34.3564,malachi fields,169.9,242.4,2026,2026-07-28
espn,Bryce Lance,WR,,,,,,,,16.368,204.282,0.933,,42.3942,bryce lance,170.0,,2026,2026-07-28
espn,Cyrus Allen,WR,,,,,,,,6.444,79.711,0.504,,17.4391,cyrus allen,170.0,,2026,2026-07-28
espn,Noah Gray,TE,,,,,,,,26.069,261.857,1.405,,60.6847,noah gray,170.0,,2026,2026-07-28
espn,Malik Davis,RB,,,,,192.204,1.418,44.227,4.152,29.575,0.158,,35.785900000000005,malik davis,170.1,,2026,2026-07-28
espn,Pat Bryant,WR,,,,,,,,28.428,319.659,2.101,,72.9999,pat bryant,171.0,222.5,2026,2026-07-28
espn,Colbie Young,WR,,,,,,,,3.497,43.184,0.331,,9.8014,colbie young,170.0,,2026,2026-07-28
espn,Ryan Fitzgerald,K,,,,,,,,,,,,28.855,ryan fitzgerald,169.8,,2026,2026-07-28
espn,Kenny Gainwell,RB,,,,,482.649,4.289,109.035,52.092,341.698,2.04,,172.50070000000002,kenneth gainwell,118.1,106.9,2026,2026-07-28
espn,Xavier Worthy,WR,,,,,75.917,0.593,12.362,55.425,788.342,4.556,,172.74490000000003,xavier worthy,137.1,134.9,2026,2026-07-28
espn,Kenny Pickett,QB,153.362,0.859,0.469,22.454,3.729,0.041,1.309,,,,,10.96938,kenny pickett,170.0,,2026,2026-07-28
espn,Mitchell Evans,TE,,,,,,,,14.919,143.137,0.943,,34.8907,mitchell evans,170.0,,2026,2026-07-28
espn,Skyler Bell,WR,,,,,,,,15.066,205.497,1.205,,42.84570000000001,skyler bell,169.9,,2026,2026-07-28
espn,RJ Harvey,RB,,,,,430.631,3.857,106.308,48.809,365.73,2.55,,166.8871,rj harvey,120.9,68.4,2026,2026-07-28
espn,Jake Moody,K,,,,,,,,,,,,34.288,jake moody,169.8,,2026,2026-07-28
espn,Juwan Johnson,TE,,,,,,,,63.473,636.677,2.73,,143.5207,juwan johnson,164.4,135.3,2026,2026-07-28
espn,Saquon Barkley,RB,,,,,1285.469,8.689,300.517,43.12,370.874,2.292,,274.6403,saquon barkley,16.6,19.5,2026,2026-07-28
espn,Luke Schoonmaker,TE,,,,,,,,11.442,110.322,0.893,,27.832200000000004,luke schoonmaker,169.9,,2026,2026-07-28
espn,Jaylen Waddle,WR,,,,,12.127,0.081,2.044,76.667,991.39,5.993,,213.4627,jaylen waddle,59.7,46.2,2026,2026-07-28
espn,Nick Westbrook-Ikhine,WR,,,,,,,,34.257,432.69,3.031,,95.71200000000002,nick westbrook ikhine,170.3,,2026,2026-07-28
espn,Riley Leonard,QB,158.124,0.828,0.509,22.738,5.422,0.078,1.237,,,,,11.28516,riley leonard,170.0,,2026,2026-07-28
espn,Adam Prentice,RB,,,,,17.353,0.131,4.089,4.138,29.753,0.147,,10.5166,adam prentice,,,2026,2026-07-28
espn,Charlie Kolar,TE,,,,,,,,7.333,73.45,0.56,,18.038,charlie kolar,170.0,,2026,2026-07-28
